RptDt;TckrSymb;ISIN;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-08-14;11H0016706;BRRBCSCRI253;561,941189;561,941189;561,941189;561,941189;;;2;10
2020-08-14;12C0034755;BRRBCSCRI2R0;853,913827;853,913827;853,913827;853,913827;;;1;363
2020-08-14;12F0036335;;710,010813;710,15367;710,082241;710,010813;;;2;1400
2020-08-14;1480018S11;BRCRBRCTF0D6;657,084034;657,149749;657,116891;657,084034;;;2;2167,8086
2020-08-14;14C0067892;BRRBRACRI2F8;251922,08;251922,08;251922,08;251922,08;;;1;2
2020-08-14;1550812P35;;0,31487;0,31487;0,31487;0,31487;;;20;74514391,52
2020-08-14;16F0071780;BRAPCSCRI218;495,756639;495,756639;495,756639;495,756639;;;2;160
2020-08-14;16G0000001;BRRBRACRI3O8;962,45;994,349764;978,399882;994,349764;;;2;402
2020-08-14;16I0965158;BRRBRACRI3Q3;981,699291;989,899321;985,289888;989,899321;;;17;4770
2020-08-14;16L0074884;BRCBSCCRI3T1;956,788511;990,81022;968,184388;990,81022;;;3;3006
2020-08-14;17C0000201;BRRBRACRI465;973,991596;994,807386;981,090876;994,807386;;;12;1488
2020-08-14;17D0073654;BROSECCRI0G7;13757,07;14414,44;14085,755;14414,44;;;4;8
2020-08-14;17I0181214;BRHBSCCRI254;367,491681;367,491681;367,491681;367,491681;;;1;427
2020-08-14;17I0181659;BRAPCECRI028;1034,816966;1086,302564;1078,353537;1086,302564;;;23;554
2020-08-14;17I0904388;BRAPCSCRI2U7;972,92;976,32;974,62;976,32;;;2;204
2020-08-14;17I0905011;BRAPCSCRI2R3;1192,41982;1195,394352;1194,919192;1195,394352;;;66;1410
2020-08-14;17J0000001;BRRBRACRI4F4;967,424334;1000,654064;975,283166;967,424334;;;7;606
2020-08-14;17J0040025;BRAPCSCRI2Z6;672,435377;674,535492;673,85029;674,535492;;;27;4230
2020-08-14;18C0682649;BRRBRACRI4T5;15,154044;984,77;819,826435;15,154044;;;6;17001
2020-08-14;18D0788427;BRIMWLCRI0V7;10085,018995;10243,375619;10164,197307;10243,375619;;;2;4
2020-08-14;18E0907339;BRBZRSCRI098;659,465926;662,199667;661,263842;661,07951;;;17;1012
2020-08-14;18E0915989;BRIMWLCRI0U9;1002,98;1003,03;1003,0175;1003,03;;;8;11
2020-08-14;18G0687521;BRRBRACRI4Y5;1177,498823;1204,796596;1188,387277;1192,770336;;;4;807
2020-08-14;18H0014828;BRAPCSCRI3D1;953,605463;954,377911;953,991687;953,605463;;;4;382
2020-08-14;18H0094762;BRBZRSCRI0A3;1005,21143;1005,21143;1005,21143;1005,21143;;;2;1090
2020-08-14;18K0000201;BRAPCSCRI4C1;814,73;969,985925;963,204044;968,3;;;37;2619
2020-08-14;18L0541633;BRAPCSCRI4N8;1056,568257;1075,65;1061,40651;1075,65;;;8;1331
2020-08-14;18L1085825;BRRBRACRI523;960,08;962,411758;961,245879;960,08;;;2;105
2020-08-14;18L1085826;BRRBRACRI549;1109,5778;1157,586071;1125,580557;1109,5778;;;3;136
2020-08-14;18L1168429;BRFSECCRI5X2;968,197988;968,337523;968,291011;968,337523;;;3;86
2020-08-14;18L1299235;BRGAIACRI3U0;831,149718;831,149718;831,149718;831,149718;;;1;3128
2020-08-14;19B0268307;BRRBRACRI5G9;979,294472;979,294472;979,294472;979,294472;;;2;5688
