RptDt;TckrSymb;ISIN;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-07-02;16F0071780;BRAPCSCRI218;501,98;501,98;501,98;501,98;;;11;68
2020-07-02;16G0000001;BRRBRACRI3O8;986,481155;986,481155;986,481155;986,481155;;;2;1900
2020-07-02;16I0000002;BRAPCSCRI1Z8;1040,592845;1070,660058;1054,301154;1070,660058;;;3;2100
2020-07-02;16I0965158;BRRBRACRI3Q3;983,13;983,13;983,13;983,13;;;7;22
2020-07-02;16K0924155;BRSCCICRI0O1;12978,515488;12984,358449;12981,436968;12978,515488;;;2;4
2020-07-02;16L0074884;BRCBSCCRI3T1;965,339029;970,62232;967,980674;965,339029;;;2;546
2020-07-02;17C0000201;BRRBRACRI465;976,599413;976,71318;976,637335;976,599413;;;3;812
2020-07-02;17C0868823;BRRBRACRI424;1018,061721;1018,195055;1018,128388;1018,195055;;;2;90
2020-07-02;17C0986976;BRFSECCRI0O2;63311,679786;63318,01127;63313,79028;63311,679786;;;3;60
2020-07-02;17D0073654;BROSECCRI0G7;13669,96583;13672,96583;13671,46583;13672,96583;;;2;4
2020-07-02;17G1642175;BRHBSCCRI205;372,209223;372,246448;372,227835;372,209223;;;2;120
2020-07-02;17H0894273;BRAPCSCRI2V5;1107,722339;1107,722339;1107,722339;1107,722339;;;2;2
2020-07-02;17I0905011;BRAPCSCRI2R3;1185,77271;1190,869626;1189,409372;1190,869626;;;49;3626
2020-07-02;17J0000001;BRRBRACRI4F4;966,719894;966,833332;966,748253;966,719894;;;4;626
2020-07-02;17J0040025;BRAPCSCRI2Z6;521,95;669,630686;643,830525;521,95;;;6;697
2020-07-02;17K0231156;BRRBRACRI4L2;881,44994;895,53373;886,144536;895,53373;;;3;840
2020-07-02;18C0682649;BRRBRACRI4T5;960;972,646523;966,323261;960;;;2;300
2020-07-02;18C0842528;BRFSECCRI468;962,457291;962,457291;962,457291;962,457291;;;1;20
2020-07-02;18E0907339;BRBZRSCRI098;656,686043;656,686043;656,686043;656,686043;;;6;444
