RptDt;TckrSymb;ISIN;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-07-13;10I0020235;BRBSCSCRI4F0;1691941,36;1691941,36;1691941,36;1691941,36;;;4;20
2020-07-13;11A0027577;BRBSCSCRI5H3;4378605,1;4378605,1;4378605,1;4378605,1;;;4;4
2020-07-13;11H0016706;BRRBCSCRI253;532,574234;532,574234;532,574234;532,574234;;;1;2
2020-07-13;11L0018734;BRRBCSCRI2F5;360688,197255;361850,652686;361269,42497;361850,652686;;;2;12
2020-07-13;12F0036335;;678,089122;700,590021;689,339571;700,590021;;;2;56
2020-07-13;1480018S11;BRCRBRCTF0D6;724,572832;724,645297;724,609064;724,572832;;;2;1747,5008
2020-07-13;1630212SQD;BRSQDUCTF008;163,128185;163,136342;163,132263;163,128185;;;2;277065,0874
2020-07-13;16G0000001;BRRBRACRI3O8;946,849444;959,73;952,828591;946,849444;;;4;468
2020-07-13;16I0965158;BRRBRACRI3Q3;983,27;983,27;983,27;983,27;;;4;5
2020-07-13;16I0965520;BRRBRACRI3R1;719,277328;719,277328;719,277328;719,277328;;;2;20
2020-07-13;16L0074884;BRCBSCCRI3T1;977,955318;980,202105;979,078711;977,955318;;;2;20
2020-07-13;17C0000201;BRRBRACRI465;976,782139;976,782139;976,782139;976,782139;;;4;258
2020-07-13;17D0073654;BROSECCRI0G7;13461,96;14112,61;13787,285;14112,61;;;2;8
2020-07-13;17F0023368;BRCBSCCRI487;970,873682;970,873682;970,873682;970,873682;;;1;100
2020-07-13;17H0164854;BRRBRACRI4G2;869,260204;869,260204;869,260204;869,260204;;;1;4400
2020-07-13;17H0894273;BRAPCSCRI2V5;1118,988963;1118,988963;1118,988963;1118,988963;;;2;2
2020-07-13;17I0181659;BRAPCECRI028;1040,782993;1040,782993;1040,782993;1040,782993;;;2;16
2020-07-13;17I0905011;BRAPCSCRI2R3;1190,565818;1191,902932;1191,418357;1190,565818;;;36;1542
2020-07-13;17J0000001;BRRBRACRI4F4;962,803061;968,06115;966,308453;962,803061;;;3;104
2020-07-13;17J0040025;BRAPCSCRI2Z6;653,502222;670,8;670,275824;670,8;;;33;83
2020-07-13;18C0682649;BRRBRACRI4T5;967,455383;967,455383;967,455383;967,455383;;;1;276
2020-07-13;18E0907339;BRBZRSCRI098;656,917569;656,917569;656,917569;656,917569;;;4;236
2020-07-13;18E0915989;BRIMWLCRI0U9;999,78;999,86;999,852;999,86;;;10;48
2020-07-13;18F0744615;BRAPCSCRI3B5;927,068042;954,701032;938,956659;948,9174;;;6;2525
2020-07-13;18G0687521;BRRBRACRI4Y5;1207,103134;1225,2;1216,151567;1225,2;;;4;998
2020-07-13;18G0704721;BRRBRACRI4Z2;1036,009032;1039,009032;1037,509032;1039,009032;;;2;4
2020-07-13;18H0014828;BRAPCSCRI3D1;950,431555;967,891457;956,39824;967,891457;;;4;386
2020-07-13;18J0673053;BROSECCRI072;376,91213;377,340701;377,213663;377,340701;;;8;432
2020-07-13;18K0000201;BRAPCSCRI4C1;917,846667;963,461109;960,86493;962,33;;;52;968
2020-07-13;18L0541633;BRAPCSCRI4N8;868,54;1067,81775;1052,261755;1056,22;;;28;582
2020-07-13;18L1085825;BRRBRACRI523;935,400121;935,400121;935,400121;935,400121;;;3;675
2020-07-13;18L1085826;BRRBRACRI549;1102,844415;1135,02;1119,498393;1135,02;;;7;1612
2020-07-13;18L1168429;BRFSECCRI5X2;973,00827;973,20827;973,10827;973,20827;;;2;60
2020-07-13;19C0000001;BRVERTCRI024;926,965587;926,965587;926,965587;926,965587;;;1;500
2020-07-13;19D1329253;BROSECCRI0E2;1021,988903;1022,846046;1022,698651;1022,846046;;;9;510
2020-07-13;19E0309835;;929,852476;936,53;933,191238;936,53;;;2;320
2020-07-13;19F0260732;BROSECCRI0F9;926,46442;927,009874;926,812783;927,009874;;;5;132
2020-07-13;19G0000001;BRRBRACRI5Q8;954,762745;972,31026;966,29328;972,31026;;;4;597
2020-07-13;19G0269138;BRAPCSCRI523;915,719963;915,719963;915,719963;915,719963;;;3;150
2020-07-13;19G0835159;;1005,708073;1006,908073;1006,578073;1006,908073;;;4;110
2020-07-13;19H0000001;;941,362234;941,362234;941,362234;941,362234;;;2;4
2020-07-13;19H0262186;BRRBRACRI5T2;974,505247;1021,401469;1002,734124;1013,239865;;;6;521
2020-07-13;19I0739706;BRIMWLCRI1L6;660,27288;660,27288;660,27288;660,27288;;;1;3
2020-07-13;19I0755306;;713,201387;714,201387;713,891387;714,201387;;;4;62
2020-07-13;19K1034250;BRRBRACRI697;1012,211675;1012,640247;1012,521848;1012,640247;;;6;214
2020-07-13;19K1124486;BROSECCRI0K9;998,746363;1004,746363;1002,413029;1004,746363;;;6;10
2020-07-13;19K1136971;;1006,508135;1024,983743;1022,141341;1024,983743;;;13;1964
2020-07-13;19L0840477;;1016,737421;1048,642029;1034,732789;1016,737421;;;3;218
2020-07-13;19L0906443;;1008,534327;1008,534327;1008,534327;1008,534327;;;1;2
2020-07-13;20B0980166;BRAPCSCRI770;999,36418;999,36418;999,36418;999,36418;;;2;4
