RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-06-15;BGIV20;BRBMEFBGI5F0;AGRIBUSINESS;208,4;208,55;208,49;208,5;208,6;;5;40
2020-06-15;CCMN20;BRBMEFCCP1X6;AGRIBUSINESS;44,5;44,8;44,52;44,6;44,5;;30;88
2020-06-15;CCMU20;BRBMEFCCP1Y4;AGRIBUSINESS;43,67;43,86;43,77;43,8;43,67;;217;307
2020-06-15;ICFU20;BRBMEFICF2G5;AGRIBUSINESS;105,05;106;105,74;105,05;105,4;;12;16
2020-06-15;ICFZ20;BRBMEFICF2D2;AGRIBUSINESS;106,3;107;106,73;106,5;106,8;;10;29
2020-06-15;ABEV3;BRABEVACNOR1;CASH;;;13,45;;;;77;63200
2020-06-15;ABEV3F;BRABEVACNOR1;ODD LOT;;;13,44;;;;71;609
2020-06-15;ALPA4;BRALPAACNPR7;CASH;;;27,96;;;;19;5100
2020-06-15;ALPA4F;BRALPAACNPR7;ODD LOT;;;27,99;;;;4;18
2020-06-15;ALSO3;BRALSOACNOR5;CASH;;;29,15;;;;6;4200
2020-06-15;ALSO3F;BRALSOACNOR5;ODD LOT;;;28,97;;;;14;197
2020-06-15;AZUL4;BRAZULACNPR4;CASH;;;22,21;;;;807;698100
2020-06-15;AZUL4F;BRAZULACNPR4;ODD LOT;;;22,21;;;;234;4498
2020-06-15;B3SA3;BRB3SAACNOR6;CASH;;;49,60;;;;60;16200
2020-06-15;B3SA3F;BRB3SAACNOR6;ODD LOT;;;49,55;;;;30;425
2020-06-15;BBAS3;BRBBASACNOR3;CASH;;;32,98;;;;316;211600
2020-06-15;BBAS3F;BRBBASACNOR3;ODD LOT;;;33,01;;;;144;2907
2020-06-15;BBDC3;BRBBDCACNOR1;CASH;;;19,65;;;;39;14500
2020-06-15;BBDC3F;BRBBDCACNOR1;ODD LOT;;;19,64;;;;22;192
2020-06-15;BBDC4;BRBBDCACNPR8;CASH;;;21,25;;;;354;388700
2020-06-15;BBDC4F;BRBBDCACNPR8;ODD LOT;;;21,25;;;;193;3124
2020-06-15;BBSE3;BRBBSEACNOR5;CASH;;;26,51;;;;22;10600
2020-06-15;BBSE3F;BRBBSEACNOR5;ODD LOT;;;26,48;;;;25;362
2020-06-15;BEEF3;BRBEEFACNOR6;CASH;;;13,05;;;;114;56100
2020-06-15;BEEF3F;BRBEEFACNOR6;ODD LOT;;;13,05;;;;18;490
2020-06-15;BIDI11;BRBIDICDAXX3;CASH;;;33,28;;;;3;300
2020-06-15;BIDI11F;BRBIDICDAXX3;ODD LOT;;;33,50;;;;8;84
2020-06-15;BPAC11;BRBPACUNT006;CASH;;;60,96;;;;28;6900
2020-06-15;BPAC11F;BRBPACUNT006;ODD LOT;;;60,91;;;;17;187
2020-06-15;BPAN4;BRBPANACNPR1;CASH;;;8,96;;;;47;15900
2020-06-15;BPAN4F;BRBPANACNPR1;ODD LOT;;;8,93;;;;40;1072
2020-06-15;BRAP4;BRBRAPACNPR2;CASH;;;35,39;;;;23;6900
2020-06-15;BRAP4F;BRBRAPACNPR2;ODD LOT;;;35,35;;;;1;50
2020-06-15;BRDT3;BRBRDTACNOR1;CASH;;;22,72;;;;23;7700
2020-06-15;BRDT3F;BRBRDTACNOR1;ODD LOT;;;22,72;;;;21;212
2020-06-15;BRFS3;BRBRFSACNOR8;CASH;;;21,26;;;;68;34800
2020-06-15;BRFS3F;BRBRFSACNOR8;ODD LOT;;;21,24;;;;13;263
2020-06-15;BRKM5;BRBRKMACNPA4;CASH;;;24,50;;;;29;10400
2020-06-15;BRKM5F;BRBRKMACNPA4;ODD LOT;;;24,49;;;;9;93
2020-06-15;BRML3;BRBRMLACNOR9;CASH;;;10,51;;;;64;24400
2020-06-15;BRML3F;BRBRMLACNOR9;ODD LOT;;;10,53;;;;32;580
2020-06-15;BRSR6;BRBRSRACNPB4;CASH;;;14,02;;;;12;3700
2020-06-15;BRSR6F;BRBRSRACNPB4;ODD LOT;;;14,01;;;;14;161
2020-06-15;BTOW3;BRBTOWACNOR8;CASH;;;101,89;;;;47;8500
