RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-06-24;BGIM20;BRBMEFBGI5K0;AGRIBUSINESS;216;216,05;216,01;216;217;;8;41
2020-06-24;BGIN20;BRBMEFBGI5L8;AGRIBUSINESS;218;218,45;218,14;218,45;218;;11;25
2020-06-24;BGIQ20;BRBMEFBGI5J2;AGRIBUSINESS;215;215,5;215,18;215,5;215,25;;5;11
2020-06-24;BGIU20;BRBMEFBGI5M6;AGRIBUSINESS;213,05;213,05;213,05;213,05;215;;1;1
2020-06-24;BGIV20;BRBMEFBGI5F0;AGRIBUSINESS;215,4;215,55;215,48;215,5;215,35;;32;45
2020-06-24;CCMN20;BRBMEFCCP1X6;AGRIBUSINESS;46;46,1;46,03;46,05;45,93;;10;33
2020-06-24;CCMU20;BRBMEFCCP1Y4;AGRIBUSINESS;44,34;44,44;44,39;44,4;44,3;;37;82
2020-06-24;ETHH21;BRBMEFETH3M4;AGRIBUSINESS;1930;1930;1930;1930;1850;;2;50
2020-06-24;ICFU20;BRBMEFICF2G5;AGRIBUSINESS;105,7;106,5;105,93;106;105,9;;17;24
2020-06-24;ICFZ20;BRBMEFICF2D2;AGRIBUSINESS;106,25;107;106,52;106,5;107,35;;9;80
2020-06-24;ABEV3;BRABEVACNOR1;CASH;;;13,62;;;;108;67100
2020-06-24;ABEV3F;BRABEVACNOR1;ODD LOT;;;13,64;;;;129;1624
2020-06-24;ALPA4;BRALPAACNPR7;CASH;;;29,45;;;;11;3100
2020-06-24;ALPA4F;BRALPAACNPR7;ODD LOT;;;29,44;;;;10;81
2020-06-24;ALSO3F;BRALSOACNOR5;ODD LOT;;;28,71;;;;3;58
2020-06-24;AZUL4;BRAZULACNPR4;CASH;;;21,04;;;;539;261800
2020-06-24;AZUL4F;BRAZULACNPR4;ODD LOT;;;21,09;;;;268;5239
2020-06-24;B3SA3;BRB3SAACNOR6;CASH;;;52,63;;;;73;39300
2020-06-24;B3SA3F;BRB3SAACNOR6;ODD LOT;;;52,66;;;;17;185
2020-06-24;BBAS3;BRBBASACNOR3;CASH;;;32,21;;;;358;190800
2020-06-24;BBAS3F;BRBBASACNOR3;ODD LOT;;;32,27;;;;199;2897
2020-06-24;BBDC3;BRBBDCACNOR1;CASH;;;19,21;;;;67;50800
2020-06-24;BBDC3F;BRBBDCACNOR1;ODD LOT;;;19,26;;;;96;1338
2020-06-24;BBDC4;BRBBDCACNPR8;CASH;;;20,87;;;;445;326400
2020-06-24;BBDC4F;BRBBDCACNPR8;ODD LOT;;;20,89;;;;143;1979
2020-06-24;BBSE3;BRBBSEACNOR5;CASH;;;28,40;;;;28;9300
2020-06-24;BBSE3F;BRBBSEACNOR5;ODD LOT;;;28,43;;;;12;194
2020-06-24;BEEF3;BRBEEFACNOR6;CASH;;;13,12;;;;75;36300
2020-06-24;BEEF3F;BRBEEFACNOR6;ODD LOT;;;13,13;;;;11;254
2020-06-24;BIDI11;BRBIDICDAXX3;CASH;;;37,65;;;;10;4500
2020-06-24;BIDI11F;BRBIDICDAXX3;ODD LOT;;;37,76;;;;4;42
2020-06-24;BPAC11;BRBPACUNT006;CASH;;;76,38;;;;55;13400
2020-06-24;BPAC11F;BRBPACUNT006;ODD LOT;;;76,41;;;;28;418
2020-06-24;BPAN4;BRBPANACNPR1;CASH;;;10,04;;;;86;73100
2020-06-24;BPAN4F;BRBPANACNPR1;ODD LOT;;;10,05;;;;29;367
2020-06-24;BRAP4;BRBRAPACNPR2;CASH;;;36,61;;;;14;3300
2020-06-24;BRAP4F;BRBRAPACNPR2;ODD LOT;;;36,45;;;;12;188
2020-06-24;BRDT3;BRBRDTACNOR1;CASH;;;21,47;;;;45;23100
2020-06-24;BRDT3F;BRBRDTACNOR1;ODD LOT;;;21,42;;;;8;23
2020-06-24;BRFS3;BRBRFSACNOR8;CASH;;;21,86;;;;56;21600
2020-06-24;BRFS3F;BRBRFSACNOR8;ODD LOT;;;21,89;;;;7;58
2020-06-24;BRKM5;BRBRKMACNPA4;CASH;;;23,93;;;;103;77800
2020-06-24;BRKM5F;BRBRKMACNPA4;ODD LOT;;;23,91;;;;83;856
2020-06-24;BRML3;BRBRMLACNOR9;CASH;;;10,29;;;;39;15200
2020-06-24;BRML3F;BRBRMLACNOR9;ODD LOT;;;10,30;;;;22;227
2020-06-24;BRSR6;BRBRSRACNPB4;CASH;;;13,96;;;;88;52200
2020-06-24;BRSR6F;BRBRSRACNPB4;ODD LOT;;;13,96;;;;56;1286
2020-06-24;BTOW3;BRBTOWACNOR8;CASH;;;106,25;;;;59;22100
2020-06-24;BTOW3F;BRBTOWACNOR8;ODD LOT;;;106,24;;;;27;394
2020-06-24;CCRO3;BRCCROACNOR2;CASH;;;14,39;;;;17;14000
2020-06-24;CCRO3F;BRCCROACNOR2;ODD LOT;;;14,44;;;;6;136
2020-06-24;CESP6;BRCESPACNPB4;CASH;;;28,30;;;;13;2500
2020-06-24;CESP6F;BRCESPACNPB4;ODD LOT;;;28,35;;;;6;33
2020-06-24;CIEL3;BRCIELACNOR3;CASH;;;4,70;;;;906;1339000
2020-06-24;CIEL3F;BRCIELACNOR3;ODD LOT;;;4,71;;;;249;4305
2020-06-24;CMIG4;BRCMIGACNPR3;CASH;;;11,07;;;;49;108200
2020-06-24;CMIG4F;BRCMIGACNPR3;ODD LOT;;;11,06;;;;23;276
2020-06-24;COGN3;BRCOGNACNOR2;CASH;;;6,75;;;;356;812400
2020-06-24;COGN3F;BRCOGNACNOR2;ODD LOT;;;6,76;;;;79;1231
2020-06-24;CPFE3;BRCPFEACNOR0;CASH;;;30,11;;;;10;2300
2020-06-24;CPFE3F;BRCPFEACNOR0;ODD LOT;;;30,21;;;;4;75
2020-06-24;CPLE6;BRCPLEACNPB9;CASH;;;62,01;;;;10;2100
2020-06-24;CPLE6F;BRCPLEACNPB9;ODD LOT;;;62,85;;;;5;130
2020-06-24;CRFB3;BRCRFBACNOR2;CASH;;;19,52;;;;15;4100
2020-06-24;CRFB3F;BRCRFBACNOR2;ODD LOT;;;19,64;;;;6;61
2020-06-24;CSAN3;BRCSANACNOR6;CASH;;;68,81;;;;8;2300
2020-06-24;CSAN3F;BRCSANACNOR6;ODD LOT;;;68,93;;;;3;20
2020-06-24;CSMG3;BRCSMGACNOR5;CASH;;;60,02;;;;22;5200
2020-06-24;CSMG3F;BRCSMGACNOR5;ODD LOT;;;60,39;;;;14;257
2020-06-24;CSNA3;BRCSNAACNOR6;CASH;;;11,08;;;;95;91300
2020-06-24;CSNA3F;BRCSNAACNOR6;ODD LOT;;;11,08;;;;19;268
2020-06-24;CVCB3;BRCVCBACNOR1;CASH;;;18,76;;;;141;58700
2020-06-24;CVCB3F;BRCVCBACNOR1;ODD LOT;;;18,77;;;;128;2013
2020-06-24;CYRE3;BRCYREACNOR7;CASH;;;22,78;;;;31;12500
2020-06-24;CYRE3F;BRCYREACNOR7;ODD LOT;;;22,78;;;;13;278
2020-06-24;DTEX3;BRDTEXACNOR3;CASH;;;13,15;;;;18;4900
2020-06-24;DTEX3F;BRDTEXACNOR3;ODD LOT;;;13,14;;;;7;206
2020-06-24;ECOR3;BRECORACNOR8;CASH;;;12,68;;;;18;4100
2020-06-24;ECOR3F;BRECORACNOR8;ODD LOT;;;12,67;;;;6;14
2020-06-24;EGIE3;BREGIEACNOR9;CASH;;;42,37;;;;13;2500
2020-06-24;EGIE3F;BREGIEACNOR9;ODD LOT;;;42,42;;;;12;161
2020-06-24;ELET3;BRELETACNOR6;CASH;;;29,36;;;;79;25300
2020-06-24;ELET3F;BRELETACNOR6;ODD LOT;;;29,42;;;;17;258
2020-06-24;ELET6;BRELETACNPB7;CASH;;;30,79;;;;21;5600
2020-06-24;ELET6F;BRELETACNPB7;ODD LOT;;;30,83;;;;8;38
2020-06-24;EMBR3;BREMBRACNOR4;CASH;;;8,10;;;;292;183700
2020-06-24;EMBR3F;BREMBRACNOR4;ODD LOT;;;8,11;;;;112;1498
2020-06-24;ENBR3;BRENBRACNOR2;CASH;;;17,51;;;;27;6200
2020-06-24;ENBR3F;BRENBRACNOR2;ODD LOT;;;17,53;;;;27;355
