RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-06-23;BGIM20;BRBMEFBGI5K0;AGRIBUSINESS;215;215,4;215,04;215,4;215;;21;61
2020-06-23;BGIN20;BRBMEFBGI5L8;AGRIBUSINESS;216;217;216,32;216,5;216;;11;33
2020-06-23;BGIQ20;BRBMEFBGI5J2;AGRIBUSINESS;213;214,8;213,56;214;213;;8;42
2020-06-23;BGIU20;BRBMEFBGI5M6;AGRIBUSINESS;213;213,5;213,02;213,5;214,1;;4;21
2020-06-23;BGIV20;BRBMEFBGI5F0;AGRIBUSINESS;214,05;214,6;214,46;214,05;214;;56;71
2020-06-23;CCMN20;BRBMEFCCP1X6;AGRIBUSINESS;45,65;45,8;45,75;45,8;45,73;;11;29
2020-06-23;CCMU20;BRBMEFCCP1Y4;AGRIBUSINESS;43,38;43,75;43,54;43,67;43,64;;100;194
2020-06-23;CCMX20;BRBMEFCCP239;AGRIBUSINESS;46,6;46,6;46,6;46,6;46,53;;1;1
2020-06-23;ETHU20;BRBMEFETH3H4;AGRIBUSINESS;1800;1800;1800;1800;1805;;2;20
2020-06-23;ICFU20;BRBMEFICF2G5;AGRIBUSINESS;107,9;108;107,98;107,9;107,2;;13;15
2020-06-23;ICFZ20;BRBMEFICF2D2;AGRIBUSINESS;109;109,1;109,01;109;107,8;;2;6
2020-06-23;ABEV3;BRABEVACNOR1;CASH;;;13,87;;;;173;153900
2020-06-23;ABEV3F;BRABEVACNOR1;ODD LOT;;;13,88;;;;118;2248
2020-06-23;ALPA4;BRALPAACNPR7;CASH;;;30,23;;;;2;700
2020-06-23;ALPA4F;BRALPAACNPR7;ODD LOT;;;30,13;;;;9;78
2020-06-23;ALSO3;BRALSOACNOR5;CASH;;;29,45;;;;11;3100
2020-06-23;ALSO3F;BRALSOACNOR5;ODD LOT;;;29,46;;;;7;198
2020-06-23;AZUL4;BRAZULACNPR4;CASH;;;22,55;;;;915;518600
2020-06-23;AZUL4F;BRAZULACNPR4;ODD LOT;;;22,53;;;;405;7020
2020-06-23;B3SA3;BRB3SAACNOR6;CASH;;;52,14;;;;92;41700
