RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-08-13;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,4
2020-08-13;ARB;RTARSMAE;ARS X USD MAE;73,1097
2020-08-13;ARB;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;ARS;RTARSMAE;ARS X USD MAE;73,1097
2020-08-13;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,71735
2020-08-13;AUD;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,71735
2020-08-13;BGI;BGILIQ;BOI GORDO - Liquidação;227,06
2020-08-13;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,3
2020-08-13;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16425
2020-08-13;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16577
2020-08-13;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3211
2020-08-13;CAD;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3211
2020-08-13;CCM;CNILIQ;MILHO - Liquidação;54,74
2020-08-13;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9099
2020-08-13;CHF;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;792,69
2020-08-13;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;794,14
2020-08-13;CLP;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,9446
2020-08-13;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9443
2020-08-13;CNY;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;DCO;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;DCO;RTSEL;TAXA SELIC;1,9
2020-08-13;DDI;RTDI1;TAXA DO CDI;1,9
2020-08-13;DDI;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;DI1;RTDI1;TAXA DO CDI;1,9
2020-08-13;DOL;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;ETH;ALPPHLIQ;ETANOL - Liquidação;1731
2020-08-13;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,18375
2020-08-13;EUR;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,18375
2020-08-13;FRO;RTDI1;TAXA DO CDI;1,9
2020-08-13;FRO;RTSEL;TAXA SELIC;1,9
2020-08-13;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,30945
2020-08-13;GBP;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,30945
2020-08-13;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24323
2020-08-13;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;23637
2020-08-13;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;23014
2020-08-13;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;22974
2020-08-13;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;22956
2020-08-13;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;120,35
2020-08-13;ICF;KCH1 - Spot;Preço de Spot para ICF;120,35
2020-08-13;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;124,7
2020-08-13;ICF;KCH2 - Spot;Preço de Spot para ICF;124,7
2020-08-13;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;129,1
2020-08-13;ICF;KCH3 - Spot;Preço de Spot para ICF;129,1
2020-08-13;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;121,15
2020-08-13;ICF;KCK1 - Spot;Preço de Spot para ICF;121,15
2020-08-13;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;125,5
2020-08-13;ICF;KCK2 - Spot;Preço de Spot para ICF;125,5
2020-08-13;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;129,95
2020-08-13;ICF;KCK3 - Spot;Preço de Spot para ICF;129,95
2020-08-13;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;121,9
2020-08-13;ICF;KCN1 - Spot;Preço de Spot para ICF;121,9
2020-08-13;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;126,25
2020-08-13;ICF;KCN2 - Spot;Preço de Spot para ICF;126,25
2020-08-13;ICF;KCN3 - Ajuste;Preço de Ajuste para ICF;130,2
2020-08-13;ICF;KCN3 - Spot;Preço de Spot para ICF;130,2
2020-08-13;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;116,2
2020-08-13;ICF;KCU0 - Spot;Preço de Spot para ICF;116,2
2020-08-13;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;122,6
2020-08-13;ICF;KCU1 - Spot;Preço de Spot para ICF;122,6
2020-08-13;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;127,05
2020-08-13;ICF;KCU2 - Spot;Preço de Spot para ICF;127,05
2020-08-13;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;118,1
2020-08-13;ICF;KCZ0 - Spot;Preço de Spot para ICF;118,1
2020-08-13;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;123,65
2020-08-13;ICF;KCZ1 - Spot;Preço de Spot para ICF;123,65
2020-08-13;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;128,1
2020-08-13;ICF;KCZ2 - Spot;Preço de Spot para ICF;128,1
2020-08-13;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;50178
2020-08-13;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;101388
2020-08-13;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22441,56
2020-08-13;INK;NHH1 - Ajuste;Preço de Ajuste para INK;22960
2020-08-13;INK;NHH2 - Ajuste;Preço de Ajuste para INK;22490
2020-08-13;INK;NHH3 - Ajuste;Preço de Ajuste para INK;22045
2020-08-13;INK;NHM1 - Ajuste;Preço de Ajuste para INK;22825
2020-08-13;INK;NHM2 - Ajuste;Preço de Ajuste para INK;22380
2020-08-13;INK;NHM3 - Ajuste;Preço de Ajuste para INK;21935
2020-08-13;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;23195
2020-08-13;INK;NHU0 - Ajuste;Preço de Ajuste para INK;23195
2020-08-13;INK;NHU1 - Ajuste;Preço de Ajuste para INK;22715
2020-08-13;INK;NHU2 - Ajuste;Preço de Ajuste para INK;22270
2020-08-13;INK;NHV0 - Ajuste;Preço de Ajuste para INK;23125
2020-08-13;INK;NHX0 - Ajuste;Preço de Ajuste para INK;23085
2020-08-13;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;23050
2020-08-13;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;22605
2020-08-13;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;22155
2020-08-13;INK;NHZ3 - Ajuste;Preço de Ajuste para INK;21710
2020-08-13;INK;NHZ4 - Ajuste;Preço de Ajuste para INK;21255
2020-08-13;INK;NHZ5 - Ajuste;Preço de Ajuste para INK;20810
2020-08-13;ISP;ESH1 - Ajuste;Preço de Ajuste para ISP;3349
2020-08-13;ISP;ESM1 - Ajuste;Preço de Ajuste para ISP;3336,25
2020-08-13;ISP;ESU0 - Ajuste;Preço de Ajuste para ISP;3367,75
2020-08-13;ISP;ESU1 - Ajuste;Preço de Ajuste para ISP;3325,5
2020-08-13;ISP;ESZ0 - Ajuste;Preço de Ajuste para ISP;3357,25
2020-08-13;ISP;ISPLIQ;S&P INDEX - LIQUIDAÇÃO;3370,47
2020-08-13;JAP;RTYDOW1;JPY X USD WMR/C. PRICE;106,885
2020-08-13;JPY;RTDOLT1;PTAX800 VENDA;5,3801
2020-08-13;JPY;RTYDOW1;JPY X USD WMR/C. PRICE;106,885
2020-08-13;JSE;AIF1 - Ajuste;Preço de Ajuste para JSE;53382
2020-08-13;JSE;AIG1 - Ajuste;Preço de Ajuste para JSE;53514
