RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-08-17;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,475
2020-08-17;ARB;RTARSMAE;ARS X USD MAE;73,1599
2020-08-17;ARB;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;ARS;RTARSMAE;ARS X USD MAE;73,1599
2020-08-17;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,7205
2020-08-17;AUD;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,7205
2020-08-17;BGI;BGILIQ;BOI GORDO - Liquidação;226,7
2020-08-17;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,35
2020-08-17;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16283
2020-08-17;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16221
2020-08-17;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,32085
2020-08-17;CAD;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,32085
2020-08-17;CCM;CNILIQ;MILHO - Liquidação;55,55
2020-08-17;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,90665
2020-08-17;CHF;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;796,73
2020-08-17;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;804,67
2020-08-17;CLP;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,9317
2020-08-17;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9419
2020-08-17;CNY;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;DCO;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;DCO;RTSEL;TAXA SELIC;1,9
2020-08-17;DDI;RTDI1;TAXA DO CDI;1,9
2020-08-17;DDI;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;DI1;RTDI1;TAXA DO CDI;1,9
2020-08-17;DOL;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;ETH;ALPPHLIQ;ETANOL - Liquidação;1743,5
2020-08-17;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,18675
2020-08-17;EUR;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,18675
2020-08-17;FRO;RTDI1;TAXA DO CDI;1,9
2020-08-17;FRO;RTSEL;TAXA SELIC;1,9
2020-08-17;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,3099
2020-08-17;GBP;RTDOLT1;PTAX800 VENDA;5,4497
2020-08-17;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,3099
2020-08-17;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24483
2020-08-17;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;23792
