RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-20;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,6725
2020-07-20;ARB;RTARSMAE;ARS X USD MAE;71,6569
2020-07-20;ARB;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;ARS;RTARSMAE;ARS X USD MAE;71,6569
2020-07-20;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,70105
2020-07-20;AUD;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,70105
2020-07-20;BGI;BGILIQ;BOI GORDO - Liquidação;219,97
2020-07-20;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,42
2020-07-20;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;17093
2020-07-20;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;17059
2020-07-20;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3543
2020-07-20;CAD;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3543
2020-07-20;CCM;CNILIQ;MILHO - Liquidação;49,31
2020-07-20;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9395
2020-07-20;CHF;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;787,26
2020-07-20;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;787,27
2020-07-20;CLP;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,98975
2020-07-20;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9904
2020-07-20;CNY;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;DCO;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;DCO;RTSEL;TAXA SELIC;2,15
2020-07-20;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-20;DDI;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-20;DOL;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;ETH;ALPPHLIQ;ETANOL - Liquidação;1678,5
2020-07-20;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,144
2020-07-20;EUR;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,144
2020-07-20;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-20;FRO;RTSEL;TAXA SELIC;2,15
2020-07-20;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,2647
2020-07-20;GBP;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,2647
2020-07-20;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24194
2020-07-20;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;23766
2020-07-20;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;23053
2020-07-20;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;22835
2020-07-20;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;22822
2020-07-20;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;104,6
2020-07-20;ICF;KCH1 - Spot;Preço de Spot para ICF;104,6
2020-07-20;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;111,45
2020-07-20;ICF;KCH2 - Spot;Preço de Spot para ICF;111,45
2020-07-20;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;118,1
2020-07-20;ICF;KCH3 - Spot;Preço de Spot para ICF;118,1
2020-07-20;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;105,75
2020-07-20;ICF;KCK1 - Spot;Preço de Spot para ICF;105,75
2020-07-20;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;112,55
2020-07-20;ICF;KCK2 - Spot;Preço de Spot para ICF;112,55
2020-07-20;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;119,1
2020-07-20;ICF;KCK3 - Spot;Preço de Spot para ICF;119,1
2020-07-20;ICF;KCN0 - Ajuste;Preço de Ajuste para ICF;98,5
2020-07-20;ICF;KCN0 - Spot;Preço de Spot para ICF;98,5
2020-07-20;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;106,9
2020-07-20;ICF;KCN1 - Spot;Preço de Spot para ICF;106,9
2020-07-20;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;113,65
2020-07-20;ICF;KCN2 - Spot;Preço de Spot para ICF;113,65
2020-07-20;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;99,75
2020-07-20;ICF;KCU0 - Spot;Preço de Spot para ICF;99,75
2020-07-20;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;108
2020-07-20;ICF;KCU1 - Spot;Preço de Spot para ICF;108
2020-07-20;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;114,75
2020-07-20;ICF;KCU2 - Spot;Preço de Spot para ICF;114,75
2020-07-20;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;102,45
2020-07-20;ICF;KCZ0 - Spot;Preço de Spot para ICF;102,45
2020-07-20;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;109,7
2020-07-20;ICF;KCZ1 - Spot;Preço de Spot para ICF;109,7
2020-07-20;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;116,4
2020-07-20;ICF;KCZ2 - Spot;Preço de Spot para ICF;116,4
2020-07-20;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;45978
2020-07-20;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;104220
2020-07-20;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22819,81
2020-07-20;INK;NHH1 - Ajuste;Preço de Ajuste para INK;22555
2020-07-20;INK;NHH2 - Ajuste;Preço de Ajuste para INK;22100
2020-07-20;INK;NHH3 - Ajuste;Preço de Ajuste para INK;21660
2020-07-20;INK;NHM1 - Ajuste;Preço de Ajuste para INK;22430
2020-07-20;INK;NHM2 - Ajuste;Preço de Ajuste para INK;21990
2020-07-20;INK;NHM3 - Ajuste;Preço de Ajuste para INK;21550
2020-07-20;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;22795
2020-07-20;INK;NHU0 - Ajuste;Preço de Ajuste para INK;22790
2020-07-20;INK;NHU1 - Ajuste;Preço de Ajuste para INK;22320
2020-07-20;INK;NHU2 - Ajuste;Preço de Ajuste para INK;21880
2020-07-20;INK;NHV0 - Ajuste;Preço de Ajuste para INK;22725
2020-07-20;INK;NHX0 - Ajuste;Preço de Ajuste para INK;22685
2020-07-20;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;22645
2020-07-20;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;22210
2020-07-20;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;21770
2020-07-20;INK;NHZ3 - Ajuste;Preço de Ajuste para INK;21330
2020-07-20;INK;NHZ4 - Ajuste;Preço de Ajuste para INK;20885
2020-07-20;INK;NHZ5 - Ajuste;Preço de Ajuste para INK;20445
2020-07-20;ISP;ESH1 - Ajuste;Preço de Ajuste para ISP;3228,25
2020-07-20;ISP;ESM1 - Ajuste;Preço de Ajuste para ISP;3215,5
2020-07-20;ISP;ESU0 - Ajuste;Preço de Ajuste para ISP;3245,25
2020-07-20;ISP;ESU1 - Ajuste;Preço de Ajuste para ISP;3212,75
2020-07-20;ISP;ESZ0 - Ajuste;Preço de Ajuste para ISP;3234,5
2020-07-20;ISP;ISPLIQ;S&P INDEX - LIQUIDAÇÃO;3224,69
2020-07-20;JAP;RTYDOW1;JPY X USD WMR/C. PRICE;107,195
2020-07-20;JPY;RTDOLT1;PTAX800 VENDA;5,3635
2020-07-20;JPY;RTYDOW1;JPY X USD WMR/C. PRICE;107,195
2020-07-20;JSE;AIF1 - Ajuste;Preço de Ajuste para JSE;52359
2020-07-20;JSE;AIG1 - Ajuste;Preço de Ajuste para JSE;52494
2020-07-20;JSE;AIH1 - Ajuste;Preço de Ajuste para JSE;52326
2020-07-20;JSE;AIH2 - Ajuste;Preço de Ajuste para JSE;52570
2020-07-20;JSE;AIH3 - Ajuste;Preço de Ajuste para JSE;53149
2020-07-20;JSE;AIJ1 - Ajuste;Preço de Ajuste para JSE;52121
2020-07-20;JSE;AIK1 - Ajuste;Preço de Ajuste para JSE;52291
2020-07-20;JSE;AIM1 - Ajuste;Preço de Ajuste para JSE;52427
2020-07-20;JSE;AIM2 - Ajuste;Preço de Ajuste para JSE;52690
2020-07-20;JSE;AIM3 - Ajuste;Preço de Ajuste para JSE;53373
2020-07-20;JSE;AIQ0 - Ajuste;Preço de Ajuste para JSE;52143
2020-07-20;JSE;AIU0 - Ajuste;Preço de Ajuste para JSE;51902
2020-07-20;JSE;AIU1 - Ajuste;Preço de Ajuste para JSE;52195
2020-07-20;JSE;AIU2 - Ajuste;Preço de Ajuste para JSE;52661
2020-07-20;JSE;AIV0 - Ajuste;Preço de Ajuste para JSE;51966
2020-07-20;JSE;AIX0 - Ajuste;Preço de Ajuste para JSE;52119
2020-07-20;JSE;AIZ0 - Ajuste;Preço de Ajuste para JSE;52203
2020-07-20;JSE;AIZ1 - Ajuste;Preço de Ajuste para JSE;52468
2020-07-20;JSE;AIZ2 - Ajuste;Preço de Ajuste para JSE;52932
2020-07-20;MEX;RTDMXW1;MXN X USD WMR/C. PRICE;22,6495
2020-07-20;MIX;XMCH1 - Ajuste;Preço de Ajuste para MIX;281850
