RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-24;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,67815
2020-07-24;ARB;RTARSMAE;ARS X USD MAE;71,8997
2020-07-24;ARB;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;ARS;RTARSMAE;ARS X USD MAE;71,8997
2020-07-24;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,70995
2020-07-24;AUD;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,70995
2020-07-24;BGI;BGILIQ;BOI GORDO - Liquidação;220,79
2020-07-24;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,43
2020-07-24;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16784
2020-07-24;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16728
2020-07-24;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3403
2020-07-24;CAD;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3403
2020-07-24;CCM;CNILIQ;MILHO - Liquidação;48,87
2020-07-24;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,92305
2020-07-24;CHF;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;767,17
2020-07-24;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;767,9
2020-07-24;CLP;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;7,02425
2020-07-24;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;7,0173
2020-07-24;CNY;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;DCO;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;DCO;RTSEL;TAXA SELIC;2,15
2020-07-24;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-24;DDI;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-24;DOL;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;ETH;ALPPHLIQ;ETANOL - Liquidação;1709
2020-07-24;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,16245
2020-07-24;EUR;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,16245
2020-07-24;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-24;FRO;RTSEL;TAXA SELIC;2,15
2020-07-24;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,2788
2020-07-24;GBP;RTDOLT1;PTAX800 VENDA;5,2146
2020-07-24;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,2788
2020-07-24;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;23874
2020-07-24;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;23290
2020-07-24;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;22748
2020-07-24;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;22532
2020-07-24;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;22519
2020-07-24;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;113,3
2020-07-24;ICF;KCH1 - Spot;Preço de Spot para ICF;113,3
2020-07-24;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;119,2
2020-07-24;ICF;KCH2 - Spot;Preço de Spot para ICF;119,2
2020-07-24;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;125,6
2020-07-24;ICF;KCH3 - Spot;Preço de Spot para ICF;125,6
2020-07-24;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;114,25
2020-07-24;ICF;KCK1 - Spot;Preço de Spot para ICF;114,25
2020-07-24;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;120,2
2020-07-24;ICF;KCK2 - Spot;Preço de Spot para ICF;120,2
2020-07-24;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;126,85
2020-07-24;ICF;KCK3 - Spot;Preço de Spot para ICF;126,85
2020-07-24;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;115,1
2020-07-24;ICF;KCN1 - Spot;Preço de Spot para ICF;115,1
2020-07-24;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;121,15
