RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-08-03;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,2475
2020-08-03;ARB;RTARSMAE;ARS X USD MAE;72,5195
2020-08-03;ARB;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;ARS;RTARSMAE;ARS X USD MAE;72,5195
2020-08-03;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,7102
2020-08-03;AUD;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,7102
2020-08-03;BGI;BGILIQ;BOI GORDO - Liquidação;227,22
2020-08-03;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,36
2020-08-03;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16809
2020-08-03;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16892
2020-08-03;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3425
2020-08-03;CAD;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3425
2020-08-03;CCM;CNILIQ;MILHO - Liquidação;50,85
2020-08-03;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9213
2020-08-03;CHF;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;757,06
2020-08-03;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;766,685
2020-08-03;CLP;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,98515
2020-08-03;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9777
2020-08-03;CNY;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;DCO;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;DCO;RTSEL;TAXA SELIC;2,15
2020-08-03;DDI;RTDI1;TAXA DO CDI;2,15
2020-08-03;DDI;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;DI1;RTDI1;TAXA DO CDI;2,15
2020-08-03;DOL;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;ETH;ALPPHLIQ;ETANOL - Liquidação;1766,5
2020-08-03;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,1738
2020-08-03;EUR;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,1738
2020-08-03;FRO;RTDI1;TAXA DO CDI;2,15
2020-08-03;FRO;RTSEL;TAXA SELIC;2,15
2020-08-03;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,3031
2020-08-03;GBP;RTDOLT1;PTAX800 VENDA;5,3075
2020-08-03;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,3031
2020-08-03;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;23579
2020-08-03;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;22941
2020-08-03;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;22335
2020-08-03;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;22297
2020-08-03;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;22278
2020-08-03;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;122,3
2020-08-03;ICF;KCH1 - Spot;Preço de Spot para ICF;122,3
2020-08-03;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;126,95
2020-08-03;ICF;KCH2 - Spot;Preço de Spot para ICF;126,95
2020-08-03;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;130,55
2020-08-03;ICF;KCH3 - Spot;Preço de Spot para ICF;130,55
2020-08-03;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;123,2
2020-08-03;ICF;KCK1 - Spot;Preço de Spot para ICF;123,2
