RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-10;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,765
2020-07-10;ARB;RTARSMAE;ARS X USD MAE;70,9388
2020-07-10;ARB;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;ARS;RTARSMAE;ARS X USD MAE;70,9388
2020-07-10;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,6959
2020-07-10;AUD;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,6959
2020-07-10;BGI;BGILIQ;BOI GORDO - Liquidação;219,29
2020-07-10;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,47
2020-07-10;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16397
2020-07-10;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16344
2020-07-10;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3586
2020-07-10;CAD;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3586
2020-07-10;CCM;CNILIQ;MILHO - Liquidação;50,3
2020-07-10;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9393
2020-07-10;CHF;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;781,74
2020-07-10;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;787,835
2020-07-10;CLP;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;7,0039
2020-07-10;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;7,0056
2020-07-10;CNY;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;DCO;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;DCO;RTSEL;TAXA SELIC;2,15
2020-07-10;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-10;DDI;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-10;DOL;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;ETH;ALPPHLIQ;ETANOL - Liquidação;1670
2020-07-10;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,13185
2020-07-10;EUR;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,13185
2020-07-10;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-10;FRO;RTSEL;TAXA SELIC;2,15
2020-07-10;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,2661
2020-07-10;GBP;RTDOLT1;PTAX800 VENDA;5,344
2020-07-10;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,2661
2020-07-10;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24969
2020-07-10;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;24410
2020-07-10;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;23867
2020-07-10;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;23454
2020-07-10;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;23441
2020-07-10;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;102,2
2020-07-10;ICF;KCH1 - Spot;Preço de Spot para ICF;102,2
2020-07-10;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;109,65
2020-07-10;ICF;KCH2 - Spot;Preço de Spot para ICF;109,65
2020-07-10;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;116,25
2020-07-10;ICF;KCH3 - Spot;Preço de Spot para ICF;116,25
2020-07-10;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;103,55
2020-07-10;ICF;KCK1 - Spot;Preço de Spot para ICF;103,55
2020-07-10;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;110,8
2020-07-10;ICF;KCK2 - Spot;Preço de Spot para ICF;110,8
2020-07-10;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;117,55
2020-07-10;ICF;KCK3 - Spot;Preço de Spot para ICF;117,55
2020-07-10;ICF;KCN0 - Ajuste;Preço de Ajuste para ICF;96,15
2020-07-10;ICF;KCN0 - Spot;Preço de Spot para ICF;96,15
2020-07-10;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;104,85
2020-07-10;ICF;KCN1 - Spot;Preço de Spot para ICF;104,85
2020-07-10;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;111,95
2020-07-10;ICF;KCN2 - Spot;Preço de Spot para ICF;111,95
2020-07-10;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;97,4
2020-07-10;ICF;KCU0 - Spot;Preço de Spot para ICF;97,4
2020-07-10;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;106,1
2020-07-10;ICF;KCU1 - Spot;Preço de Spot para ICF;106,1
2020-07-10;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;113,05
2020-07-10;ICF;KCU2 - Spot;Preço de Spot para ICF;113,05
2020-07-10;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;100,05
2020-07-10;ICF;KCZ0 - Spot;Preço de Spot para ICF;100,05
2020-07-10;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;107,85
2020-07-10;ICF;KCZ1 - Spot;Preço de Spot para ICF;107,85
2020-07-10;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;114,7
2020-07-10;ICF;KCZ2 - Spot;Preço de Spot para ICF;114,7
2020-07-10;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;43330
2020-07-10;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;99731
2020-07-10;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22601,81
2020-07-10;INK;NHH1 - Ajuste;Preço de Ajuste para INK;22360
2020-07-10;INK;NHH2 - Ajuste;Preço de Ajuste para INK;21870
2020-07-10;INK;NHH3 - Ajuste;Preço de Ajuste para INK;21435
2020-07-10;INK;NHM1 - Ajuste;Preço de Ajuste para INK;22200
2020-07-10;INK;NHM2 - Ajuste;Preço de Ajuste para INK;21765
2020-07-10;INK;NHM3 - Ajuste;Preço de Ajuste para INK;21330
2020-07-10;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;22560
2020-07-10;INK;NHU0 - Ajuste;Preço de Ajuste para INK;22600
2020-07-10;INK;NHU1 - Ajuste;Preço de Ajuste para INK;22090
2020-07-10;INK;NHU2 - Ajuste;Preço de Ajuste para INK;21655
2020-07-10;INK;NHV0 - Ajuste;Preço de Ajuste para INK;22490
2020-07-10;INK;NHX0 - Ajuste;Preço de Ajuste para INK;22450
2020-07-10;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;22450
2020-07-10;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;21980
2020-07-10;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;21545
2020-07-10;INK;NHZ3 - Ajuste;Preço de Ajuste para INK;21110
2020-07-10;INK;NHZ4 - Ajuste;Preço de Ajuste para INK;20665
2020-07-10;INK;NHZ5 - Ajuste;Preço de Ajuste para INK;20230
2020-07-10;ISP;ESH1 - Ajuste;Preço de Ajuste para ISP;3161
2020-07-10;ISP;ESM1 - Ajuste;Preço de Ajuste para ISP;3155,5
2020-07-10;ISP;ESU0 - Ajuste;Preço de Ajuste para ISP;3178,5
2020-07-10;ISP;ESU1 - Ajuste;Preço de Ajuste para ISP;3146,75
2020-07-10;ISP;ESZ0 - Ajuste;Preço de Ajuste para ISP;3167,5
2020-07-10;ISP;ISPLIQ;S&P INDEX - LIQUIDAÇÃO;3152,03
2020-07-10;JAP;RTYDOW1;JPY X USD WMR/C. PRICE;106,755
