RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-08-04;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,41625
2020-08-04;ARB;RTARSMAE;ARS X USD MAE;72,5695
2020-08-04;ARB;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;ARS;RTARSMAE;ARS X USD MAE;72,5695
2020-08-04;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,71495
2020-08-04;AUD;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,71495
2020-08-04;BGI;BGILIQ;BOI GORDO - Liquidação;227,31
2020-08-04;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,32
2020-08-04;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16531
2020-08-04;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16475
2020-08-04;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,33695
2020-08-04;CAD;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,33695
2020-08-04;CCM;CNILIQ;MILHO - Liquidação;51,35
2020-08-04;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,91595
2020-08-04;CHF;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;761,34
2020-08-04;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;764,385
2020-08-04;CLP;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,98355
2020-08-04;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,983
2020-08-04;CNY;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;DCO;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;DCO;RTSEL;TAXA SELIC;2,15
2020-08-04;DDI;RTDI1;TAXA DO CDI;2,15
2020-08-04;DDI;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;DI1;RTDI1;TAXA DO CDI;2,15
2020-08-04;DOL;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;ETH;ALPPHLIQ;ETANOL - Liquidação;1762,5
2020-08-04;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,17555
2020-08-04;EUR;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,17555
2020-08-04;FRO;RTDI1;TAXA DO CDI;2,15
2020-08-04;FRO;RTSEL;TAXA SELIC;2,15
2020-08-04;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,3044
2020-08-04;GBP;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,3044
2020-08-04;HSI;HIZ0 - Ajuste;Preço de Ajuste para HSI;24784
2020-08-04;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24110
2020-08-04;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;23457
2020-08-04;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;22838
2020-08-04;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;22799
2020-08-04;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;22780
2020-08-04;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;125,35
2020-08-04;ICF;KCH1 - Spot;Preço de Spot para ICF;125,35
2020-08-04;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;129,05
2020-08-04;ICF;KCH2 - Spot;Preço de Spot para ICF;129,05
2020-08-04;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;132,7
2020-08-04;ICF;KCH3 - Spot;Preço de Spot para ICF;132,7
2020-08-04;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;126,3
2020-08-04;ICF;KCK1 - Spot;Preço de Spot para ICF;126,3
2020-08-04;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;129,65
2020-08-04;ICF;KCK2 - Spot;Preço de Spot para ICF;129,65
2020-08-04;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;133,55
2020-08-04;ICF;KCK3 - Spot;Preço de Spot para ICF;133,55
2020-08-04;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;126,85
2020-08-04;ICF;KCN1 - Spot;Preço de Spot para ICF;126,85
2020-08-04;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;130,2
2020-08-04;ICF;KCN2 - Spot;Preço de Spot para ICF;130,2
2020-08-04;ICF;KCN3 - Ajuste;Preço de Ajuste para ICF;133,55
2020-08-04;ICF;KCN3 - Spot;Preço de Spot para ICF;133,55
2020-08-04;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;121,05
2020-08-04;ICF;KCU0 - Spot;Preço de Spot para ICF;121,05
2020-08-04;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;127,2
2020-08-04;ICF;KCU1 - Spot;Preço de Spot para ICF;127,2
2020-08-04;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;130,75
2020-08-04;ICF;KCU2 - Spot;Preço de Spot para ICF;130,75
2020-08-04;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;123,45
2020-08-04;ICF;KCZ0 - Spot;Preço de Spot para ICF;123,45
2020-08-04;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;128,05
2020-08-04;ICF;KCZ1 - Spot;Preço de Spot para ICF;128,05
2020-08-04;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;131,65
2020-08-04;ICF;KCZ2 - Spot;Preço de Spot para ICF;131,65
2020-08-04;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;53082
2020-08-04;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;100903
2020-08-04;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22242,93
2020-08-04;INK;NHH1 - Ajuste;Preço de Ajuste para INK;22260
2020-08-04;INK;NHH2 - Ajuste;Preço de Ajuste para INK;21810
2020-08-04;INK;NHH3 - Ajuste;Preço de Ajuste para INK;21375
2020-08-04;INK;NHM1 - Ajuste;Preço de Ajuste para INK;22135
2020-08-04;INK;NHM2 - Ajuste;Preço de Ajuste para INK;21700
2020-08-04;INK;NHM3 - Ajuste;Preço de Ajuste para INK;21270
2020-08-04;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;22495
2020-08-04;INK;NHU0 - Ajuste;Preço de Ajuste para INK;22500
2020-08-04;INK;NHU1 - Ajuste;Preço de Ajuste para INK;22025
2020-08-04;INK;NHU2 - Ajuste;Preço de Ajuste para INK;21595
2020-08-04;INK;NHV0 - Ajuste;Preço de Ajuste para INK;22425
2020-08-04;INK;NHX0 - Ajuste;Preço de Ajuste para INK;22385
2020-08-04;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;22350
2020-08-04;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;21920
2020-08-04;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;21485
2020-08-04;INK;NHZ3 - Ajuste;Preço de Ajuste para INK;21055
2020-08-04;INK;NHZ4 - Ajuste;Preço de Ajuste para INK;20610
2020-08-04;INK;NHZ5 - Ajuste;Preço de Ajuste para INK;20180
2020-08-04;ISP;ESH1 - Ajuste;Preço de Ajuste para ISP;3280,75
2020-08-04;ISP;ESM1 - Ajuste;Preço de Ajuste para ISP;3271,5
2020-08-04;ISP;ESU0 - Ajuste;Preço de Ajuste para ISP;3300
2020-08-04;ISP;ESU1 - Ajuste;Preço de Ajuste para ISP;3256
2020-08-04;ISP;ESZ0 - Ajuste;Preço de Ajuste para ISP;3289,75
2020-08-04;ISP;ISPLIQ;S&P INDEX - LIQUIDAÇÃO;3289,02
2020-08-04;JAP;RTYDOW1;JPY X USD WMR/C. PRICE;105,945
2020-08-04;JPY;RTDOLT1;PTAX800 VENDA;5,3329
2020-08-04;JPY;RTYDOW1;JPY X USD WMR/C. PRICE;105,945
2020-08-04;JSE;AIF1 - Ajuste;Preço de Ajuste para JSE;52357
2020-08-04;JSE;AIG1 - Ajuste;Preço de Ajuste para JSE;52487
2020-08-04;JSE;AIH1 - Ajuste;Preço de Ajuste para JSE;52311
2020-08-04;JSE;AIH2 - Ajuste;Preço de Ajuste para JSE;52635
2020-08-04;JSE;AIH3 - Ajuste;Preço de Ajuste para JSE;53240
2020-08-04;JSE;AIJ1 - Ajuste;Preço de Ajuste para JSE;52128
2020-08-04;JSE;AIK1 - Ajuste;Preço de Ajuste para JSE;52277
2020-08-04;JSE;AIM1 - Ajuste;Preço de Ajuste para JSE;52408
2020-08-04;JSE;AIM2 - Ajuste;Preço de Ajuste para JSE;52764
2020-08-04;JSE;AIM3 - Ajuste;Preço de Ajuste para JSE;53468
2020-08-04;JSE;AIN1 - Ajuste;Preço de Ajuste para JSE;52503
2020-08-04;JSE;AIQ0 - Ajuste;Preço de Ajuste para JSE;52149
2020-08-04;JSE;AIU0 - Ajuste;Preço de Ajuste para JSE;51970
2020-08-04;JSE;AIU1 - Ajuste;Preço de Ajuste para JSE;52204
2020-08-04;JSE;AIU2 - Ajuste;Preço de Ajuste para JSE;52750
2020-08-04;JSE;AIV0 - Ajuste;Preço de Ajuste para JSE;51978
2020-08-04;JSE;AIX0 - Ajuste;Preço de Ajuste para JSE;52137
2020-08-04;JSE;AIZ0 - Ajuste;Preço de Ajuste para JSE;52182
2020-08-04;JSE;AIZ1 - Ajuste;Preço de Ajuste para JSE;52493
2020-08-04;JSE;AIZ2 - Ajuste;Preço de Ajuste para JSE;53005
2020-08-04;MEX;RTDMXW1;MXN X USD WMR/C. PRICE;22,787
2020-08-04;MIX;XMCH1 - Ajuste;Preço de Ajuste para MIX;294900
