RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-15;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,5375
2020-07-15;ARB;RTARSMAE;ARS X USD MAE;71,3588
2020-07-15;ARB;RTDOLT1;PTAX800 VENDA;5,3491
2020-07-15;ARS;RTARSMAE;ARS X USD MAE;71,3588
2020-07-15;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,70225
2020-07-15;AUD;RTDOLT1;PTAX800 VENDA;5,3491
2020-07-15;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,70225
2020-07-15;BGI;BGILIQ;BOI GORDO - Liquidação;218,98
2020-07-15;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,49
2020-07-15;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16693
2020-07-15;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16638
2020-07-15;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3536
2020-07-15;CAD;RTDOLT1;PTAX800 VENDA;5,3491
2020-07-15;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3536
2020-07-15;CCM;CNILIQ;MILHO - Liquidação;49,67
2020-07-15;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9438
2020-07-15;CHF;RTDOLT1;PTAX800 VENDA;5,3491
2020-07-15;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;787,87
2020-07-15;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;786,15
2020-07-15;CLP;RTDOLT1;PTAX800 VENDA;5,3491
2020-07-15;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,98685
2020-07-15;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9891
2020-07-15;CNY;RTDOLT1;PTAX800 VENDA;5,3491
2020-07-15;DCO;RTDOLT1;PTAX800 VENDA;5,3491
2020-07-15;DCO;RTSEL;TAXA SELIC;2,15
2020-07-15;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-15;DDI;RTDOLT1;PTAX800 VENDA;5,3491
2020-07-15;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-15;DOL;RTDOLT1;PTAX800 VENDA;5,3491
