RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-17;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,66565
2020-07-17;ARB;RTARSMAE;ARS X USD MAE;71,4791
2020-07-17;ARB;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;ARS;RTARSMAE;ARS X USD MAE;71,4791
2020-07-17;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,69845
2020-07-17;AUD;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,69845
2020-07-17;BGI;BGILIQ;BOI GORDO - Liquidação;220,5
2020-07-17;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,45
2020-07-17;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16853
2020-07-17;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16804
2020-07-17;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3582
2020-07-17;CAD;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3582
2020-07-17;CCM;CNILIQ;MILHO - Liquidação;49,28
2020-07-17;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,93985
2020-07-17;CHF;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;787,5
2020-07-17;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;787,57
2020-07-17;CLP;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,9952
2020-07-17;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;7,0002
2020-07-17;CNY;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;DCO;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;DCO;RTSEL;TAXA SELIC;2,15
2020-07-17;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-17;DDI;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-17;DOL;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;ETH;ALPPHLIQ;ETANOL - Liquidação;1674
2020-07-17;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,1422
2020-07-17;EUR;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,1422
2020-07-17;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-17;FRO;RTSEL;TAXA SELIC;2,15
2020-07-17;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,2535
2020-07-17;GBP;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,2535
2020-07-17;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24438
2020-07-17;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;23892
2020-07-17;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;23176
2020-07-17;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;22956
2020-07-17;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;22943
2020-07-17;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;106,85
2020-07-17;ICF;KCH1 - Spot;Preço de Spot para ICF;106,85
2020-07-17;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;113,5
2020-07-17;ICF;KCH2 - Spot;Preço de Spot para ICF;113,5
2020-07-17;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;120,15
2020-07-17;ICF;KCH3 - Spot;Preço de Spot para ICF;120,15
2020-07-17;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;107,95
2020-07-17;ICF;KCK1 - Spot;Preço de Spot para ICF;107,95
2020-07-17;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;114,6
2020-07-17;ICF;KCK2 - Spot;Preço de Spot para ICF;114,6
2020-07-17;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;121,15
2020-07-17;ICF;KCK3 - Spot;Preço de Spot para ICF;121,15
2020-07-17;ICF;KCN0 - Ajuste;Preço de Ajuste para ICF;101,05
2020-07-17;ICF;KCN0 - Spot;Preço de Spot para ICF;101,05
2020-07-17;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;109,05
2020-07-17;ICF;KCN1 - Spot;Preço de Spot para ICF;109,05
2020-07-17;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;115,7
2020-07-17;ICF;KCN2 - Spot;Preço de Spot para ICF;115,7
2020-07-17;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;102,3
2020-07-17;ICF;KCU0 - Spot;Preço de Spot para ICF;102,3
2020-07-17;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;110,1
2020-07-17;ICF;KCU1 - Spot;Preço de Spot para ICF;110,1
2020-07-17;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;116,8
2020-07-17;ICF;KCU2 - Spot;Preço de Spot para ICF;116,8
2020-07-17;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;104,8
2020-07-17;ICF;KCZ0 - Spot;Preço de Spot para ICF;104,8
2020-07-17;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;111,75
2020-07-17;ICF;KCZ1 - Spot;Preço de Spot para ICF;111,75
2020-07-17;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;118,45
2020-07-17;ICF;KCZ2 - Spot;Preço de Spot para ICF;118,45
2020-07-17;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;45857
2020-07-17;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;102614
2020-07-17;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22819,81
2020-07-17;INK;NHH1 - Ajuste;Preço de Ajuste para INK;22440
2020-07-17;INK;NHH2 - Ajuste;Preço de Ajuste para INK;21985
2020-07-17;INK;NHH3 - Ajuste;Preço de Ajuste para INK;21545
2020-07-17;INK;NHM1 - Ajuste;Preço de Ajuste para INK;22310
2020-07-17;INK;NHM2 - Ajuste;Preço de Ajuste para INK;21875
2020-07-17;INK;NHM3 - Ajuste;Preço de Ajuste para INK;21435
2020-07-17;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;22675
2020-07-17;INK;NHU0 - Ajuste;Preço de Ajuste para INK;22675
2020-07-17;INK;NHU1 - Ajuste;Preço de Ajuste para INK;22200
2020-07-17;INK;NHU2 - Ajuste;Preço de Ajuste para INK;21765
2020-07-17;INK;NHV0 - Ajuste;Preço de Ajuste para INK;22605
2020-07-17;INK;NHX0 - Ajuste;Preço de Ajuste para INK;22565
2020-07-17;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;22530
2020-07-17;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;22095
2020-07-17;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;21655
2020-07-17;INK;NHZ3 - Ajuste;Preço de Ajuste para INK;21220
2020-07-17;INK;NHZ4 - Ajuste;Preço de Ajuste para INK;20775
2020-07-17;INK;NHZ5 - Ajuste;Preço de Ajuste para INK;20335
2020-07-17;ISP;ESH1 - Ajuste;Preço de Ajuste para ISP;3197
2020-07-17;ISP;ESM1 - Ajuste;Preço de Ajuste para ISP;3183,75
2020-07-17;ISP;ESU0 - Ajuste;Preço de Ajuste para ISP;3214
2020-07-17;ISP;ESU1 - Ajuste;Preço de Ajuste para ISP;3180,5
2020-07-17;ISP;ESZ0 - Ajuste;Preço de Ajuste para ISP;3203,25
2020-07-17;ISP;ISPLIQ;S&P INDEX - LIQUIDAÇÃO;3228,92
2020-07-17;JAP;RTYDOW1;JPY X USD WMR/C. PRICE;107,145
2020-07-17;JPY;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;JPY;RTYDOW1;JPY X USD WMR/C. PRICE;107,145
2020-07-17;JSE;AIF1 - Ajuste;Preço de Ajuste para JSE;52068
2020-07-17;JSE;AIG1 - Ajuste;Preço de Ajuste para JSE;52203
2020-07-17;JSE;AIH1 - Ajuste;Preço de Ajuste para JSE;52035
2020-07-17;JSE;AIH2 - Ajuste;Preço de Ajuste para JSE;52279
2020-07-17;JSE;AIH3 - Ajuste;Preço de Ajuste para JSE;52858
2020-07-17;JSE;AIJ1 - Ajuste;Preço de Ajuste para JSE;51830
2020-07-17;JSE;AIK1 - Ajuste;Preço de Ajuste para JSE;52000
2020-07-17;JSE;AIM1 - Ajuste;Preço de Ajuste para JSE;52136
2020-07-17;JSE;AIM2 - Ajuste;Preço de Ajuste para JSE;52399
2020-07-17;JSE;AIM3 - Ajuste;Preço de Ajuste para JSE;53082
2020-07-17;JSE;AIQ0 - Ajuste;Preço de Ajuste para JSE;51852
2020-07-17;JSE;AIU0 - Ajuste;Preço de Ajuste para JSE;51611
2020-07-17;JSE;AIU1 - Ajuste;Preço de Ajuste para JSE;51904
2020-07-17;JSE;AIU2 - Ajuste;Preço de Ajuste para JSE;52370
2020-07-17;JSE;AIV0 - Ajuste;Preço de Ajuste para JSE;51675
2020-07-17;JSE;AIX0 - Ajuste;Preço de Ajuste para JSE;51828
2020-07-17;JSE;AIZ0 - Ajuste;Preço de Ajuste para JSE;51912
2020-07-17;JSE;AIZ1 - Ajuste;Preço de Ajuste para JSE;52177
2020-07-17;JSE;AIZ2 - Ajuste;Preço de Ajuste para JSE;52641
2020-07-17;MEX;RTDMXW1;MXN X USD WMR/C. PRICE;22,49875
2020-07-17;MIX;XMCH1 - Ajuste;Preço de Ajuste para MIX;279900
2020-07-17;MIX;XMCM1 - Ajuste;Preço de Ajuste para MIX;279275
2020-07-17;MIX;XMCZ0 - Ajuste;Preço de Ajuste para MIX;276950
2020-07-17;MXN;RTDMXW1;MXN X USD WMR/C. PRICE;22,49875
2020-07-17;MXN;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;NOK;RTDNOW1;NOK X USD WMR/C. PRICE;9,29085
2020-07-17;NZD;RTDNZW1;USD X NZD WMR/C. PRICE;0,6544
2020-07-17;NZD;RTDOLT1;PTAX800 VENDA;5,351
2020-07-17;NZL;RTDNZW1;USD X NZD WMR/C. PRICE;0,6544
2020-07-17;OC1;RTSEL;TAXA SELIC;2,15
2020-07-17;OZ1;RTOZ1PF;OURO FECHAMENTO;313
2020-07-17;RUB;RTDRUW1;RUB X USD WMR/C. PRICE;71,98065
2020-07-17;SEK;RTDSEW1;SEK X USD WMR/C. PRICE;9,03975
2020-07-17;SJC;YKF1 - Ajuste;Preço de Ajuste para SJC;899,25
2020-07-17;SJC;YKF1 - Spot;Preço de Spot para SJC;899,25
2020-07-17;SJC;YKF2 - Ajuste;Preço de Ajuste para SJC;893
2020-07-17;SJC;YKF2 - Spot;Preço de Spot para SJC;893
2020-07-17;SJC;YKH1 - Ajuste;Preço de Ajuste para SJC;896
2020-07-17;SJC;YKH1 - Spot;Preço de Spot para SJC;896
2020-07-17;SJC;YKH2 - Ajuste;Preço de Ajuste para SJC;885
2020-07-17;SJC;YKH2 - Spot;Preço de Spot para SJC;885
2020-07-17;SJC;YKK1 - Ajuste;Preço de Ajuste para SJC;894,75
2020-07-17;SJC;YKK1 - Spot;Preço de Spot para SJC;894,75
2020-07-17;SJC;YKK2 - Ajuste;Preço de Ajuste para SJC;887
