RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-06;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,92625
2020-07-06;ARB;RTARSMAE;ARS X USD MAE;70,8159
2020-07-06;ARB;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;ARS;RTARSMAE;ARS X USD MAE;70,8159
2020-07-06;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,69865
2020-07-06;AUD;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,69865
2020-07-06;BGI;BGILIQ;BOI GORDO - Liquidação;219,97
2020-07-06;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,38
2020-07-06;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16176
2020-07-06;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16118
2020-07-06;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,35335
2020-07-06;CAD;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,35335
2020-07-06;CCM;CNILIQ;MILHO - Liquidação;49,79
2020-07-06;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,93975
2020-07-06;CHF;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;801,46
2020-07-06;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;796,8
2020-07-06;CLP;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;7,01405
2020-07-06;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;7,0339
2020-07-06;CNY;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;DCO;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;DCO;RTSEL;TAXA SELIC;2,15
2020-07-06;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-06;DDI;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-06;DOL;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;ETH;ALPPHLIQ;ETANOL - Liquidação;1662,5
2020-07-06;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,13175
2020-07-06;EUR;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,13175
2020-07-06;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-06;FRO;RTSEL;TAXA SELIC;2,15
2020-07-06;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,251
2020-07-06;GBP;RTDOLT1;PTAX800 VENDA;5,3085
2020-07-06;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,251
2020-07-06;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;25587
2020-07-06;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;25014
2020-07-06;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;24458
2020-07-06;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;24035
2020-07-06;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;24021
2020-07-06;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;103,1
2020-07-06;ICF;KCH1 - Spot;Preço de Spot para ICF;103,1
2020-07-06;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;110,2
2020-07-06;ICF;KCH2 - Spot;Preço de Spot para ICF;110,2
2020-07-06;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;117,1
2020-07-06;ICF;KCH3 - Spot;Preço de Spot para ICF;117,1
2020-07-06;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;104,35
2020-07-06;ICF;KCK1 - Spot;Preço de Spot para ICF;104,35
2020-07-06;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;111,35
2020-07-06;ICF;KCK2 - Spot;Preço de Spot para ICF;111,35
2020-07-06;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;118,1
2020-07-06;ICF;KCK3 - Spot;Preço de Spot para ICF;118,1
2020-07-06;ICF;KCN0 - Ajuste;Preço de Ajuste para ICF;97,2
2020-07-06;ICF;KCN0 - Spot;Preço de Spot para ICF;97,2
2020-07-06;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;105,6
2020-07-06;ICF;KCN1 - Spot;Preço de Spot para ICF;105,6
2020-07-06;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;112,45
2020-07-06;ICF;KCN2 - Spot;Preço de Spot para ICF;112,45
2020-07-06;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;98,15
2020-07-06;ICF;KCU0 - Spot;Preço de Spot para ICF;98,15
2020-07-06;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;106,85
2020-07-06;ICF;KCU1 - Spot;Preço de Spot para ICF;106,85
2020-07-06;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;113,55
2020-07-06;ICF;KCU2 - Spot;Preço de Spot para ICF;113,55
2020-07-06;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;100,9
2020-07-06;ICF;KCZ0 - Spot;Preço de Spot para ICF;100,9
2020-07-06;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;108,55
2020-07-06;ICF;KCZ1 - Spot;Preço de Spot para ICF;108,55
2020-07-06;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;115,2
2020-07-06;ICF;KCZ2 - Spot;Preço de Spot para ICF;115,2
2020-07-06;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;43988
2020-07-06;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;98585
2020-07-06;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22290,01
2020-07-06;INK;NHH1 - Ajuste;Preço de Ajuste para INK;22400
2020-07-06;INK;NHH2 - Ajuste;Preço de Ajuste para INK;21950
2020-07-06;INK;NHH3 - Ajuste;Preço de Ajuste para INK;21515
2020-07-06;INK;NHM1 - Ajuste;Preço de Ajuste para INK;22280
2020-07-06;INK;NHM2 - Ajuste;Preço de Ajuste para INK;21845
2020-07-06;INK;NHM3 - Ajuste;Preço de Ajuste para INK;21405
2020-07-06;INK;NHN0 - Ajuste;Preço de Ajuste para INK;22685
2020-07-06;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;22640
2020-07-06;INK;NHU0 - Ajuste;Preço de Ajuste para INK;22640
2020-07-06;INK;NHU1 - Ajuste;Preço de Ajuste para INK;22170
2020-07-06;INK;NHU2 - Ajuste;Preço de Ajuste para INK;21735
2020-07-06;INK;NHV0 - Ajuste;Preço de Ajuste para INK;22575
2020-07-06;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;22490
2020-07-06;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;22060
2020-07-06;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;21625
2020-07-06;INK;NHZ3 - Ajuste;Preço de Ajuste para INK;21190
2020-07-06;INK;NHZ4 - Ajuste;Preço de Ajuste para INK;20745
2020-07-06;INK;NHZ5 - Ajuste;Preço de Ajuste para INK;20305
2020-07-06;ISP;ESH1 - Ajuste;Preço de Ajuste para ISP;3154,75
2020-07-06;ISP;ESM1 - Ajuste;Preço de Ajuste para ISP;3148
2020-07-06;ISP;ESU0 - Ajuste;Preço de Ajuste para ISP;3172
2020-07-06;ISP;ESU1 - Ajuste;Preço de Ajuste para ISP;3139,25
2020-07-06;ISP;ESZ0 - Ajuste;Preço de Ajuste para ISP;3161,5
2020-07-06;ISP;ISPLIQ;S&P INDEX - LIQUIDAÇÃO;3171,76
2020-07-06;JAP;RTYDOW1;JPY X USD WMR/C. PRICE;107,475
2020-07-06;JPY;RTDOLT1;PTAX800 VENDA;5,3085
