RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-23;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,54625
2020-07-23;ARB;RTARSMAE;ARS X USD MAE;71,8389
2020-07-23;ARB;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;ARS;RTARSMAE;ARS X USD MAE;71,8389
2020-07-23;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,71245
2020-07-23;AUD;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,71245
2020-07-23;BGI;BGILIQ;BOI GORDO - Liquidação;220,61
2020-07-23;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,39
2020-07-23;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16767
2020-07-23;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16859
2020-07-23;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,33985
2020-07-23;CAD;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,33985
2020-07-23;CCM;CNILIQ;MILHO - Liquidação;49
2020-07-23;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9257
2020-07-23;CHF;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;769,06
2020-07-23;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;766,835
2020-07-23;CLP;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;7,0069
2020-07-23;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9961
2020-07-23;CNY;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;DCO;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;DCO;RTSEL;TAXA SELIC;2,15
2020-07-23;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-23;DDI;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-23;DOL;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;ETH;ALPPHLIQ;ETANOL - Liquidação;1699,5
2020-07-23;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,1595
2020-07-23;EUR;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,1595
2020-07-23;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-23;FRO;RTSEL;TAXA SELIC;2,15
2020-07-23;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,27445
2020-07-23;GBP;RTDOLT1;PTAX800 VENDA;5,1647
2020-07-23;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,27445
2020-07-23;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24402
2020-07-23;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;23969
2020-07-23;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;23251
2020-07-23;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;23030
2020-07-23;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;23017
2020-07-23;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;112,35
2020-07-23;ICF;KCH1 - Spot;Preço de Spot para ICF;112,35
2020-07-23;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;118,6
2020-07-23;ICF;KCH2 - Spot;Preço de Spot para ICF;118,6
2020-07-23;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;125,25
2020-07-23;ICF;KCH3 - Spot;Preço de Spot para ICF;125,25
2020-07-23;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;113,4
2020-07-23;ICF;KCK1 - Spot;Preço de Spot para ICF;113,4
2020-07-23;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;119,65
2020-07-23;ICF;KCK2 - Spot;Preço de Spot para ICF;119,65
2020-07-23;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;126,45
2020-07-23;ICF;KCK3 - Spot;Preço de Spot para ICF;126,45
2020-07-23;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;114,35
2020-07-23;ICF;KCN1 - Spot;Preço de Spot para ICF;114,35
2020-07-23;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;120,7
2020-07-23;ICF;KCN2 - Spot;Preço de Spot para ICF;120,7
2020-07-23;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;107,5
2020-07-23;ICF;KCU0 - Spot;Preço de Spot para ICF;107,5
2020-07-23;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;115,25
2020-07-23;ICF;KCU1 - Spot;Preço de Spot para ICF;115,25
2020-07-23;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;121,8
2020-07-23;ICF;KCU2 - Spot;Preço de Spot para ICF;121,8
2020-07-23;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;110,3
2020-07-23;ICF;KCZ0 - Spot;Preço de Spot para ICF;110,3
2020-07-23;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;116,9
2020-07-23;ICF;KCZ1 - Spot;Preço de Spot para ICF;116,9
2020-07-23;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;123,55
2020-07-23;ICF;KCZ2 - Spot;Preço de Spot para ICF;123,55
2020-07-23;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;48611
2020-07-23;IMV;MYLN0 - Ajuste;Preço de Ajuste para IMV;48611
2020-07-23;IMV;MYLU0 - Ajuste;Preço de Ajuste para IMV;50750
2020-07-23;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;102818
2020-07-23;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22817,1
2020-07-23;INK;NHH1 - Ajuste;Preço de Ajuste para INK;22300
2020-07-23;INK;NHH2 - Ajuste;Preço de Ajuste para INK;21845
2020-07-23;INK;NHH3 - Ajuste;Preço de Ajuste para INK;21410
2020-07-23;INK;NHM1 - Ajuste;Preço de Ajuste para INK;22170
2020-07-23;INK;NHM2 - Ajuste;Preço de Ajuste para INK;21735
2020-07-23;INK;NHM3 - Ajuste;Preço de Ajuste para INK;21300
2020-07-23;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;22530
2020-07-23;INK;NHU0 - Ajuste;Preço de Ajuste para INK;22540
2020-07-23;INK;NHU1 - Ajuste;Preço de Ajuste para INK;22060
2020-07-23;INK;NHU2 - Ajuste;Preço de Ajuste para INK;21630
2020-07-23;INK;NHV0 - Ajuste;Preço de Ajuste para INK;22465
2020-07-23;INK;NHX0 - Ajuste;Preço de Ajuste para INK;22420
2020-07-23;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;22390
2020-07-23;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;21955
2020-07-23;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;21520
