RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-14;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,80375
2020-07-14;ARB;RTARSMAE;ARS X USD MAE;71,2972
2020-07-14;ARB;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;ARS;RTARSMAE;ARS X USD MAE;71,2972
2020-07-14;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,69665
2020-07-14;AUD;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,69665
2020-07-14;BGI;BGILIQ;BOI GORDO - Liquidação;219,16
2020-07-14;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,49
2020-07-14;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16483
2020-07-14;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16426
2020-07-14;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3617
2020-07-14;CAD;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3617
2020-07-14;CCM;CNILIQ;MILHO - Liquidação;49,95
2020-07-14;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,939
2020-07-14;CHF;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;788,22
2020-07-14;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;787,89
2020-07-14;CLP;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;7,0136
2020-07-14;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;7,0188
2020-07-14;CNY;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;DCO;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;DCO;RTSEL;TAXA SELIC;2,15
2020-07-14;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-14;DDI;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-14;DOL;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;ETH;ALPPHLIQ;ETANOL - Liquidação;1671
2020-07-14;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,1398
2020-07-14;EUR;RTDOLT1;PTAX800 VENDA;5,4288
2020-07-14;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,1398
