RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-16;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,64
2020-07-16;ARB;RTARSMAE;ARS X USD MAE;71,4193
2020-07-16;ARB;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;ARS;RTARSMAE;ARS X USD MAE;71,4193
2020-07-16;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,7
2020-07-16;AUD;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,7
2020-07-16;BGI;BGILIQ;BOI GORDO - Liquidação;219,71
2020-07-16;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,49
2020-07-16;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16471
2020-07-16;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16445
2020-07-16;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3532
2020-07-16;CAD;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3532
2020-07-16;CCM;CNILIQ;MILHO - Liquidação;49,41
2020-07-16;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9435
2020-07-16;CHF;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;787,5
2020-07-16;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;785,31
2020-07-16;CLP;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,99005
2020-07-16;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9979
2020-07-16;CNY;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;DCO;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;DCO;RTSEL;TAXA SELIC;2,15
2020-07-16;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-16;DDI;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-16;DOL;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;ETH;ALPPHLIQ;ETANOL - Liquidação;1671,5
2020-07-16;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,14315
2020-07-16;EUR;RTDOLT1;PTAX800 VENDA;5,356
2020-07-16;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,14315
2020-07-16;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-16;FRO;RTSEL;TAXA SELIC;2,15
2020-07-16;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,2601
