RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-06-29;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,30125
2020-06-29;ARB;RTARSMAE;ARS X USD MAE;70,3976
2020-06-29;ARB;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;ARS;RTARSMAE;ARS X USD MAE;70,3976
2020-06-29;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,68535
2020-06-29;AUD;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,68535
2020-06-29;BGI;BGILIQ;BOI GORDO - Liquida√ß√£o;217,12
2020-06-29;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,42
2020-06-29;BRI;RTIBXPF;√çNDICE IBRX-50  -  FECHAMENTO;15658
2020-06-29;BRI;RTIBXPL;√çNDICE IBRX-50  -  LIQUIDA√á√ÉO;15555
2020-06-29;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3699
2020-06-29;CAD;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3699
2020-06-29;CCM;CNILIQ;MILHO - Liquida√ß√£o;47,97
2020-06-29;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,94995
2020-06-29;CHF;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;816,36
2020-06-29;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;818,3
2020-06-29;CLP;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;7,0776
2020-06-29;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;7,0777
2020-06-29;CNY;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;DCO;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;DCO;RTSEL;TAXA SELIC;2,15
2020-06-29;DDI;RTDI1;TAXA DO CDI;2,15
2020-06-29;DDI;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;DI1;RTDI1;TAXA DO CDI;2,15
2020-06-29;DOL;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;ETH;ALPPHLIQ;ETANOL - Liquida√ß√£o;1677
2020-06-29;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,1246
2020-06-29;EUR;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,1246
2020-06-29;FRO;RTDI1;TAXA DO CDI;2,15
2020-06-29;FRO;RTSEL;TAXA SELIC;2,15
2020-06-29;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,2268
2020-06-29;GBP;RTDOLT1;PTAX800 VENDA;5,4416
2020-06-29;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,2268
2020-06-29;HSI;HIZ1 - Ajuste;PreÁo de Ajuste para HSI;23379
2020-06-29;HSI;HIZ2 - Ajuste;PreÁo de Ajuste para HSI;22856
2020-06-29;HSI;HIZ3 - Ajuste;PreÁo de Ajuste para HSI;22348
2020-06-29;HSI;HIZ4 - Ajuste;PreÁo de Ajuste para HSI;21962
