RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-01;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,05875
2020-07-01;ARB;RTARSMAE;ARS X USD MAE;70,5201
2020-07-01;ARB;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;ARS;RTARSMAE;ARS X USD MAE;70,5201
2020-07-01;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,69225
2020-07-01;AUD;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,69225
2020-07-01;BGI;BGILIQ;BOI GORDO - Liquidação;218,73
2020-07-01;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,45
2020-07-01;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;15707
2020-07-01;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;15692
2020-07-01;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,35645
2020-07-01;CAD;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,35645
2020-07-01;CCM;CNILIQ;MILHO - Liquidação;48,77
2020-07-01;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,945
2020-07-01;CHF;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;821,23
2020-07-01;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;815,645
2020-07-01;CLP;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;7,066
2020-07-01;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;7,061
2020-07-01;CNY;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;DCO;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;DCO;RTSEL;TAXA SELIC;2,15
2020-07-01;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-01;DDI;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-01;DOL;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;ETH;ALPPHLIQ;ETANOL - Liquidação;1668,5
2020-07-01;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,1261
2020-07-01;EUR;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,1261
2020-07-01;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-01;FRO;RTSEL;TAXA SELIC;2,15
2020-07-01;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,2458
2020-07-01;GBP;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,2458
2020-07-01;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;108,5
2020-07-01;ICF;KCH1 - Spot;Preço de Spot para ICF;108,5
2020-07-01;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;115,1
2020-07-01;ICF;KCH2 - Spot;Preço de Spot para ICF;115,1
2020-07-01;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;121,75
2020-07-01;ICF;KCH3 - Spot;Preço de Spot para ICF;121,75
2020-07-01;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;109,55
2020-07-01;ICF;KCK1 - Spot;Preço de Spot para ICF;109,55
2020-07-01;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;116,2
2020-07-01;ICF;KCK2 - Spot;Preço de Spot para ICF;116,2
2020-07-01;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;122,6
2020-07-01;ICF;KCK3 - Spot;Preço de Spot para ICF;122,6
2020-07-01;ICF;KCN0 - Ajuste;Preço de Ajuste para ICF;103,05
2020-07-01;ICF;KCN0 - Spot;Preço de Spot para ICF;103,05
2020-07-01;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;110,7
2020-07-01;ICF;KCN1 - Spot;Preço de Spot para ICF;110,7
2020-07-01;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;117,2
2020-07-01;ICF;KCN2 - Spot;Preço de Spot para ICF;117,2
2020-07-01;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;104
2020-07-01;ICF;KCU0 - Spot;Preço de Spot para ICF;104
2020-07-01;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;111,85
2020-07-01;ICF;KCU1 - Spot;Preço de Spot para ICF;111,85
2020-07-01;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;118,3
2020-07-01;ICF;KCU2 - Spot;Preço de Spot para ICF;118,3
2020-07-01;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;106,55
2020-07-01;ICF;KCZ0 - Spot;Preço de Spot para ICF;106,55
2020-07-01;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;113,5
2020-07-01;ICF;KCZ1 - Spot;Preço de Spot para ICF;113,5
2020-07-01;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;119,95
2020-07-01;ICF;KCZ2 - Spot;Preço de Spot para ICF;119,95
2020-07-01;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;40694
2020-07-01;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;96128
2020-07-01;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22463,12
2020-07-01;INK;NHH1 - Ajuste;Preço de Ajuste para INK;21955
2020-07-01;INK;NHH2 - Ajuste;Preço de Ajuste para INK;21510
2020-07-01;INK;NHH3 - Ajuste;Preço de Ajuste para INK;21085
2020-07-01;INK;NHM1 - Ajuste;Preço de Ajuste para INK;21835
2020-07-01;INK;NHM2 - Ajuste;Preço de Ajuste para INK;21405
2020-07-01;INK;NHM3 - Ajuste;Preço de Ajuste para INK;20975
2020-07-01;INK;NHN0 - Ajuste;Preço de Ajuste para INK;22230
2020-07-01;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;22185
2020-07-01;INK;NHU0 - Ajuste;Preço de Ajuste para INK;22185
2020-07-01;INK;NHU1 - Ajuste;Preço de Ajuste para INK;21725
2020-07-01;INK;NHU2 - Ajuste;Preço de Ajuste para INK;21300
2020-07-01;INK;NHV0 - Ajuste;Preço de Ajuste para INK;22120
2020-07-01;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;22045
2020-07-01;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;21620
2020-07-01;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;21190
2020-07-01;INK;NHZ3 - Ajuste;Preço de Ajuste para INK;20765
2020-07-01;INK;NHZ4 - Ajuste;Preço de Ajuste para INK;20325
2020-07-01;INK;NHZ5 - Ajuste;Preço de Ajuste para INK;19900
2020-07-01;ISP;ESH1 - Ajuste;Preço de Ajuste para ISP;3085,25
2020-07-01;ISP;ESM1 - Ajuste;Preço de Ajuste para ISP;3081
2020-07-01;ISP;ESU0 - Ajuste;Preço de Ajuste para ISP;3103
2020-07-01;ISP;ESU1 - Ajuste;Preço de Ajuste para ISP;3072,5
2020-07-01;ISP;ESZ0 - Ajuste;Preço de Ajuste para ISP;3092,75
2020-07-01;ISP;ISPLIQ;S&P INDEX - LIQUIDAÇÃO;3107,47
2020-07-01;JAP;RTYDOW1;JPY X USD WMR/C. PRICE;107,525
2020-07-01;JPY;RTDOLT1;PTAX800 VENDA;5,3651
2020-07-01;JPY;RTYDOW1;JPY X USD WMR/C. PRICE;107,525
2020-07-01;JSE;AIF1 - Ajuste;Preço de Ajuste para JSE;49961
2020-07-01;JSE;AIG1 - Ajuste;Preço de Ajuste para JSE;50094
2020-07-01;JSE;AIH1 - Ajuste;Preço de Ajuste para JSE;49918
2020-07-01;JSE;AIH2 - Ajuste;Preço de Ajuste para JSE;50086
2020-07-01;JSE;AIH3 - Ajuste;Preço de Ajuste para JSE;50510
2020-07-01;JSE;AIJ1 - Ajuste;Preço de Ajuste para JSE;49706
2020-07-01;JSE;AIK1 - Ajuste;Preço de Ajuste para JSE;49871
2020-07-01;JSE;AIM1 - Ajuste;Preço de Ajuste para JSE;50004
2020-07-01;JSE;AIM2 - Ajuste;Preço de Ajuste para JSE;50136
2020-07-01;JSE;AIN0 - Ajuste;Preço de Ajuste para JSE;49663
2020-07-01;JSE;AIQ0 - Ajuste;Preço de Ajuste para JSE;49771
2020-07-01;JSE;AIU0 - Ajuste;Preço de Ajuste para JSE;49561
2020-07-01;JSE;AIU1 - Ajuste;Preço de Ajuste para JSE;49750
2020-07-01;JSE;AIU2 - Ajuste;Preço de Ajuste para JSE;50066
2020-07-01;JSE;AIV0 - Ajuste;Preço de Ajuste para JSE;49583
2020-07-01;JSE;AIX0 - Ajuste;Preço de Ajuste para JSE;49733
2020-07-01;JSE;AIZ0 - Ajuste;Preço de Ajuste para JSE;49813
2020-07-01;JSE;AIZ1 - Ajuste;Preço de Ajuste para JSE;50005
