RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-21;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;16,46875
2020-07-21;ARB;RTARSMAE;ARS X USD MAE;71,7197
2020-07-21;ARB;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;ARS;RTARSMAE;ARS X USD MAE;71,7197
2020-07-21;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,71075
2020-07-21;AUD;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,71075
2020-07-21;BGI;BGILIQ;BOI GORDO - Liquidação;219,82
2020-07-21;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,43
2020-07-21;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;17086
2020-07-21;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;17086
2020-07-21;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3446
2020-07-21;CAD;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3446
2020-07-21;CCM;CNILIQ;MILHO - Liquidação;49,52
2020-07-21;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,93595
2020-07-21;CHF;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;786,04
2020-07-21;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;777,725
2020-07-21;CLP;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,9821
2020-07-21;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9937
2020-07-21;CNY;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;DCO;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;DCO;RTSEL;TAXA SELIC;2,15
2020-07-21;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-21;DDI;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-21;DOL;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;ETH;ALPPHLIQ;ETANOL - Liquidação;1684,5
2020-07-21;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,1488
2020-07-21;EUR;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,1488
2020-07-21;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-21;FRO;RTSEL;TAXA SELIC;2,15
2020-07-21;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,275
2020-07-21;GBP;RTDOLT1;PTAX800 VENDA;5,2283
2020-07-21;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,275
2020-07-21;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24767
2020-07-21;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;24328
2020-07-21;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;23599
2020-07-21;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;23375
2020-07-21;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;23362
2020-07-21;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;106,6
2020-07-21;ICF;KCH1 - Spot;Preço de Spot para ICF;106,6
2020-07-21;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;113,25
2020-07-21;ICF;KCH2 - Spot;Preço de Spot para ICF;113,25
2020-07-21;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;119,9
2020-07-21;ICF;KCH3 - Spot;Preço de Spot para ICF;119,9
2020-07-21;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;107,75
2020-07-21;ICF;KCK1 - Spot;Preço de Spot para ICF;107,75
2020-07-21;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;114,35
2020-07-21;ICF;KCK2 - Spot;Preço de Spot para ICF;114,35
2020-07-21;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;120,9
2020-07-21;ICF;KCK3 - Spot;Preço de Spot para ICF;120,9
2020-07-21;ICF;KCN0 - Ajuste;Preço de Ajuste para ICF;100,5
2020-07-21;ICF;KCN0 - Spot;Preço de Spot para ICF;100,5
2020-07-21;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;108,8
2020-07-21;ICF;KCN1 - Spot;Preço de Spot para ICF;108,8
2020-07-21;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;115,45
