RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-08-06;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,5275
2020-08-06;ARB;RTARSMAE;ARS X USD MAE;72,6999
2020-08-06;ARB;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;ARS;RTARSMAE;ARS X USD MAE;72,6999
2020-08-06;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,72195
2020-08-06;AUD;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,72195
2020-08-06;BGI;BGILIQ;BOI GORDO - Liquidação;227,32
2020-08-06;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,35
2020-08-06;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;17016
2020-08-06;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16973
2020-08-06;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,33
2020-08-06;CAD;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,33
2020-08-06;CCM;CNILIQ;MILHO - Liquidação;52,23
2020-08-06;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9109
2020-08-06;CHF;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;774,82
2020-08-06;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;780,555
2020-08-06;CLP;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,9488
2020-08-06;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,9446
2020-08-06;CNY;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;DCO;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;DCO;RTSEL;TAXA SELIC;1,9
2020-08-06;DDI;RTDI1;TAXA DO CDI;1,9
2020-08-06;DDI;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;DI1;RTDI1;TAXA DO CDI;1,9
2020-08-06;DOL;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;ETH;ALPPHLIQ;ETANOL - Liquidação;1747
2020-08-06;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,1843
2020-08-06;EUR;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,1843
2020-08-06;FRO;RTDI1;TAXA DO CDI;1,9
2020-08-06;FRO;RTSEL;TAXA SELIC;1,9
2020-08-06;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,3143
2020-08-06;GBP;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,3143
2020-08-06;HSI;HIH1 - Ajuste;Preço de Ajuste para HSI;24589
2020-08-06;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;24002
2020-08-06;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;23344
2020-08-06;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;22728
2020-08-06;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;22689
2020-08-06;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;22670
2020-08-06;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;121,1
2020-08-06;ICF;KCH1 - Spot;Preço de Spot para ICF;121,1
2020-08-06;ICF;KCH2 - Ajuste;Preço de Ajuste para ICF;125,15
2020-08-06;ICF;KCH2 - Spot;Preço de Spot para ICF;125,15
2020-08-06;ICF;KCH3 - Ajuste;Preço de Ajuste para ICF;129,65
2020-08-06;ICF;KCH3 - Spot;Preço de Spot para ICF;129,65
2020-08-06;ICF;KCK1 - Ajuste;Preço de Ajuste para ICF;122,15
2020-08-06;ICF;KCK1 - Spot;Preço de Spot para ICF;122,15
2020-08-06;ICF;KCK2 - Ajuste;Preço de Ajuste para ICF;125,8
2020-08-06;ICF;KCK2 - Spot;Preço de Spot para ICF;125,8
2020-08-06;ICF;KCK3 - Ajuste;Preço de Ajuste para ICF;130,5
2020-08-06;ICF;KCK3 - Spot;Preço de Spot para ICF;130,5
2020-08-06;ICF;KCN1 - Ajuste;Preço de Ajuste para ICF;122,9
2020-08-06;ICF;KCN1 - Spot;Preço de Spot para ICF;122,9
2020-08-06;ICF;KCN2 - Ajuste;Preço de Ajuste para ICF;126,5
2020-08-06;ICF;KCN2 - Spot;Preço de Spot para ICF;126,5
2020-08-06;ICF;KCN3 - Ajuste;Preço de Ajuste para ICF;130,5
2020-08-06;ICF;KCN3 - Spot;Preço de Spot para ICF;130,5
2020-08-06;ICF;KCU0 - Ajuste;Preço de Ajuste para ICF;117
2020-08-06;ICF;KCU0 - Spot;Preço de Spot para ICF;117
2020-08-06;ICF;KCU1 - Ajuste;Preço de Ajuste para ICF;123,5
2020-08-06;ICF;KCU1 - Spot;Preço de Spot para ICF;123,5
2020-08-06;ICF;KCU2 - Ajuste;Preço de Ajuste para ICF;127,25
2020-08-06;ICF;KCU2 - Spot;Preço de Spot para ICF;127,25
2020-08-06;ICF;KCZ0 - Ajuste;Preço de Ajuste para ICF;118,95
2020-08-06;ICF;KCZ0 - Spot;Preço de Spot para ICF;118,95
2020-08-06;ICF;KCZ1 - Ajuste;Preço de Ajuste para ICF;124,3
2020-08-06;ICF;KCZ1 - Spot;Preço de Spot para ICF;124,3
2020-08-06;ICF;KCZ2 - Ajuste;Preço de Ajuste para ICF;128,4
2020-08-06;ICF;KCZ2 - Spot;Preço de Spot para ICF;128,4
2020-08-06;IMV;IMVLIQ;MERVAL INDEX - LIQUIDAÇÃO;51886
2020-08-06;IND;RTIBVPL;ÍNDICE BOVESPA - LIQUIDAÇÃO;103880
2020-08-06;INK;INKLIQ;NIKKEY INDEX - LIQUIDAÇÃO;22242,93
2020-08-06;INK;NHH1 - Ajuste;Preço de Ajuste para INK;22195
2020-08-06;INK;NHH2 - Ajuste;Preço de Ajuste para INK;21760
2020-08-06;INK;NHH3 - Ajuste;Preço de Ajuste para INK;21330
2020-08-06;INK;NHM1 - Ajuste;Preço de Ajuste para INK;22085
2020-08-06;INK;NHM2 - Ajuste;Preço de Ajuste para INK;21655
2020-08-06;INK;NHM3 - Ajuste;Preço de Ajuste para INK;21220
2020-08-06;INK;NHQ0 - Ajuste;Preço de Ajuste para INK;22445
2020-08-06;INK;NHU0 - Ajuste;Preço de Ajuste para INK;22410
2020-08-06;INK;NHU1 - Ajuste;Preço de Ajuste para INK;21980
2020-08-06;INK;NHU2 - Ajuste;Preço de Ajuste para INK;21545
2020-08-06;INK;NHV0 - Ajuste;Preço de Ajuste para INK;22375
2020-08-06;INK;NHX0 - Ajuste;Preço de Ajuste para INK;22335
2020-08-06;INK;NHZ0 - Ajuste;Preço de Ajuste para INK;22270
2020-08-06;INK;NHZ1 - Ajuste;Preço de Ajuste para INK;21870
2020-08-06;INK;NHZ2 - Ajuste;Preço de Ajuste para INK;21440
2020-08-06;INK;NHZ3 - Ajuste;Preço de Ajuste para INK;21005
2020-08-06;INK;NHZ4 - Ajuste;Preço de Ajuste para INK;20565
2020-08-06;INK;NHZ5 - Ajuste;Preço de Ajuste para INK;20135
2020-08-06;ISP;ESH1 - Ajuste;Preço de Ajuste para ISP;3325
2020-08-06;ISP;ESM1 - Ajuste;Preço de Ajuste para ISP;3316,5
2020-08-06;ISP;ESU0 - Ajuste;Preço de Ajuste para ISP;3344,25
2020-08-06;ISP;ESU1 - Ajuste;Preço de Ajuste para ISP;3301,5
2020-08-06;ISP;ESZ0 - Ajuste;Preço de Ajuste para ISP;3334
2020-08-06;ISP;ISPLIQ;S&P INDEX - LIQUIDAÇÃO;3320,27
2020-08-06;JAP;RTYDOW1;JPY X USD WMR/C. PRICE;105,525
2020-08-06;JPY;RTDOLT1;PTAX800 VENDA;5,3431
2020-08-06;JPY;RTYDOW1;JPY X USD WMR/C. PRICE;105,525
2020-08-06;JSE;AIF1 - Ajuste;Preço de Ajuste para JSE;53647
2020-08-06;JSE;AIG1 - Ajuste;Preço de Ajuste para JSE;53777
2020-08-06;JSE;AIH1 - Ajuste;Preço de Ajuste para JSE;53601
2020-08-06;JSE;AIH2 - Ajuste;Preço de Ajuste para JSE;53925
2020-08-06;JSE;AIH3 - Ajuste;Preço de Ajuste para JSE;54530
2020-08-06;JSE;AIJ1 - Ajuste;Preço de Ajuste para JSE;53418
2020-08-06;JSE;AIK1 - Ajuste;Preço de Ajuste para JSE;53567
2020-08-06;JSE;AIM1 - Ajuste;Preço de Ajuste para JSE;53698
2020-08-06;JSE;AIM2 - Ajuste;Preço de Ajuste para JSE;54054
2020-08-06;JSE;AIM3 - Ajuste;Preço de Ajuste para JSE;54758
2020-08-06;JSE;AIN1 - Ajuste;Preço de Ajuste para JSE;53793
