RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-08-10;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,72
2020-08-10;ARB;RTARSMAE;ARS X USD MAE;72,9483
2020-08-10;ARB;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;ARS;RTARSMAE;ARS X USD MAE;72,9483
2020-08-10;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,7158
2020-08-10;AUD;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,7158
2020-08-10;BGI;BGILIQ;BOI GORDO - Liquidação;226,89
2020-08-10;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,33
2020-08-10;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16902
2020-08-10;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16812
2020-08-10;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,33495
2020-08-10;CAD;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,33495
2020-08-10;CCM;CNILIQ;MILHO - Liquidação;52,97
2020-08-10;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,9145
2020-08-10;CHF;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;784,28
2020-08-10;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;794,64
2020-08-10;CLP;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;6,96
2020-08-10;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;6,97
2020-08-10;CNY;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;DCO;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;DCO;RTSEL;TAXA SELIC;1,9
2020-08-10;DDI;RTDI1;TAXA DO CDI;1,9
2020-08-10;DDI;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;DI1;RTDI1;TAXA DO CDI;1,9
2020-08-10;DOL;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;ETH;ALPPHLIQ;ETANOL - Liquidação;1733,5
2020-08-10;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,17665
2020-08-10;EUR;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,17665
2020-08-10;FRO;RTDI1;TAXA DO CDI;1,9
2020-08-10;FRO;RTSEL;TAXA SELIC;1,9
2020-08-10;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,3089
2020-08-10;GBP;RTDOLT1;PTAX800 VENDA;5,3933
2020-08-10;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,3089
2020-08-10;HSI;HIH1 - Ajuste;Preço de Ajuste para HSI;24184
2020-08-10;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;23606
2020-08-10;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;22958
2020-08-10;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;22353
2020-08-10;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;22314
2020-08-10;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;22296
2020-08-10;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;117,55
2020-08-10;ICF;KCH1 - Spot;Preço de Spot para ICF;117,55
