RptDt;Asst;TckrSymb;EcncIndDesc;PricVal
2020-07-08;AFS;RTDZAW1;ZAR X USD WMR/C. PRICE;17,01375
2020-07-08;ARB;RTARSMAE;ARS X USD MAE;70,9388
2020-07-08;ARB;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;ARS;RTARSMAE;ARS X USD MAE;70,9388
2020-07-08;AUD;RTDAUW1;USD X DAU WMR/C. PRICE;0,69665
2020-07-08;AUD;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;AUS;RTDAUW1;USD X DAU WMR/C. PRICE;0,69665
2020-07-08;BGI;BGILIQ;BOI GORDO - Liquidação;219,97
2020-07-08;BRI;CUSTO IBRX-50;CUSTO DE ALUGUEL IBRX-50;0,39
2020-07-08;BRI;RTIBXPF;ÍNDICE IBRX-50  -  FECHAMENTO;16334
2020-07-08;BRI;RTIBXPL;ÍNDICE IBRX-50  -  LIQUIDAÇÃO;16302
2020-07-08;CAD;RTDCAW1;CAD X USD WMR/C. PRICE;1,3537
2020-07-08;CAD;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;CAN;RTDCAW1;CAD X USD WMR/C. PRICE;1,3537
2020-07-08;CCM;CNILIQ;MILHO - Liquidação;50,08
2020-07-08;CHF;RTDCHW1;CHF X USD WMR/C. PRICE;0,93815
2020-07-08;CHF;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;CHL;RTDCLBC;CLP X USD BANCO CENTRAL CHILE;793,88
2020-07-08;CLP;RTDCLW1;CLP X USD WMR/C. PRICE;786,205
2020-07-08;CLP;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;CNH;RTDNHW1;CNH X USD WMR/C. PRICE;7,00525
2020-07-08;CNY;RTDCNW1;CNY X USD WMR/C. PRICE;7,0176
2020-07-08;CNY;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;DCO;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;DCO;RTSEL;TAXA SELIC;2,15
2020-07-08;DDI;RTDI1;TAXA DO CDI;2,15
2020-07-08;DDI;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;DI1;RTDI1;TAXA DO CDI;2,15
2020-07-08;DOL;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;ETH;ALPPHLIQ;ETANOL - Liquidação;1664
2020-07-08;EUP;RTEDOW1;USD X EUR WMR/C. PRICE;1,13275
2020-07-08;EUR;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;EUR;RTEDOW1;USD X EUR WMR/C. PRICE;1,13275
2020-07-08;FRO;RTDI1;TAXA DO CDI;2,15
2020-07-08;FRO;RTSEL;TAXA SELIC;2,15
2020-07-08;GBP;RTDGBW1;USD X GBP WMR/C. PRICE;1,2594
2020-07-08;GBP;RTDOLT1;PTAX800 VENDA;5,3482
2020-07-08;GBR;RTDGBW1;USD X GBP WMR/C. PRICE;1,2594
2020-07-08;HSI;HIZ1 - Ajuste;Preço de Ajuste para HSI;25325
2020-07-08;HSI;HIZ2 - Ajuste;Preço de Ajuste para HSI;24758
2020-07-08;HSI;HIZ3 - Ajuste;Preço de Ajuste para HSI;24208
2020-07-08;HSI;HIZ4 - Ajuste;Preço de Ajuste para HSI;23789
2020-07-08;HSI;HIZ5 - Ajuste;Preço de Ajuste para HSI;23776
2020-07-08;ICF;KCH1 - Ajuste;Preço de Ajuste para ICF;104,65
