RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-06-09;AFSN20;BRBMEFAFS0I5;FINANCIAL;;;;;16657,7;;;
2020-06-09;AFSQ20;BRBMEFAFS0J3;FINANCIAL;;;;;16711,7;;;
2020-06-09;AFSU20;BRBMEFAFS0K1;FINANCIAL;;;;;16762,9;;;
2020-06-09;ARBN20;BRBMEFARB0I0;FINANCIAL;;;;;68,787;;;
2020-06-09;ARBQ20;BRBMEFARB0J8;FINANCIAL;;;;;65,35;;;
2020-06-09;ARBU20;BRBMEFARB0K6;FINANCIAL;;;;;61,937;;;
2020-06-09;ARSN20;BRBMEFARS078;FINANCIAL;;;;;71322,2;;;
2020-06-09;ARSQ20;BRBMEFARS086;FINANCIAL;;;;;75146;;;
2020-06-09;ARSU20;BRBMEFARS094;FINANCIAL;;;;;79356,8;;;
2020-06-09;AUDN20;BRBMEFAUD3D8;FINANCIAL;;;;;3417,158;;;
2020-06-09;AUDQ20;BRBMEFAUD3E6;FINANCIAL;;;;;3420,463;;;
2020-06-09;AUDU20;BRBMEFAUD3F3;FINANCIAL;;;;;3423,4;;;
2020-06-09;AUSN20;BRBMEFAUS0I6;FINANCIAL;693,2;696,9;694,36;696,2;696,525;;19;926
2020-06-09;AUSQ20;BRBMEFAUS0J4;FINANCIAL;695,9;695,9;695,9;695,9;696,519;;1;1190
2020-06-09;AUSU20;BRBMEFAUS0K2;FINANCIAL;;;;;696,501;;;
2020-06-09;B3SAOM20;BRB3SA360016;FINANCIAL;50,9;51,63;51,27;51,42;51,08;;18;5200
2020-06-09;B3SAON20;BRB3SA370015;FINANCIAL;50,96;51,74;51,42;51,21;51,2;;116;34500
2020-06-09;B3SAOQ20;BRB3SA380014;FINANCIAL;;;;;51,28;;;
2020-06-09;BGIK21;BRBMEFBGI5P9;AGRIBUSINESS;205;205;205;205;202,6;;2;20
2020-06-09;BGIM20;BRBMEFBGI5K0;AGRIBUSINESS;203,95;206,9;205,62;205,15;205,3;;95;258
2020-06-09;BGIN20;BRBMEFBGI5L8;AGRIBUSINESS;204,55;206,1;205,62;204,6;204,5;;47;94
2020-06-09;BGIQ20;BRBMEFBGI5J2;AGRIBUSINESS;204,5;206,5;205,66;204,5;204,65;;3;30
2020-06-09;BGIU20;BRBMEFBGI5M6;AGRIBUSINESS;205;205;205;205;205,1;;1;1
2020-06-09;BGIV20;BRBMEFBGI5F0;AGRIBUSINESS;204,45;207,4;205,79;204,7;205;;224;674
2020-06-09;BGIX20;BRBMEFBGI5N4;AGRIBUSINESS;207;207,4;207,23;207;205,7;;11;12
2020-06-09;BGIZ20;BRBMEFBGI5O2;AGRIBUSINESS;;;;;211,45;;;
2020-06-09;BRIQ20;BRBMEFBRI2U3;FINANCIAL;;;;;15836;;;
2020-06-09;BRIV20;BRBMEFBRI2V1;FINANCIAL;;;;;15880;;;
2020-06-09;CADN20;BRBMEFCAD3C2;FINANCIAL;;;;;3661,843;;;
2020-06-09;CADQ20;BRBMEFCAD3D0;FINANCIAL;;;;;3665,418;;;
2020-06-09;CADU20;BRBMEFCAD3E8;FINANCIAL;;;;;3668,663;;;
2020-06-09;CANN20;BRBMEFCAN0I3;FINANCIAL;1345;1345;1345;1345;1339,765;;1;315
2020-06-09;CANQ20;BRBMEFCAN0J1;FINANCIAL;1339,9;1339,9;1339,9;1339,9;1339,764;;2;260
2020-06-09;CANU20;BRBMEFCAN0K9;FINANCIAL;;;;;1339,764;;;
2020-06-09;CCMF21;BRBMEFCCP247;AGRIBUSINESS;46,05;47,2;46,69;46,05;46,58;;18;34
2020-06-09;CCMH21;BRBMEFCCP254;AGRIBUSINESS;47;47,2;47,09;47;47,75;;10;15
2020-06-09;CCMK21;BRBMEFCCP270;AGRIBUSINESS;;;;;46,7;;;
2020-06-09;CCMN20;BRBMEFCCP1X6;AGRIBUSINESS;43,05;43,54;43,42;43,43;43,42;;159;344
2020-06-09;CCMN21;BRBMEFCCP288;AGRIBUSINESS;;;;;44,25;;;
2020-06-09;CCMU20;BRBMEFCCP1Y4;AGRIBUSINESS;42,3;42,81;42,52;42,41;42,49;;969;2833
2020-06-09;CCMU21;BRBMEFCCP262;AGRIBUSINESS;;;;;43,25;;;
2020-06-09;CCMX20;BRBMEFCCP239;AGRIBUSINESS;45;45,35;45,24;45,2;45,24;;20;66
2020-06-09;CCROOM20;BRCCRO360015;FINANCIAL;14,43;14,73;14,66;14,43;14,48;;16;7000
2020-06-09;CCROON20;BRCCRO370014;FINANCIAL;14,6;14,73;14,68;14,6;14,51;;3;2100
2020-06-09;CCROOQ20;BRCCRO380013;FINANCIAL;;;;;14,53;;;
2020-06-09;CHFN20;BRBMEFCHF2Y9;FINANCIAL;;;;;5165,308;;;
2020-06-09;CHFQ20;BRBMEFCHF2Z6;FINANCIAL;;;;;5175,795;;;
2020-06-09;CHFU20;BRBMEFCHF304;FINANCIAL;;;;;5185,295;;;
2020-06-09;CHLN20;BRBMEFCHL0I8;FINANCIAL;;;;;769985;;;
2020-06-09;CHLQ20;BRBMEFCHL0J6;FINANCIAL;;;;;769835,4;;;
2020-06-09;CHLU20;BRBMEFCHL0K4;FINANCIAL;;;;;769670;;;
2020-06-09;CIELOM20;BRCIEL360017;FINANCIAL;4,87;4,96;4,93;4,94;4,84;;9;30500
2020-06-09;CIELON20;BRCIEL370016;FINANCIAL;4,54;4,93;4,63;4,89;4,84;;10;30000
2020-06-09;CIELOQ20;BRCIEL380015;FINANCIAL;;;;;4,84;;;
2020-06-09;CLPN20;BRBMEFCLP2Y1;FINANCIAL;;;;;6371,5;;;
2020-06-09;CLPQ20;BRBMEFCLP2Z8;FINANCIAL;;;;;6379;;;
2020-06-09;CLPU20;BRBMEFCLP305;FINANCIAL;;;;;6386;;;
2020-06-09;CMIGPM20;BRCMIG460012;FINANCIAL;11,67;12;11,85;11,96;12,05;;10;10900
2020-06-09;CMIGPN20;BRCMIG470011;FINANCIAL;;;;;12,08;;;
2020-06-09;CMIGPQ20;BRCMIG480010;FINANCIAL;;;;;12,1;;;
2020-06-09;CNHN20;BRBMEFCNH0I6;FINANCIAL;;;;;7084,531;;;
2020-06-09;CNHQ20;BRBMEFCNH0J4;FINANCIAL;;;;;7095,209;;;
2020-06-09;CNHU20;BRBMEFCNH0K2;FINANCIAL;7096;7096;7096;7096;7105,659;;1;260
2020-06-09;CNYN20;BRBMEFCNY2Y8;FINANCIAL;;;;;6928,12;;;
2020-06-09;CNYQ20;BRBMEFCNY2Z5;FINANCIAL;;;;;6923,316;;;
2020-06-09;CNYU20;BRBMEFCNY303;FINANCIAL;;;;;6919,402;;;
2020-06-09;COGNOM20;BRCOGN360007;FINANCIAL;6,69;7,08;6,95;6,97;6,95;;138;132800
2020-06-09;COGNON20;BRCOGN370006;FINANCIAL;6,7;7,1;6,97;7;6,97;;13;19500
2020-06-09;COGNOQ20;BRCOGN380005;FINANCIAL;;;;;6,98;;;
2020-06-09;DAPF21;BRBMEFDAP2R7;FINANCIAL;-0,13;-0,13;-0,13;-0,13;100078,49;;2;200
2020-06-09;DAPF22;BRBMEFDAP322;FINANCIAL;0,18;0,18;0,18;0,18;99552,74;;1;5
2020-06-09;DAPK21;BRBMEFDAP1K4;FINANCIAL;-0,19;-0,06;-0,09;-0,06;100074,34;;8;1245
2020-06-09;DAPK23;BRBMEFDAP1G2;FINANCIAL;1,09;1,18;1,17;1,18;96636,35;;12;460
2020-06-09;DAPK25;BRBMEFDAP330;FINANCIAL;2,18;2,22;2,19;2,22;89774,52;;26;7020
2020-06-09;DAPK35;BRBMEFDAP2L0;FINANCIAL;;;;;53905,23;;;
2020-06-09;DAPM20;BRBMEFDAP355;FINANCIAL;;;;;99902,05;;;
2020-06-09;DAPN20;BRBMEFDAP363;FINANCIAL;;;;;99770,79;;;
2020-06-09;DAPQ20;BRBMEFDAP0Z4;FINANCIAL;0,84;1,2;1,19;1,2;99797,48;;4;365
2020-06-09;DAPQ22;BRBMEFDAP116;FINANCIAL;0,8;0,89;0,87;0,89;98088,16;;10;1515
