RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-07-08;AFSQ20;BRBMEFAFS0J3;FINANCIAL;;;;;16993,8;;;
2020-07-08;AFSU20;BRBMEFAFS0K1;FINANCIAL;;;;;17046,9;;;
2020-07-08;AFSV20;BRBMEFAFS0L9;FINANCIAL;;;;;17102,4;;;
2020-07-08;ARBQ20;BRBMEFARB0J8;FINANCIAL;;;;;72,941;;;
2020-07-08;ARBU20;BRBMEFARB0K6;FINANCIAL;;;;;69,664;;;
2020-07-08;ARBV20;BRBMEFARB0L4;FINANCIAL;;;;;66,581;;;
2020-07-08;ARSQ20;BRBMEFARS086;FINANCIAL;;;;;73367,1;;;
2020-07-08;ARSU20;BRBMEFARS094;FINANCIAL;;;;;76892,4;;;
2020-07-08;ARSV20;BRBMEFARS0A8;FINANCIAL;;;;;80524,2;;;
2020-07-08;AUDQ20;BRBMEFAUD3E6;FINANCIAL;;;;;3735,799;;;
2020-07-08;AUDU20;BRBMEFAUD3F3;FINANCIAL;;;;;3739,762;;;
2020-07-08;AUDV20;BRBMEFAUD3G1;FINANCIAL;;;;;3743,334;;;
2020-07-08;AUSQ20;BRBMEFAUS0J4;FINANCIAL;695,4;698,8;697,45;698,8;698,084;;22;511
2020-07-08;AUSU20;BRBMEFAUS0K2;FINANCIAL;;;;;698,159;;;
2020-07-08;AUSV20;BRBMEFAUS0L0;FINANCIAL;;;;;698,207;;;
2020-07-08;B3SAON20;BRB3SA370015;FINANCIAL;57,78;60,44;59,32;60,37;60,69;;101;27400
2020-07-08;B3SAOQ20;BRB3SA380014;FINANCIAL;57,5;60,7;59,74;60,7;60,78;;36;7900
2020-07-08;BGIK21;BRBMEFBGI5P9;AGRIBUSINESS;;;;;205,25;;;
2020-07-08;BGIN20;BRBMEFBGI5L8;AGRIBUSINESS;218,35;220,3;219,04;218,75;218,75;;109;332
2020-07-08;BGIQ20;BRBMEFBGI5J2;AGRIBUSINESS;216;216,45;216,04;216,4;216,05;;61;159
2020-07-08;BGIU20;BRBMEFBGI5M6;AGRIBUSINESS;213,65;214,9;214,23;214;214,1;;18;20
2020-07-08;BGIV20;BRBMEFBGI5F0;AGRIBUSINESS;213,3;215,45;214,25;214;213,95;;271;502
2020-07-08;BGIX20;BRBMEFBGI5N4;AGRIBUSINESS;214;214,85;214,29;214;213,95;;13;17
2020-07-08;BGIZ20;BRBMEFBGI5O2;AGRIBUSINESS;;;;;214,8;;;
2020-07-08;BRIQ20;BRBMEFBRI2U3;FINANCIAL;;;;;16354;;;
2020-07-08;BRIV20;BRBMEFBRI2V1;FINANCIAL;;;;;16400;;;
2020-07-08;CADQ20;BRBMEFCAD3D0;FINANCIAL;;;;;3964,062;;;
2020-07-08;CADU20;BRBMEFCAD3E8;FINANCIAL;;;;;3968,067;;;
2020-07-08;CADV20;BRBMEFCAD3F5;FINANCIAL;;;;;3971,873;;;
2020-07-08;CANQ20;BRBMEFCAN0J1;FINANCIAL;1349,9;1358,2;1350,2;1349,9;1350,004;;2;270
2020-07-08;CANU20;BRBMEFCAN0K9;FINANCIAL;;;;;1349,928;;;
2020-07-08;CANV20;BRBMEFCAN0L7;FINANCIAL;;;;;1349,83;;;
2020-07-08;CCMF21;BRBMEFCCP247;AGRIBUSINESS;50,6;50,7;50,63;50,7;51,39;;29;44
2020-07-08;CCMH21;BRBMEFCCP254;AGRIBUSINESS;49,8;50;49,99;50;50,04;;13;130
2020-07-08;CCMK21;BRBMEFCCP270;AGRIBUSINESS;47;47,65;47,52;47,65;47,65;;2;5
2020-07-08;CCMN20;BRBMEFCCP1X6;AGRIBUSINESS;49,82;50,39;50,17;50,34;50,35;;144;357
2020-07-08;CCMN21;BRBMEFCCP288;AGRIBUSINESS;;;;;44,25;;;
2020-07-08;CCMU20;BRBMEFCCP1Y4;AGRIBUSINESS;47,41;47,91;47,72;47,79;47,86;;1849;2939
2020-07-08;CCMU21;BRBMEFCCP262;AGRIBUSINESS;43,9;43,9;43,9;43,9;43,7;;1;5
2020-07-08;CCMX20;BRBMEFCCP239;AGRIBUSINESS;49,26;49,65;49,44;49,4;49,37;;812;986
2020-07-08;CCROON20;BRCCRO370014;FINANCIAL;15,37;15,41;15,39;15,39;15,23;;34;25300
2020-07-08;CCROOQ20;BRCCRO380013;FINANCIAL;15,24;15,42;15,4;15,24;15,25;;8;1900
2020-07-08;CHFQ20;BRBMEFCHF2Z6;FINANCIAL;;;;;5709,485;;;
2020-07-08;CHFU20;BRBMEFCHF304;FINANCIAL;;;;;5719,811;;;
2020-07-08;CHFV20;BRBMEFCHF312;FINANCIAL;;;;;5731,003;;;
2020-07-08;CHLQ20;BRBMEFCHL0J6;FINANCIAL;784100;784650;784180,48;784100;786106,7;;2;82
2020-07-08;CHLU20;BRBMEFCHL0K4;FINANCIAL;;;;;785876,2;;;
2020-07-08;CHLV20;BRBMEFCHL0L2;FINANCIAL;;;;;785347;;;
