RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-07-31;AFSQ20;BRBMEFAFS0J3;FINANCIAL;;;;;17028,75;;;
2020-07-31;AFSU20;BRBMEFAFS0K1;FINANCIAL;16981;17079;17027,8;17079;17129,5;;4;131
2020-07-31;AFSV20;BRBMEFAFS0L9;FINANCIAL;;;;;17187,7;;;
2020-07-31;AFSX20;BRBMEFAFS0M7;FINANCIAL;;;;;17240,1;;;
2020-07-31;ARBQ20;BRBMEFARB0J8;FINANCIAL;;;;;71,948;;;
2020-07-31;ARBU20;BRBMEFARB0K6;FINANCIAL;;;;;68,258;;;
2020-07-31;ARBV20;BRBMEFARB0L4;FINANCIAL;;;;;65,099;;;
2020-07-31;ARBX20;BRBMEFARB0M2;FINANCIAL;;;;;62,138;;;
2020-07-31;ARSQ20;BRBMEFARS086;FINANCIAL;;;;;72319,9;;;
2020-07-31;ARSU20;BRBMEFARS094;FINANCIAL;;;;;76462,1;;;
2020-07-31;ARSV20;BRBMEFARS0A8;FINANCIAL;;;;;80249,5;;;
2020-07-31;ARSX20;BRBMEFARS0B6;FINANCIAL;;;;;84137,2;;;
2020-07-31;AUDQ20;BRBMEFAUD3E6;FINANCIAL;;;;;3731,547;;;
2020-07-31;AUDU20;BRBMEFAUD3F3;FINANCIAL;;;;;3728,506;;;
2020-07-31;AUDV20;BRBMEFAUD3G1;FINANCIAL;;;;;3732,427;;;
2020-07-31;AUDX20;BRBMEFAUD3H9;FINANCIAL;;;;;3735,48;;;
2020-07-31;AUSQ20;BRBMEFAUS0J4;FINANCIAL;;;;;717,15;;;
2020-07-31;AUSU20;BRBMEFAUS0K2;FINANCIAL;714,1;718,3;715,73;714,1;714,392;;10;554
2020-07-31;AUSV20;BRBMEFAUS0L0;FINANCIAL;714,5;717,7;717,35;714,5;714,457;;2;28
2020-07-31;AUSX20;BRBMEFAUS0M8;FINANCIAL;;;;;714,499;;;
2020-07-31;B3SAOQ20;BRB3SA380014;FINANCIAL;62,91;65,01;63,68;63,69;63,49;;145;45800
2020-07-31;B3SAOU20;BRB3SA390013;FINANCIAL;63,04;64,55;63,54;63,18;63,6;;15;4600
2020-07-31;BGIF21;BRBMEFBGI5R5;AGRIBUSINESS;;;;;216,7;;;
2020-07-31;BGIG21;BRBMEFBGI5S3;AGRIBUSINESS;;;;;215,15;;;
2020-07-31;BGIH21;BRBMEFBGI5T1;AGRIBUSINESS;;;;;213,3;;;
2020-07-31;BGIJ21;BRBMEFBGI5U9;AGRIBUSINESS;;;;;211,7;;;
2020-07-31;BGIK21;BRBMEFBGI5P9;AGRIBUSINESS;216;216,8;216,13;216,8;216,5;;4;6
2020-07-31;BGIM21;BRBMEFBGI5Q7;AGRIBUSINESS;;;;;213;;;
2020-07-31;BGIN20;BRBMEFBGI5L8;AGRIBUSINESS;224,95;225,3;225,09;225,3;225,59;;27;112
2020-07-31;BGIQ20;BRBMEFBGI5J2;AGRIBUSINESS;224,95;226,5;225,58;226;225,8;;230;683
2020-07-31;BGIU20;BRBMEFBGI5M6;AGRIBUSINESS;222,5;223,2;223,03;223,2;223,25;;12;20
2020-07-31;BGIV20;BRBMEFBGI5F0;AGRIBUSINESS;222,25;223,85;223,15;223,25;223,2;;399;740
2020-07-31;BGIX20;BRBMEFBGI5N4;AGRIBUSINESS;222,15;223,8;223,3;223,75;223,6;;110;240
2020-07-31;BGIZ20;BRBMEFBGI5O2;AGRIBUSINESS;222,8;224;223,67;223,4;224;;13;24
2020-07-31;BRIQ20;BRBMEFBRI2U3;FINANCIAL;;;;;16794;;;
2020-07-31;BRIV20;BRBMEFBRI2V1;FINANCIAL;16814;17050;16843;16814;16838;;3;80
2020-07-31;BRIZ20;BRBMEFBRI2W9;FINANCIAL;;;;;16879;;;
2020-07-31;CADQ20;BRBMEFCAD3D0;FINANCIAL;;;;;3884,509;;;
2020-07-31;CADU20;BRBMEFCAD3E8;FINANCIAL;;;;;3899,528;;;
2020-07-31;CADV20;BRBMEFCAD3F5;FINANCIAL;;;;;3903,599;;;
2020-07-31;CADX20;BRBMEFCAD3G3;FINANCIAL;;;;;3906,783;;;
2020-07-31;CANQ20;BRBMEFCAN0J1;FINANCIAL;;;;;1339,5;;;
2020-07-31;CANU20;BRBMEFCAN0K9;FINANCIAL;1342;1342;1342;1342;1338,401;;1;12
2020-07-31;CANV20;BRBMEFCAN0L7;FINANCIAL;1338;1339;1338,34;1338;1338,289;;2;23
2020-07-31;CANX20;BRBMEFCAN0M5;FINANCIAL;;;;;1338,213;;;
2020-07-31;CCMF21;BRBMEFCCP247;AGRIBUSINESS;51,5;52,7;52,38;52,5;52,56;;269;950
2020-07-31;CCMH21;BRBMEFCCP254;AGRIBUSINESS;51,45;52,46;52,19;52,45;52,45;;54;127
2020-07-31;CCMK21;BRBMEFCCP270;AGRIBUSINESS;50,06;50,06;50,06;50,06;49,66;;1;1
2020-07-31;CCMN21;BRBMEFCCP288;AGRIBUSINESS;;;;;45;;;
2020-07-31;CCMU20;BRBMEFCCP1Y4;AGRIBUSINESS;49,55;51,33;50,61;51;50,98;;2957;7210
2020-07-31;CCMU21;BRBMEFCCP262;AGRIBUSINESS;;;;;45,8;;;
2020-07-31;CCMX20;BRBMEFCCP239;AGRIBUSINESS;50,9;52,38;51,94;51,9;51,95;;600;1560
2020-07-31;CCROOQ20;BRCCRO380013;FINANCIAL;14,85;15;14,92;14,99;14,97;;31;16200
2020-07-31;CCROOU20;BRCCRO390012;FINANCIAL;14,92;15,03;14,97;14,92;15;;3;2100
2020-07-31;CHFQ20;BRBMEFCHF2Z6;FINANCIAL;;;;;5719,798;;;
2020-07-31;CHFU20;BRBMEFCHF304;FINANCIAL;;;;;5715,836;;;
2020-07-31;CHFV20;BRBMEFCHF312;FINANCIAL;;;;;5726,972;;;
2020-07-31;CHFX20;BRBMEFCHF320;FINANCIAL;;;;;5736,35;;;
2020-07-31;CHLQ20;BRBMEFCHL0J6;FINANCIAL;;;;;757060;;;
2020-07-31;CHLU20;BRBMEFCHL0K4;FINANCIAL;;;;;756875;;;
2020-07-31;CHLV20;BRBMEFCHL0L2;FINANCIAL;;;;;756756,2;;;
2020-07-31;CHLX20;BRBMEFCHL0M0;FINANCIAL;;;;;756539,5;;;
2020-07-31;CIELOQ20;BRCIEL380015;FINANCIAL;4,89;5,4;5,01;5,38;5,37;;48;144700
2020-07-31;CIELOU20;BRCIEL390014;FINANCIAL;4,89;5,4;5,05;5,4;5,38;;68;216000
2020-07-31;CLPQ20;BRBMEFCLP2Z8;FINANCIAL;;;;;6874,579;;;
2020-07-31;CLPU20;BRBMEFCLP305;FINANCIAL;;;;;6895,6;;;
2020-07-31;CLPV20;BRBMEFCLP313;FINANCIAL;;;;;6903,3;;;
2020-07-31;CLPX20;BRBMEFCLP321;FINANCIAL;;;;;6910,6;;;
2020-07-31;CMIGPQ20;BRCMIG480010;FINANCIAL;12;12,14;12,05;12,04;12,01;;45;46100
2020-07-31;CMIGPU20;BRCMIG490019;FINANCIAL;12,03;12,12;12,07;12,09;12,03;;10;12000
2020-07-31;CNHQ20;BRBMEFCNH0J4;FINANCIAL;;;;;6977,25;;;
2020-07-31;CNHU20;BRBMEFCNH0K2;FINANCIAL;6993,5;6993,5;6993,5;6993,5;7004,189;;1;12
2020-07-31;CNHV20;BRBMEFCNH0L0;FINANCIAL;;;;;7018,463;;;
2020-07-31;CNHX20;BRBMEFCNH0M8;FINANCIAL;;;;;7029,173;;;
2020-07-31;CNYQ20;BRBMEFCNY2Z5;FINANCIAL;;;;;7455,119;;;
2020-07-31;CNYU20;BRBMEFCNY303;FINANCIAL;;;;;7457,381;;;
2020-07-31;CNYV20;BRBMEFCNY311;FINANCIAL;;;;;7448,981;;;
2020-07-31;CNYX20;BRBMEFCNY329;FINANCIAL;;;;;7441,925;;;
2020-07-31;COGNOQ20;BRCOGN380005;FINANCIAL;8,2;9,58;9,16;8,33;8,26;;159;172900
2020-07-31;COGNOU20;BRCOGN390004;FINANCIAL;8,24;9,57;8,53;8,41;8,21;;214;320000
2020-07-31;DAPF21;BRBMEFDAP2R7;FINANCIAL;-0,63;-0,63;-0,63;-0,63;100288,83;;2;500
2020-07-31;DAPF22;BRBMEFDAP322;FINANCIAL;;;;;100072,86;;;
2020-07-31;DAPK21;BRBMEFDAP1K4;FINANCIAL;-0,62;-0,61;-0,61;-0,62;100487,38;;9;2700
2020-07-31;DAPK23;BRBMEFDAP1G2;FINANCIAL;0,59;0,59;0,59;0,59;98383,8;;12;530
2020-07-31;DAPK25;BRBMEFDAP330;FINANCIAL;1,66;1,72;1,66;1,66;92453,53;;18;865
2020-07-31;DAPK35;BRBMEFDAP2L0;FINANCIAL;;;;;60754,38;;;
2020-07-31;DAPQ20;BRBMEFDAP0Z4;FINANCIAL;;;;;100057,13;;;
2020-07-31;DAPQ22;BRBMEFDAP116;FINANCIAL;0,26;0,3;0,27;0,26;99473,82;;14;1465
2020-07-31;DAPQ24;BRBMEFDAP1F4;FINANCIAL;1,3;1,33;1,3;1,3;94935,5;;20;665
2020-07-31;DAPQ26;BRBMEFDAP1L2;FINANCIAL;2,1;2,12;2,1;2,1;88225,64;;16;790
2020-07-31;DAPQ28;BRBMEFDAP280;FINANCIAL;2,61;2,62;2,61;2,61;81340,13;;11;695
2020-07-31;DAPQ30;BRBMEFDAP1E7;FINANCIAL;;;;;74626,47;;;
2020-07-31;DAPU20;BRBMEFDAP371;FINANCIAL;;;;;99927,66;;;
2020-07-31;DAPV20;BRBMEFDAP389;FINANCIAL;;;;;99929,98;;;
2020-07-31;DCOF21;BRBMEFDCO0Q2;FINANCIAL;;;;;100214,15;;;
2020-07-31;DCOF22;BRBMEFDCO0R0;FINANCIAL;;;;;99139,14;;;
2020-07-31;DCOF23;BRBMEFDCO0S8;FINANCIAL;;;;;98071,27;;;
2020-07-31;DCOF24;BRBMEFDCO0T6;FINANCIAL;;;;;96741,69;;;
2020-07-31;DCOF25;BRBMEFDCO0U4;FINANCIAL;;;;;95253,82;;;
2020-07-31;DCOF26;BRBMEFDCO156;FINANCIAL;;;;;93467,97;;;
2020-07-31;DCOF27;BRBMEFDCO1S6;FINANCIAL;;;;;91687,7;;;
2020-07-31;DCOF28;BRBMEFDCO1P2;FINANCIAL;;;;;89725,8;;;
2020-07-31;DCOF29;BRBMEFDCO1R8;FINANCIAL;;;;;87771,67;;;
2020-07-31;DCOF30;BRBMEFDCO1Q0;FINANCIAL;;;;;85877,37;;;
