RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2020-07-14;AALR3;BRAALRACNOR6;AALR;1959361;10,9561046;1;21466964,07
2020-07-14;AAPL34;BRAAPLBDR004;AAPL;1590;203,2081761;1;323101
2020-07-14;ABCB4;BRABCBACNPR4;ABCB;2554580;14,4576792;1;36933298,23
2020-07-14;ABEV3;BRABEVACNOR1;ABEV;135655647;13,8104117;1;1873460337,74
2020-07-14;ADHM3;BRADHMACNOR9;ADHM;100;2,54;1;254
2020-07-14;AGRO3;BRAGROACNOR7;AGRO;380354;21,1996715;1;8063379,87
2020-07-14;ALPA3;BRALPAACNOR0;ALPA;337;24,2723442;1;8179,78
2020-07-14;ALPA4;BRALPAACNPR7;ALPA;3457126;28,7891799;1;99527822,63
2020-07-14;ALPK3;BRALPKACNOR9;ALPK;7850;9,5788764;1;75194,18
2020-07-14;ALSO3;BRALSOACNOR5;ALSO;3490406;28,3370228;1;98907714,53
2020-07-14;ALUP11;BRALUPCDAM15;ALUP;2838107;23,9866727;1;68076743,73
2020-07-14;ALUP3;BRALUPACNOR8;ALUP;4000;9,70375;1;38815
2020-07-14;ALUP4;BRALUPACNPR5;ALUP;2683;7,2012672;1;19321
2020-07-14;AMAR3;BRAMARACNOR4;AMAR;7734055;8,1601728;1;63111225,68
2020-07-14;AMBP3;BRAMBPACNOR6;AMBP;2667;28,76;1;76702,92
2020-07-14;ANIM3;BRANIMACNOR6;ANIM;2662665;24,7938673;1;66017762,72
2020-07-14;APER3;BRAPERACNOR9;APER;74730;29,3103065;1;2190359,21
2020-07-14;ARZZ3;BRARZZACNOR3;ARZZ;2540412;48,5704947;1;123389067,68
2020-07-14;ATMP3;BRATMPACNOR8;ATMP;57;4,9810526;1;283,92
2020-07-14;ATOM3;BRATOMACNOR1;ATOM;2473;1,9491508;1;4820,25
2020-07-14;ATTB34;BRATTBBDR007;ATTB;3796;158,59;1;602007,64
2020-07-14;AURA32;BRAURABDR001;AURA;143568;820;1;117725760
2020-07-14;AZEV3;BRAZEVACNOR0;AZEV;4057;13,5319226;1;54899,01
2020-07-14;AZEV4;BRAZEVACNPR7;AZEV;24330;5,3055758;1;129084,66
2020-07-14;AZUL4;BRAZULACNPR4;AZUL;19515501;21,4222469;1;418065881,12
2020-07-14;B3SA3;BRB3SAACNOR6;B3SA;19758142;51,4654448;1;1016861566,52
2020-07-14;BAHI3;BRBAHIACNOR1;BAHI;101;88;1;8888
2020-07-14;BALM4;BRBALMACNPR2;BALM;1184;9,9541638;1;11785,73
2020-07-14;BAUH4;BRBAUHACNPR3;BAUH;1;83;1;83
2020-07-14;BAZA3;BRBAZAACNOR0;BAZA;34;35,92;1;1221,28
2020-07-14;BBAS3;BRBBASACNOR3;BBAS;19512620;31,2879896;1;610510652,38
2020-07-14;BBDC3;BRBBDCACNOR1;BBDC;10299783;19,3709254;1;199516328,79731
2020-07-14;BBDC4;BRBBDCACNPR8;BBDC;136923973;21,5655535;1;2952841274,64754
2020-07-14;BBRK3;BRBBRKACNOR4;BBRK;603669;2,5778816;1;1556187,25
2020-07-14;BBSD11;BRBBSDCTF000;BBSD;131;79,801603;1;10454,01
2020-07-14;BBSE3;BRBBSEACNOR5;BBSE;17168408;27,9772239;1;480324395,27
2020-07-14;BCSA34;BRBCSABDR005;BCSA;47554;13,2100227;1;628189,42
2020-07-14;BEEF3;BRBEEFACNOR6;BEEF;10390994;13,0166202;1;135255622,74
2020-07-14;BEES3;BRBEESACNOR9;BEES;1883;6,0303558;1;11355,16
2020-07-14;BEES4;BRBEESACNPR6;BEES;1;6,22;1;6,22
2020-07-14;BGIP4;BRBGIPACNPR8;BGIP;39;31,17;1;1215,63
2020-07-14;BIDI11;BRBIDICDAXX3;BIDI;3356925;39,7275645;1;133362454,61
2020-07-14;BIDI3;BRBIDIACNOR3;BIDI;41809;13,7767131;1;575990,6
2020-07-14;BIDI4;BRBIDIACNPR0;BIDI;3526732;12,8982556;1;45488690,93
2020-07-14;BIOM3;BRBIOMACNOR2;BIOM;17697;17,699275;1;313224,07
2020-07-14;BKBR3;BRBKBRACNOR4;BKBR;10225457;11,2334965;1;114867635,84
2020-07-14;BMEB4;BRBMEBACNPR5;BMEB;16;13,82;1;221,12
2020-07-14;BMGB4;BRBMGBACNPR0;BMGB;1653507;4,9453857;1;8177229,95
2020-07-14;BMIN4;BRBMINACNPR1;BMIN;1;19,8;1;19,8
2020-07-14;BOBR4;BRBOBRACNPR3;BOBR;76202;1,8862575;1;143736,6
2020-07-14;BOVA11;BRBOVACTF003;BOVA;70781855;92,9323253;1;6577922377,49
2020-07-14;BOVB11;BRBOVBCTF001;BOVB;16780;96,5309314;1;1619789,03
2020-07-14;BOVV11;BRBOVVCTF009;BOVV;25149610;92,6137276;1;2329199132,12
2020-07-14;BPAC11;BRBPACUNT006;BPAC;7034005;76,4995547;1;538098250,61
2020-07-14;BPAC5;BRBPACACNPA0;BPAC;2464;21,7625405;1;53622,9
2020-07-14;BPAN4;BRBPANACNPR1;BPAN;17844184;8,1645662;1;145690022,82
2020-07-14;BRAP3;BRBRAPACNOR5;BRAP;9483;33,1755267;1;314603,52
2020-07-14;BRAP4;BRBRAPACNPR2;BRAP;5845091;35,475775;1;207359133,74
2020-07-14;BRAX11;BRBRAXCTF002;BRAX;36000;76,5655513;1;2756359,85
2020-07-14;BRDT3;BRBRDTACNOR1;BRDT;8210843;21,0815423;1;173097234,5
