RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2020-07-15;AALR3;BRAALRACNOR6;AALR;1956809;10,9331393;1;21394065,54
2020-07-15;AAPL34;BRAAPLBDR004;AAPL;1590;203,2081761;1;323101
2020-07-15;ABCB4;BRABCBACNPR4;ABCB;2597112;14,4193336;1;37448624,51
2020-07-15;ABEV3;BRABEVACNOR1;ABEV;134842383;13,7765508;1;1857662950,57
2020-07-15;ADHM3;BRADHMACNOR9;ADHM;100;2,41;1;241
2020-07-15;AGRO3;BRAGROACNOR7;AGRO;366045;21,1473642;1;7740886,94
2020-07-15;ALPA3;BRALPAACNOR0;ALPA;337;24,2723442;1;8179,78
2020-07-15;ALPA4;BRALPAACNPR7;ALPA;3319085;28,7642312;1;95470928,58
2020-07-15;ALPK3;BRALPKACNOR9;ALPK;12750;9,5831513;1;122185,18
2020-07-15;ALSO3;BRALSOACNOR5;ALSO;3221469;28,2649388;1;91054624,23
2020-07-15;ALUP11;BRALUPCDAM15;ALUP;2816113;23,9356572;1;67405515,51
2020-07-15;ALUP3;BRALUPACNOR8;ALUP;4000;9,70375;1;38815
2020-07-15;ALUP4;BRALUPACNPR5;ALUP;2683;7,2012672;1;19321
2020-07-15;AMAR3;BRAMARACNOR4;AMAR;6952892;8,0931249;1;56270623,47
2020-07-15;AMBP3;BRAMBPACNOR6;AMBP;19127;31,1093386;1;595028,32
2020-07-15;ANIM3;BRANIMACNOR6;ANIM;2665117;24,7552369;1;65975602,84
2020-07-15;APER3;BRAPERACNOR9;APER;74830;29,3136871;1;2193543,21
2020-07-15;ARZZ3;BRARZZACNOR3;ARZZ;3237263;49,4104933;1;159954761,94
2020-07-15;ATMP3;BRATMPACNOR8;ATMP;57;4,9810526;1;283,92
2020-07-15;ATOM3;BRATOMACNOR1;ATOM;2431;1,948445;1;4736,67
2020-07-15;ATTB34;BRATTBBDR007;ATTB;3796;158,59;1;602007,64
2020-07-15;AURA32;BRAURABDR001;AURA;143568;820;1;117725760
2020-07-15;AZEV3;BRAZEVACNOR0;AZEV;3140;13,6131114;1;42745,17
2020-07-15;AZEV4;BRAZEVACNPR7;AZEV;23539;5,2903054;1;124528,5
2020-07-15;AZUL4;BRAZULACNPR4;AZUL;19579072;21,4134417;1;419255317,26
2020-07-15;B3SA3;BRB3SAACNOR6;B3SA;20244612;52,0358894;1;1053446391,86
2020-07-15;BAHI3;BRBAHIACNOR1;BAHI;201;92,5124378;1;18595
2020-07-15;BALM4;BRBALMACNPR2;BALM;1484;10,7862061;1;16006,73
2020-07-15;BAUH4;BRBAUHACNPR3;BAUH;1;83;1;83
2020-07-15;BAZA3;BRBAZAACNOR0;BAZA;14;35,92;1;502,88
2020-07-15;BBAS3;BRBBASACNOR3;BBAS;19580039;31,3026604;1;612907311,64
2020-07-15;BBDC3;BRBBDCACNOR1;BBDC;10432584;19,3543087;1;201915451,94731
2020-07-15;BBDC4;BRBBDCACNPR8;BBDC;137942526;21,5609209;1;2974167892,55754
2020-07-15;BBRK3;BRBBRKACNOR4;BBRK;595935;2,5726516;1;1533133,17
2020-07-15;BBSD11;BRBBSDCTF000;BBSD;122;79,7920491;1;9734,63
