RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2020-06-24;AALR3;BRAALRACNOR6;AALR;1378528;11,338214;1;15630045,55
2020-06-24;AAPL34;BRAAPLBDR004;AAPL;4;185,74;1;742,96
2020-06-24;ABCB4;BRABCBACNPR4;ABCB;2501825;14,3094159;1;35799654,51
2020-06-24;ABEV3;BRABEVACNOR1;ABEV;121351426;13,1438366;1;1595023316,4
2020-06-24;ADHM3;BRADHMACNOR9;ADHM;270;2,6029629;1;702,8
2020-06-24;AFLT3;BRAFLTACNOR1;AFLT;15;12,35;1;185,25
2020-06-24;AGRO3;BRAGROACNOR7;AGRO;397710;19,2545963;1;7657745,5
2020-06-24;ALPA3;BRALPAACNOR0;ALPA;350;24,0627428;1;8421,96
2020-06-24;ALPA4;BRALPAACNPR7;ALPA;3868490;27,4363914;1;106137406,12
2020-06-24;ALPK3;BRALPKACNOR9;ALPK;5653;9,5992994;1;54264,84
2020-06-24;ALSO3;BRALSOACNOR5;ALSO;3580706;27,7286115;1;99288005,88
2020-06-24;ALUP11;BRALUPCDAM15;ALUP;2514044;24,1398785;1;60688716,73
2020-06-24;ALUP3;BRALUPACNOR8;ALUP;4496;9,7308585;1;43749,94
2020-06-24;ALUP4;BRALUPACNPR5;ALUP;384;7,2416666;1;2780,8
2020-06-24;AMAR3;BRAMARACNOR4;AMAR;9375708;7,340884;1;68825985,29
2020-06-24;ANIM3;BRANIMACNOR6;ANIM;2489865;24,1985271;1;60251065,69
2020-06-24;APER3;BRAPERACNOR9;APER;62322;21,1120954;1;1315748,01
2020-06-24;ARZZ3;BRARZZACNOR3;ARZZ;1033657;43,5733996;1;45039949,53
2020-06-24;ATMP3;BRATMPACNOR8;ATMP;61;5,0270491;1;306,65
2020-06-24;ATOM3;BRATOMACNOR1;ATOM;9929;1,7859069;1;17732,27
2020-06-24;AZEV3;BRAZEVACNOR0;AZEV;1000;13,77;1;13770
2020-06-24;AZEV4;BRAZEVACNPR7;AZEV;23205;5,7018801;1;132312,13
2020-06-24;AZUL4;BRAZULACNPR4;AZUL;22532379;21,4305432;1;482881123,73
2020-06-24;B3SA3;BRB3SAACNOR6;B3SA;19100727;47,0059356;1;897847544,84
2020-06-24;BAHI3;BRBAHIACNOR1;BAHI;201;70,6865671;1;14208
2020-06-24;BALM4;BRBALMACNPR2;BALM;184;9,3008152;1;1711,35
2020-06-24;BAUH4;BRBAUHACNPR3;BAUH;1;83;1;83
2020-06-24;BAZA3;BRBAZAACNOR0;BAZA;55;31,24;1;1718,2
2020-06-24;BBAS3;BRBBASACNOR3;BBAS;24444057;31,7737013;1;776678166,78
2020-06-24;BBDC3;BRBBDCACNOR1;BBDC;10735183;18,9579623;1;203517195,188151
2020-06-24;BBDC4;BRBBDCACNPR8;BBDC;107309085;21,2156626;1;2276633347,24985
2020-06-24;BBRK3;BRBBRKACNOR4;BBRK;369059;2,5644528;1;946434,41
2020-06-24;BBSD11;BRBBSDCTF000;BBSD;171;73,9192982;1;12640,2
2020-06-24;BBSE3;BRBBSEACNOR5;BBSE;17546632;27,4528253;1;481704623,28
2020-06-24;BEEF3;BRBEEFACNOR6;BEEF;8714685;12,9149226;1;112549482,92
2020-06-24;BEES3;BRBEESACNOR9;BEES;1501;6,0216922;1;9038,56
2020-06-24;BGIP4;BRBGIPACNPR8;BGIP;34;25,1323529;1;854,5
2020-06-24;BIDI11;BRBIDICDAXX3;BIDI;3157622;33,5019998;1;105786651,74
2020-06-24;BIDI3;BRBIDIACNOR3;BIDI;903380;10,5484684;1;9529275,43
2020-06-24;BIDI4;BRBIDIACNPR0;BIDI;3389409;11,6034535;1;39328850,04
2020-06-24;BIOM3;BRBIOMACNOR2;BIOM;5520;17,2913423;1;95448,21
2020-06-24;BKBR3;BRBKBRACNOR4;BKBR;10336979;11,4571068;1;118431872,5
2020-06-24;BKNG34;BRBKNGBDR006;BKNG;25;323,04;1;8076
2020-06-24;BMGB4;BRBMGBACNPR0;BMGB;1670993;4,6078943;1;7699759,18
