RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2020-08-11;AALR3;BRAALRACNOR6;AALR;1079399;11,0734333;1;11952652,93
2020-08-11;AAPL34;BRAAPLBDR004;AAPL;13001;225,8032089;1;2935667,52
2020-08-11;ABCB4;BRABCBACNPR4;ABCB;2541256;14,4566738;1;36738109,06
2020-08-11;ABEV3;BRABEVACNOR1;ABEV;95260160;14,2048992;1;1353160974,94
2020-08-11;ADHM3;BRADHMACNOR9;ADHM;100;2,33;1;233
2020-08-11;AFLT3;BRAFLTACNOR1;AFLT;25;10,65;1;266,25
2020-08-11;AGRO3;BRAGROACNOR7;AGRO;382444;21,0528839;1;8051549,14
2020-08-11;ALPA3;BRALPAACNOR0;ALPA;534;26,9957303;1;14415,72
2020-08-11;ALPA4;BRALPAACNPR7;ALPA;4884078;30,7692627;1;150279479,15
2020-08-11;ALPK3;BRALPKACNOR9;ALPK;6314;9,4892461;1;59915,1
2020-08-11;ALSO3;BRALSOACNOR5;ALSO;4538829;28,8493857;1;130942428,62
2020-08-11;ALUP11;BRALUPCDAM15;ALUP;2475178;24,0290952;1;59476287,86
2020-08-11;ALUP3;BRALUPACNOR8;ALUP;1300;9,7176923;1;12633
2020-08-11;ALUP4;BRALUPACNPR5;ALUP;70;7,12;1;498,4
2020-08-11;AMAR3;BRAMARACNOR4;AMAR;8816820;7,8344993;1;69075370,69
2020-08-11;AMBP3;BRAMBPACNOR6;AMBP;264513;28,5798097;1;7559731,21
2020-08-11;AMZO34;BRAMZOBDR002;AMZO;40;8350,195;1;334007,8
2020-08-11;ANIM3;BRANIMACNOR6;ANIM;3730376;26,6483912;1;99408519,32
2020-08-11;APER3;BRAPERACNOR9;APER;65353;31,4566711;1;2055787,83
2020-08-11;ARZZ3;BRARZZACNOR3;ARZZ;2931541;51,70231;1;151567441,64
2020-08-11;ATMP3;BRATMPACNOR8;ATMP;40;4,871;1;194,84
2020-08-11;ATOM3;BRATOMACNOR1;ATOM;29620;3,5592569;1;105425,19
2020-08-11;AZEV4;BRAZEVACNPR7;AZEV;4099;4,4213247;1;18123,01
2020-08-11;AZUL4;BRAZULACNPR4;AZUL;17237502;20,9544109;1;361201699,83
2020-08-11;B3SA3;BRB3SAACNOR6;B3SA;12229138;62,7051234;1;766829608,19
2020-08-11;BAHI3;BRBAHIACNOR1;BAHI;1;134,96;1;134,96
2020-08-11;BAUH4;BRBAUHACNPR3;BAUH;1;88,55;1;88,55
2020-08-11;BAZA3;BRBAZAACNOR0;BAZA;13;37,38;1;485,94
2020-08-11;BBAS3;BRBBASACNOR3;BBAS;19090223;33,3780557;1;637194527,14
2020-08-11;BBDC3;BRBBDCACNOR1;BBDC;8808310;20,2541532;1;178404860,475608
2020-08-11;BBDC4;BRBBDCACNPR8;BBDC;171523485;22,2584181;1;3817841458,8581
2020-08-11;BBRK3;BRBBRKACNOR4;BBRK;1274646;2,3509464;1;2996624,49
2020-08-11;BBSD11;BRBBSDCTF000;BBSD;110;81,4790909;1;8962,7
2020-08-11;BBSE3;BRBBSEACNOR5;BBSE;15449337;28,2069697;1;435778981,49
2020-08-11;BCSA34;BRBCSABDR005;BCSA;14;12,7128571;1;177,98
2020-08-11;BEEF3;BRBEEFACNOR6;BEEF;18037104;13,7112703;1;247311609,33
2020-08-11;BEES3;BRBEESACNOR9;BEES;684;5,979766;1;4090,16
2020-08-11;BERK34;BRBERKBDR002;BERK;20;1119,025;1;22380,5
2020-08-11;BGIP4;BRBGIPACNPR8;BGIP;78;29,515;1;2302,17
2020-08-11;BIDI11;BRBIDICDAXX3;BIDI;3129663;52,6757828;1;164857448,57
2020-08-11;BIDI3;BRBIDIACNOR3;BIDI;53904;17,4999029;1;943314,77
2020-08-11;BIDI4;BRBIDIACNPR0;BIDI;3608175;18,1943864;1;65648530,16
2020-08-11;BIOM3;BRBIOMACNOR2;BIOM;15838;16,5531771;1;262169,22
2020-08-11;BKBR3;BRBKBRACNOR4;BKBR;8330950;10,9726632;1;91412708,63
