RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2020-08-17;AALR3;BRAALRACNOR6;AALR;1308424;11,0005213;1;14393346,19
2020-08-17;AAPL34;BRAAPLBDR004;AAPL;5001;197,3590521;1;986992,62
2020-08-17;ABCB4;BRABCBACNPR4;ABCB;2802126;14,3036605;1;40080659,03
2020-08-17;ABEV3;BRABEVACNOR1;ABEV;99820920;13,9807194;1;1395568273,65
2020-08-17;ABUD34;BRABUDBDR009;ABUD;500;303,25;1;151625
2020-08-17;ADHM3;BRADHMACNOR9;ADHM;100;2,33;1;233
2020-08-17;AGRO3;BRAGROACNOR7;AGRO;394663;21,010327;1;8291998,7
2020-08-17;ALPA3;BRALPAACNOR0;ALPA;331;25,0249848;1;8283,27
2020-08-17;ALPA4;BRALPAACNPR7;ALPA;4723890;31,2803746;1;147765048,82
2020-08-17;ALPK3;BRALPKACNOR9;ALPK;8400;9,4190476;1;79120
2020-08-17;ALSO3;BRALSOACNOR5;ALSO;5208471;28,7256555;1;149616744,06
2020-08-17;ALUP11;BRALUPCDAM15;ALUP;3078866;24,1783908;1;74442025,64
2020-08-17;ALUP3;BRALUPACNOR8;ALUP;1300;9,7438461;1;12667
2020-08-17;ALUP4;BRALUPACNPR5;ALUP;159;7,2431446;1;1151,66
2020-08-17;AMAR3;BRAMARACNOR4;AMAR;8590546;7,7821264;1;66852714,95
2020-08-17;AMBP3;BRAMBPACNOR6;AMBP;381808;28,171453;1;10756086,13
2020-08-17;AMGN34;BRAMGNBDR004;AMGN;1900;1326,25;1;2519875
2020-08-17;AMZO34;BRAMZOBDR002;AMZO;30;8529,7266666;1;255891,8
2020-08-17;ANIM3;BRANIMACNOR6;ANIM;3679594;26,870899;1;98873998,95
2020-08-17;APER3;BRAPERACNOR9;APER;66910;30,320589;1;2028750,61
2020-08-17;ARZZ3;BRARZZACNOR3;ARZZ;3389714;52,536521;1;178083781,04
2020-08-17;ATMP3;BRATMPACNOR8;ATMP;40;4,776;1;191,04
2020-08-17;ATOM3;BRATOMACNOR1;ATOM;32383;3,5294419;1;114293,92
2020-08-17;AZEV4;BRAZEVACNPR7;AZEV;3618;4,2863985;1;15508,19
2020-08-17;AZUL4;BRAZULACNPR4;AZUL;13736993;21,8137279;1;299655027,82
2020-08-17;B3SA3;BRB3SAACNOR6;B3SA;12360536;62,8772405;1;777196395,44
2020-08-17;BAHI3;BRBAHIACNOR1;BAHI;1;134,96;1;134,96
2020-08-17;BAUH4;BRBAUHACNPR3;BAUH;1;88,55;1;88,55
2020-08-17;BAZA3;BRBAZAACNOR0;BAZA;13;37,38;1;485,94
2020-08-17;BBAS3;BRBBASACNOR3;BBAS;20067391;33,4198531;1;670649259,92
2020-08-17;BBDC3;BRBBDCACNOR1;BBDC;7744712;20,175319;1;156252035,345608
2020-08-17;BBDC4;BRBBDCACNPR8;BBDC;167332362;22,1987436;1;3714568201,0281
2020-08-17;BBRK3;BRBBRKACNOR4;BBRK;1171924;2,3202417;1;2719146,99
2020-08-17;BBSD11;BRBBSDCTF000;BBSD;3130;81,3496805;1;254624,5
2020-08-17;BBSE3;BRBBSEACNOR5;BBSE;17951007;28,3443532;1;508809684
2020-08-17;BCSA34;BRBCSABDR005;BCSA;14;12,7128571;1;177,98
2020-08-17;BEEF3;BRBEEFACNOR6;BEEF;19024345;13,5927372;1;258592923,13
2020-08-17;BEES3;BRBEESACNOR9;BEES;800;5,86;1;4688
2020-08-17;BERK34;BRBERKBDR002;BERK;70;1154,2285714;1;80796
2020-08-17;BIDI11;BRBIDICDAXX3;BIDI;2951568;54,1031185;1;159689033,3
2020-08-17;BIDI3;BRBIDIACNOR3;BIDI;97066;19,2907126;1;1872472,31
2020-08-17;BIDI4;BRBIDIACNPR0;BIDI;3999532;18,7807945;1;75114388,8
2020-08-17;BIOM3;BRBIOMACNOR2;BIOM;15838;16,6635446;1;263917,22
2020-08-17;BKBR3;BRBKBRACNOR4;BKBR;7883597;11,0910636;1;87437475,75
2020-08-17;BMGB4;BRBMGBACNPR0;BMGB;1978257;5,1806288;1;10248615,24
2020-08-17;BMIN4;BRBMINACNPR1;BMIN;1;19,3;1;19,3
2020-08-17;BNBR3;BRBNBRACNOR8;BNBR;42;85,88;1;3606,96
2020-08-17;BOBR4;BRBOBRACNPR3;BOBR;68436;2,2360447;1;153025,96
2020-08-17;BOVA11;BRBOVACTF003;BOVA;83755809;98,6930405;1;8266115450,13
2020-08-17;BOVB11;BRBOVBCTF001;BOVB;226800;102,8643977;1;23329645,42
2020-08-17;BOVV11;BRBOVVCTF009;BOVV;31854962;101,0481685;1;3218885568,02
2020-08-17;BPAC11;BRBPACUNT006;BPAC;2316951;86,6889687;1;200854092,84
2020-08-17;BPAC5;BRBPACACNPA0;BPAC;1239;18,721824;1;23196,34
2020-08-17;BPAN4;BRBPANACNPR1;BPAN;11498634;9,7057976;1;111603414,87
2020-08-17;BRAP3;BRBRAPACNOR5;BRAP;10774;37,816226;1;407432,02
2020-08-17;BRAP4;BRBRAPACNPR2;BRAP;8138767;41,6117397;1;338668253,98
2020-08-17;BRAX11;BRBRAXCTF002;BRAX;27610;75,5447844;1;2085791,5
2020-08-17;BRDT3;BRBRDTACNOR1;BRDT;7553226;21,5536056;1;162799254,39
2020-08-17;BRFS3;BRBRFSACNOR8;BRFS;28172523;21,3223095;1;600703256,43
2020-08-17;BRKM3;BRBRKMACNOR1;BRKM;1155;24,2992207;1;28065,6
2020-08-17;BRKM5;BRBRKMACNPA4;BRKM;18167235;24,055153;1;437015618,94
2020-08-17;BRML3;BRBRMLACNOR9;BRML;95658684;10,6154409;1;1015459110,55
2020-08-17;BRPR3;BRBRPRACNOR9;BRPR;11171207;9,2937633;1;103822554,72
2020-08-17;BRSR3;BRBRSRACNOR3;BRSR;129;15,7613178;1;2033,21
2020-08-17;BRSR6;BRBRSRACNPB4;BRSR;6403295;14,2549373;1;91278568,83
2020-08-17;BSEV3;BRBSEVACNOR3;BSEV;21001;3,5989795;1;75582,17
2020-08-17;BTOW3;BRBTOWACNOR8;BTOW;5660147;117,9911705;1;667847370,23
2020-08-17;BTTL3;BRBTTLACNOR0;BTTL;300;8,64;1;2592
2020-08-17;CAMB3;BRCAMBACNOR4;CAMB;69615;4,7154445;1;328265,67
2020-08-17;CAML3;BRCAMLACNOR3;CAML;3738234;11,68113;1;43666797,53
2020-08-17;CARD3;BRCARDACNOR9;CARD;265599;13,1190175;1;3484397,93
2020-08-17;CCPR3;BRCCPRACNOR9;CCPR;290821;14,8955019;1;4331924,78
2020-08-17;CCRO3;BRCCROACNOR2;CCRO;31122049;14,474133;1;450464678,01
2020-08-17;CEAB3;BRCEABACNOR1;CEAB;2289521;10,7001722;1;24498268,96
2020-08-17;CESP3;BRCESPACNOR3;CESP;15120;34,3748425;1;519747,62
2020-08-17;CESP6;BRCESPACNPB4;CESP;3243691;29,0009395;1;94070086,66
2020-08-17;CGAS5;BRCGASACNPA3;CGAS;2067;182,7275568;1;377697,86
2020-08-17;CGRA3;BRCGRAACNOR2;CGRA;500;26,52;1;13260
2020-08-17;CGRA4;BRCGRAACNPR9;CGRA;8800;26,763409;1;235518
2020-08-17;CHVX34;BRCHVXBDR008;CHVX;90;241,92;1;21772,8
2020-08-17;CIEL3;BRCIELACNOR3;CIEL;108103711;5,1136253;1;552801874,85
2020-08-17;CLSC4;BRCLSCACNPR3;CLSC;400;55,425;1;22170
2020-08-17;CMCS34;BRCMCSBDR008;CMCS;110;234,6363636;1;25810
2020-08-17;CMIG3;BRCMIGACNOR6;CMIG;2289259;11,5764002;1;26501378,448532
2020-08-17;CMIG4;BRCMIGACNPR3;CMIG;55976749;11,0823032;1;620351304,783036
2020-08-17;CNTO3;BRCNTOACNOR5;CNTO;3540352;30,5521077;1;108165215,64
2020-08-17;COCE5;BRCOCEACNPA3;COCE;20545;59,9429909;1;1231528,75
2020-08-17;COGN3;BRCOGNACNOR2;COGN;151086100;7,8660196;1;1188446229,2
2020-08-17;CPFE3;BRCPFEACNOR0;CPFE;6912911;31,2317661;1;215902419,54
2020-08-17;CPLE3;BRCPLEACNOR8;CPLE;337472;61,7854244;1;20850850,75
2020-08-17;CPLE6;BRCPLEACNPB9;CPLE;5173740;62,2294209;1;321958844,32
2020-08-17;CRDE3;BRCRDEACNOR1;CRDE;85;21,93;1;1864,05
2020-08-17;CRFB3;BRCRFBACNOR2;CRFB;8645850;21,1487993;1;182849346,93
2020-08-17;CRIV4;BRCRIVACNPR1;CRIV;6;6,38;1;38,28
2020-08-17;CRPG5;BRCRPGACNPA3;CRPG;5075;22,4091133;1;113726,25
2020-08-17;CSAN3;BRCSANACNOR6;CSAN;11581101;84,0886594;1;973839258
2020-08-17;CSMG3;BRCSMGACNOR5;CSMG;4123687;53,6291158;1;221149687,66
2020-08-17;CSNA3;BRCSNAACNOR6;CSNA;31035723;12,6198876;1;391667337,24
2020-08-17;CTKA3;BRCTKAACNOR0;CTKA;1;15,54;1;15,54
2020-08-17;CTNM4;BRCTNMACNPR6;CTNM;29387;6,0295644;1;177190,81
2020-08-17;CTSA3;BRCTSAACNOR3;CTSA;2104;3,1898906;1;6711,53
2020-08-17;CTSA4;BRCTSAACNPR0;CTSA;73;3,0613698;1;223,48
2020-08-17;CVCB3;BRCVCBACNOR1;CVCB;15813414;20,1253853;1;318251050,9
