RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2020-07-03;AALR3;BRAALRACNOR6;AALR;1710858;10,8268275;1;18523164,55
2020-07-03;AAPL34;BRAAPLBDR004;AAPL;20;195,91;1;3918,2
2020-07-03;ABCB4;BRABCBACNPR4;ABCB;2627182;14,3545444;1;37712000,7
2020-07-03;ABEV3;BRABEVACNOR1;ABEV;128370415;13,4409803;1;1725424219,75
2020-07-03;ADHM3;BRADHMACNOR9;ADHM;100;2,54;1;254
2020-07-03;AFLT3;BRAFLTACNOR1;AFLT;73;11,63;1;848,99
2020-07-03;AGRO3;BRAGROACNOR7;AGRO;536418;20,7099892;1;11109211
2020-07-03;ALPA3;BRALPAACNOR0;ALPA;337;23,9832047;1;8082,34
2020-07-03;ALPA4;BRALPAACNPR7;ALPA;3798857;28,2811669;1;107436108,98
2020-07-03;ALPK3;BRALPKACNOR9;ALPK;3106;9,5451609;1;29647,27
2020-07-03;ALSO3;BRALSOACNOR5;ALSO;3611696;27,8601369;1;100622345,16
2020-07-03;ALUP11;BRALUPCDAM15;ALUP;2468920;24,1503087;1;59625180,23
2020-07-03;ALUP3;BRALUPACNOR8;ALUP;4456;9,7085614;1;43261,35
2020-07-03;ALUP4;BRALUPACNPR5;ALUP;471;7,2097239;1;3395,78
2020-07-03;AMAR3;BRAMARACNOR4;AMAR;9007751;8,0047821;1;72105084,85
2020-07-03;AMZO34;BRAMZOBDR002;AMZO;371;7638,2267385;1;2833782,12
2020-07-03;ANIM3;BRANIMACNOR6;ANIM;2723710;24,6833301;1;67230233,16
2020-07-03;APER3;BRAPERACNOR9;APER;60302;24,6724631;1;1487798,87
2020-07-03;ARZZ3;BRARZZACNOR3;ARZZ;1712149;45,8580615;1;78515834,18
2020-07-03;ATMP3;BRATMPACNOR8;ATMP;57;5,0289473;1;286,65
2020-07-03;ATOM3;BRATOMACNOR1;ATOM;1201;1,9058867;1;2288,97
2020-07-03;ATTB34;BRATTBBDR007;ATTB;150;161,3;1;24195
2020-07-03;AZEV3;BRAZEVACNOR0;AZEV;2132;13,2740853;1;28300,35
2020-07-03;AZEV4;BRAZEVACNPR7;AZEV;19953;5,4510284;1;108764,37
2020-07-03;AZUL4;BRAZULACNPR4;AZUL;20585581;21,1263298;1;434897773,38
2020-07-03;B3SA3;BRB3SAACNOR6;B3SA;20184881;49,1260029;1;991602523,29
2020-07-03;BAHI3;BRBAHIACNOR1;BAHI;201;89,2885572;1;17947
2020-07-03;BALM4;BRBALMACNPR2;BALM;184;9,3008152;1;1711,35
2020-07-03;BAUH4;BRBAUHACNPR3;BAUH;1;83;1;83
2020-07-03;BAZA3;BRBAZAACNOR0;BAZA;55;35,92;1;1975,6
2020-07-03;BBAS3;BRBBASACNOR3;BBAS;23956739;31,9126874;1;764523924,93
2020-07-03;BBDC3;BRBBDCACNOR1;BBDC;10598815;19,2051345;1;203551668,080439
2020-07-03;BBDC4;BRBBDCACNPR8;BBDC;121369531;21,2647034;1;2580887090,10134
2020-07-03;BBRK3;BRBBRKACNOR4;BBRK;348491;2,5003952;1;871365,25
2020-07-03;BBSD11;BRBBSDCTF000;BBSD;163;79,4462576;1;12949,74
2020-07-03;BBSE3;BRBBSEACNOR5;BBSE;16817334;27,8628079;1;468578147,45
2020-07-03;BEEF3;BRBEEFACNOR6;BEEF;10035028;12,9164981;1;129617420,82
2020-07-03;BEES3;BRBEESACNOR9;BEES;1275;6,000745;1;7650,95
2020-07-03;BEES4;BRBEESACNPR6;BEES;10;6,22;1;62,2
2020-07-03;BIDI11;BRBIDICDAXX3;BIDI;3036092;36,3472141;1;110353486,15
2020-07-03;BIDI3;BRBIDIACNOR3;BIDI;224664;11,1933741;1;2514748,21
2020-07-03;BIDI4;BRBIDIACNPR0;BIDI;3396720;12,4573052;1;42313977,83
