RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-06-16;AALR3;BRAALRACNOR6;AALR;7;11434;121314,74;0,3200%;0,4000%;0,4800%;0,5300%;1,3300%;2,6000%
2020-06-16;ABCB4;BRABCBACNPR4;ABCB;19;220265;3158600,1;0,1300%;0,2500%;0,4000%;0,2200%;0,3500%;2,0000%
2020-06-16;ABEV3;BRABEVACNOR1;ABEV;168;4823033;64001647,91;0,0200%;0,0400%;0,2000%;0,0500%;0,1000%;1,0300%
2020-06-16;AGRO3;BRAGROACNOR7;AGRO;4;7700;150381;1,4900%;2,1500%;3,0000%;3,3300%;3,4000%;5,3000%
2020-06-16;ALPA4;BRALPAACNPR7;ALPA;38;207953;5693753,14;0,0500%;0,1400%;0,2000%;0,1500%;0,2500%;2,0000%
2020-06-16;ALSO3;BRALSOACNOR5;ALSO;40;297882;8418145,32;0,0500%;0,1000%;7,7800%;0,1200%;0,1900%;11,1100%
2020-06-16;ALUP11;BRALUPCDAM15;ALUP;14;728000;17333680;0,0700%;0,1100%;0,1500%;0,1400%;0,1500%;1,0000%
2020-06-16;ALUP3;BRALUPACNOR8;ALUP;2;1141;10953,6;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-16;AMAR3;BRAMARACNOR4;AMAR;69;902490;7373343,3;0,4500%;0,8600%;1,2000%;1,0000%;1,1200%;5,0000%
2020-06-16;ANIM3;BRANIMACNOR6;ANIM;13;180118;4185942,32;0,0500%;0,0800%;0,2400%;0,1500%;0,1600%;0,6900%
2020-06-16;APER3;BRAPERACNOR9;APER;1;100;2321;0,4500%;0,4500%;0,4500%;0,7500%;0,7500%;0,7500%
2020-06-16;ARZZ3;BRARZZACNOR3;ARZZ;13;75567;3290942,85;0,4900%;0,8400%;1,0000%;1,0000%;1,0100%;2,5000%
2020-06-16;ATMP3;BRATMPACNOR8;ATMP;2;21;104,37;2,1600%;2,5700%;2,8800%;4,8000%;5,7400%;7,0000%
2020-06-16;ATOM3;BRATOMACNOR1;ATOM;1;33;58,41;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-06-16;AZEV4;BRAZEVACNPR7;AZEV;2;987;5023,83;1,9400%;2,5900%;2,6400%;4,4000%;4,4500%;5,0200%
2020-06-16;AZUL4;BRAZULACNPR4;AZUL;281;1271324;27244473,32;0,1000%;4,3500%;5,6200%;0,1000%;5,5900%;7,6800%
2020-06-16;B3SA3;BRB3SAACNOR6;B3SA;108;3098365;153276116,55;0,0300%;0,0600%;0,1500%;0,0500%;0,1300%;1,0500%
2020-06-16;BBAS3;BRBBASACNOR3;BBAS;81;1550544;50051560,32;0,0300%;0,0800%;0,3000%;0,0500%;0,2400%;1,0400%
2020-06-16;BBDC3;BRBBDCACNOR1;BBDC;22;560710;10928237,9;0,0200%;0,0700%;0,1500%;0,1000%;0,1500%;1,0000%
2020-06-16;BBDC4;BRBBDCACNPR8;BBDC;126;7983550;168213398,5;0,0200%;0,0400%;0,2000%;0,0200%;0,0800%;1,0000%
2020-06-16;BBRK3;BRBBRKACNOR4;BBRK;3;1090;2441,6;1,0000%;1,0100%;1,1100%;2,2000%;2,4200%;4,0000%
2020-06-16;BBSD11;BRBBSDCTF000;BBSD;2;20;1508,6;0,1800%;0,1800%;0,1800%;0,3200%;0,3200%;0,3200%
2020-06-16;BBSE3;BRBBSEACNOR5;BBSE;50;1070132;28187276,88;0,3700%;0,6200%;0,8000%;0,5500%;0,7400%;1,7300%
2020-06-16;BEEF3;BRBEEFACNOR6;BEEF;60;439322;5702399,56;0,5400%;0,9700%;1,5000%;0,5500%;1,5400%;3,0000%
2020-06-16;BGIP4;BRBGIPACNPR8;BGIP;1;13;310,18;1,7500%;1,7500%;1,7500%;3,5000%;3,5000%;3,5000%
2020-06-16;BIDI11;BRBIDICDAXX3;BIDI;21;14159;456627,75;0,5200%;0,7000%;2,0000%;0,5200%;1,4600%;6,0000%
2020-06-16;BIDI3;BRBIDIACNOR3;BIDI;20;74011;683861,64;1,0700%;1,9900%;2,3000%;2,3000%;2,9700%;5,5100%
2020-06-16;BIDI4;BRBIDIACNPR0;BIDI;53;1379798;15991858,82;0,6900%;1,6100%;2,8500%;1,3800%;1,7800%;4,4000%
2020-06-16;BIOM3;BRBIOMACNOR2;BIOM;1;2800;47656;1,3400%;1,3400%;1,3400%;2,7000%;2,7000%;2,7000%
2020-06-16;BKBR3;BRBKBRACNOR4;BKBR;56;1057936;12367271,84;4,5000%;9,6400%;10,0000%;4,7000%;10,1100%;12,5000%
2020-06-16;BMGB4;BRBMGBACNPR0;BMGB;5;166900;874556;0,5900%;0,5900%;1,1900%;1,4800%;2,0300%;3,3000%
2020-06-16;BOBR4;BRBOBRACNPR3;BOBR;2;1900;4009;1,5000%;2,1200%;2,4000%;3,1000%;3,7200%;4,0000%
2020-06-16;BOVA11;BRBOVACTF003;BOVA;1163;3625038;319293347,04;1,0000%;4,4200%;6,4000%;1,2800%;5,2900%;8,9600%
2020-06-16;BOVB11;BRBOVBCTF001;BOVB;1;25730;2348634,4;2,9500%;2,9500%;2,9500%;3,0000%;3,0000%;3,0000%
2020-06-16;BOVV11;BRBOVVCTF009;BOVV;62;2179923;200531116,77;0,3800%;0,8000%;1,2500%;0,8000%;1,2200%;5,0000%
2020-06-16;BPAC11;BRBPACUNT006;BPAC;39;72742;4433624,9;0,1000%;0,1700%;0,2400%;0,2000%;0,2900%;1,2000%
2020-06-16;BPAN4;BRBPANACNPR1;BPAN;44;125087;1075748,2;0,1000%;0,2100%;1,0000%;0,2500%;0,6000%;3,2000%
