RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-13;AALR3;BRAALRACNOR6;AALR;13;147584;1672126,72;0,1200%;0,2400%;0,2500%;0,4400%;0,4900%;2,2500%
2020-07-13;ABCB4;BRABCBACNPR4;ABCB;12;142541;2146667,46;0,1200%;0,1900%;0,2500%;0,2000%;0,2700%;1,0000%
2020-07-13;ABEV3;BRABEVACNOR1;ABEV;325;7941473;117613215,13;0,0200%;0,0800%;0,5500%;0,0500%;0,1700%;1,4000%
2020-07-13;AGRO3;BRAGROACNOR7;AGRO;7;9461;214102,43;0,1600%;0,5800%;0,6900%;0,5500%;1,1200%;1,5700%
2020-07-13;ALPA4;BRALPAACNPR7;ALPA;31;281247;8386785,54;0,1000%;0,2000%;0,3000%;0,2000%;0,3900%;1,0000%
2020-07-13;ALPK3;BRALPKACNOR9;ALPK;2;761;7343,65;0,3000%;0,5600%;3,6000%;0,3500%;0,8000%;6,0000%
2020-07-13;ALSO3;BRALSOACNOR5;ALSO;24;317543;9691412,36;0,0800%;0,1500%;0,2400%;0,1200%;0,2100%;2,0000%
2020-07-13;ALUP11;BRALUPCDAM15;ALUP;17;251972;6072525,2;0,0400%;0,1500%;0,2800%;0,1500%;0,3200%;1,0000%
2020-07-13;ALUP4;BRALUPACNPR5;ALUP;1;2611;18799,2;0,3600%;0,3600%;0,3600%;0,6000%;0,6000%;0,6000%
2020-07-13;AMAR3;BRAMARACNOR4;AMAR;28;573691;5071428,44;0,4700%;1,0400%;1,2700%;0,5800%;1,4200%;5,0000%
2020-07-13;ANIM3;BRANIMACNOR6;ANIM;15;188490;4789530,9;0,0500%;0,1100%;0,2400%;0,1000%;0,2100%;1,5000%
2020-07-13;APER3;BRAPERACNOR9;APER;6;7216;250323,04;0,2300%;0,4700%;0,6000%;0,5500%;0,7100%;2,0000%
2020-07-13;ARZZ3;BRARZZACNOR3;ARZZ;177;81529;4219941,04;0,2400%;0,3600%;0,4800%;0,4800%;0,5800%;1,5000%
2020-07-13;ATMP3;BRATMPACNOR8;ATMP;1;17;85,68;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-13;AZEV4;BRAZEVACNPR7;AZEV;1;19;89,11;1,7300%;1,7300%;1,7300%;3,1600%;3,1600%;3,1600%
2020-07-13;AZUL4;BRAZULACNPR4;AZUL;162;2629456;56217769,28;0,1000%;1,2400%;1,4500%;0,1000%;1,4500%;5,0000%
