RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-27;AALR3;BRAALRACNOR6;AALR;13;58696;638025,52;0,2100%;0,4100%;0,4500%;0,5000%;0,5600%;2,3200%
2020-07-27;AAPL34;BRAAPLBDR004;AAPL;1;60;11505,6;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-27;ABCB4;BRABCBACNPR4;ABCB;18;12012;170570,4;0,0900%;0,1800%;0,2900%;0,2500%;0,3800%;1,0000%
2020-07-27;ABEV3;BRABEVACNOR1;ABEV;196;10311948;151482516,12;0,0300%;0,0600%;0,2500%;0,0500%;0,1400%;1,4700%
2020-07-27;AGRO3;BRAGROACNOR7;AGRO;8;35076;735894,48;0,3200%;0,5500%;0,6200%;0,6500%;0,8600%;2,4000%
2020-07-27;ALPA4;BRALPAACNPR7;ALPA;46;87862;2536575,94;0,1200%;0,1600%;0,7500%;0,2400%;0,2800%;2,0000%
2020-07-27;ALSO3;BRALSOACNOR5;ALSO;31;47381;1332827,53;0,0900%;0,1500%;0,1500%;0,1200%;0,3000%;0,8000%
2020-07-27;ALUP11;BRALUPCDAM15;ALUP;8;28438;676255,64;0,1600%;0,3200%;0,3800%;0,3700%;0,5900%;1,5000%
2020-07-27;AMAR3;BRAMARACNOR4;AMAR;23;334262;2667410,76;0,3100%;0,5900%;0,6500%;0,7000%;0,7700%;2,0000%
2020-07-27;AMBP3;BRAMBPACNOR6;AMBP;2;439;12300,78;1,4600%;1,4800%;1,5000%;2,4300%;2,8900%;3,4500%
2020-07-27;AMZO34;BRAMZOBDR002;AMZO;1;20;155340;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-27;ANIM3;BRANIMACNOR6;ANIM;30;607081;15401644,97;0,0900%;0,1700%;0,2400%;0,2300%;0,2800%;2,0000%
2020-07-27;APER3;BRAPERACNOR9;APER;1;206;6136,74;0,0900%;0,0900%;0,0900%;0,2800%;0,2800%;0,2800%
2020-07-27;ARZZ3;BRARZZACNOR3;ARZZ;15;75739;3916463,69;0,1000%;0,4000%;1,1000%;0,2200%;0,7900%;2,7300%
2020-07-27;ATOM3;BRATOMACNOR1;ATOM;1;11554;34546,46;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-07-27;AZUL4;BRAZULACNPR4;AZUL;132;2228796;45355998,6;0,2800%;0,4700%;0,6700%;0,4000%;0,7000%;2,5000%
2020-07-27;B3SA3;BRB3SAACNOR6;B3SA;73;653263;42566617,08;0,0200%;0,0500%;0,1000%;0,0600%;0,1100%;1,5500%
2020-07-27;BBAS3;BRBBASACNOR3;BBAS;49;139626;4762642,86;0,0200%;0,0600%;0,3600%;0,0500%;0,4300%;0,6100%
2020-07-27;BBDC3;BRBBDCACNOR1;BBDC;26;272135;5654965,3;0,0300%;0,0800%;0,1500%;0,1000%;0,2900%;0,8000%
2020-07-27;BBDC4;BRBBDCACNPR8;BBDC;137;3883084;87563544,2;0,0100%;0,0200%;0,3000%;0,0200%;0,1000%;1,5500%
2020-07-27;BBRK3;BRBBRKACNOR4;BBRK;3;5265;12214,8;0,4300%;0,6500%;0,6500%;1,2200%;1,2400%;2,5000%
2020-07-27;BBSE3;BRBBSEACNOR5;BBSE;60;178749;5001397,02;0,0300%;0,0700%;0,1000%;0,0800%;0,2300%;0,8000%
2020-07-27;BEEF3;BRBEEFACNOR6;BEEF;119;664563;9197551,92;0,1000%;0,3100%;0,7000%;0,1000%;0,6000%;2,5000%
2020-07-27;BERK34;BRBERKBDR002;BERK;1;10;10139,4;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-27;BIDI11;BRBIDICDAXX3;BIDI;16;210524;11267244,48;5,0000%;7,1900%;9,0000%;8,6800%;9,1100%;13,0000%
2020-07-27;BIDI3;BRBIDIACNOR3;BIDI;12;19305;334941,75;2,0000%;6,9500%;10,0000%;3,1000%;7,9100%;10,3500%
2020-07-27;BIDI4;BRBIDIACNPR0;BIDI;58;300084;5404512,84;0,1900%;0,9200%;2,7000%;0,7500%;1,7900%;5,0000%
2020-07-27;BIOM3;BRBIOMACNOR2;BIOM;1;100;1722;0,3500%;0,3500%;0,3500%;0,7500%;0,7500%;0,7500%
2020-07-27;BKBR3;BRBKBRACNOR4;BKBR;29;472606;5222296,3;1,4000%;4,4600%;8,0000%;3,5200%;5,1700%;11,2300%
2020-07-27;BMGB4;BRBMGBACNPR0;BMGB;5;4100;21033;0,5300%;1,4800%;1,5300%;2,5500%;3,6700%;3,7000%
2020-07-27;BOBR4;BRBOBRACNPR3;BOBR;1;100;214;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-27;BOVA11;BRBOVACTF003;BOVA;1360;4854860;476698703,4;0,3000%;1,3400%;3,5000%;0,6000%;1,8200%;6,5000%
2020-07-27;BOVB11;BRBOVBCTF001;BOVB;2;230;23524,4;1,8000%;1,8800%;1,9200%;3,0000%;3,9000%;4,3000%
2020-07-27;BOVV11;BRBOVVCTF009;BOVV;59;892904;91522660;0,4100%;0,8000%;0,9000%;0,8500%;0,9800%;2,0000%
2020-07-27;BPAC11;BRBPACUNT006;BPAC;45;128698;10999818,06;0,2500%;0,5700%;0,8200%;0,5000%;1,0700%;5,0000%
2020-07-27;BPAN4;BRBPANACNPR1;BPAN;45;1115018;10581520,82;0,0700%;0,1900%;0,2500%;0,1400%;0,2600%;0,9000%
2020-07-27;BRAP4;BRBRAPACNPR2;BRAP;93;258701;10663655,22;0,0200%;0,0500%;0,2500%;0,0200%;0,3000%;1,0000%
2020-07-27;BRDT3;BRBRDTACNOR1;BRDT;19;363626;8319762,88;0,0700%;0,2300%;0,2400%;0,1500%;0,2700%;1,1900%
2020-07-27;BRFS3;BRBRFSACNOR8;BRFS;68;553900;11282943;0,0400%;0,0700%;0,1500%;0,0700%;0,1900%;1,5500%
2020-07-27;BRKM3;BRBRKMACNOR1;BRKM;1;200;4826;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-27;BRKM5;BRBRKMACNPA4;BRKM;146;1138204;27351042,12;1,0000%;3,5800%;6,3700%;4,0200%;6,2100%;12,1000%
2020-07-27;BRML3;BRBRMLACNOR9;BRML;82;2236137;23099295,21;0,0500%;0,1000%;0,1200%;0,1000%;0,1200%;0,7000%
2020-07-27;BRPR3;BRBRPRACNOR9;BRPR;23;265002;2398268,1;0,7800%;1,1500%;1,3500%;1,3500%;1,4000%;2,7000%
