RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-20;AALR3;BRAALRACNOR6;AALR;7;39419;441886,99;0,1900%;0,3800%;0,4500%;0,5500%;0,7800%;2,6300%
2020-07-20;AAPL34;BRAAPLBDR004;AAPL;1;170;35266,5;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-20;ABCB4;BRABCBACNPR4;ABCB;17;65593;983895;0,1100%;0,2000%;0,2300%;0,2200%;0,2900%;0,8800%
2020-07-20;ABEV3;BRABEVACNOR1;ABEV;172;13973771;196471220,26;0,0100%;0,0600%;0,2500%;0,0100%;0,1000%;1,1000%
2020-07-20;ALPA4;BRALPAACNPR7;ALPA;26;563640;16373742;0,0800%;0,1300%;0,2000%;0,1500%;0,2500%;0,8500%
2020-07-20;ALPK3;BRALPKACNOR9;ALPK;1;400;3872;0,2100%;0,2100%;0,2100%;2,5000%;2,5000%;2,5000%
2020-07-20;ALSO3;BRALSOACNOR5;ALSO;14;37318;1116181,38;0,1000%;0,1500%;0,1800%;0,1700%;0,2500%;2,0000%
2020-07-20;ALUP11;BRALUPCDAM15;ALUP;14;17101;410766,02;0,0400%;0,1100%;0,1900%;0,1100%;0,6000%;1,0000%
2020-07-20;ALUP4;BRALUPACNPR5;ALUP;1;70;498,4;0,3000%;0,3000%;0,3000%;1,0800%;1,0800%;1,0800%
2020-07-20;AMAR3;BRAMARACNOR4;AMAR;25;97597;857877,63;0,0500%;0,6400%;0,9800%;0,9800%;1,5800%;2,5000%
2020-07-20;AMBP3;BRAMBPACNOR6;AMBP;2;18678;558098,64;2,5900%;2,5900%;2,7000%;2,7500%;2,7600%;3,4500%
2020-07-20;ANIM3;BRANIMACNOR6;ANIM;13;17540;453058,2;0,0600%;0,0900%;0,2400%;0,1400%;0,1900%;0,9000%
2020-07-20;APER3;BRAPERACNOR9;APER;3;2200;74888;0,3000%;0,3100%;0,4500%;0,4500%;0,5400%;0,5500%
2020-07-20;ARZZ3;BRARZZACNOR3;ARZZ;17;75272;4019524,8;0,1000%;0,1400%;0,4000%;0,2400%;0,5000%;1,5000%
2020-07-20;ATOM3;BRATOMACNOR1;ATOM;1;2;4,72;1,9200%;1,9200%;1,9200%;4,7900%;4,7900%;4,7900%
2020-07-20;ATTB34;BRATTBBDR007;ATTB;1;120;19538,4;5,0000%;5,0000%;5,0000%;5,5000%;5,5000%;5,5000%
2020-07-20;AZUL4;BRAZULACNPR4;AZUL;117;3944700;86428377;0,1000%;0,8300%;1,0000%;0,1000%;0,9800%;2,6800%
2020-07-20;B3SA3;BRB3SAACNOR6;B3SA;141;924364;58715601,28;0,0100%;0,0500%;0,7500%;0,0100%;0,1700%;2,0300%
2020-07-20;BAUH4;BRBAUHACNPR3;BAUH;1;1;88,55;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-20;BBAS3;BRBBASACNOR3;BBAS;253;2229749;78264189,9;0,0100%;0,0600%;0,1000%;0,0100%;0,0700%;1,0500%
2020-07-20;BBDC3;BRBBDCACNOR1;BBDC;67;758829;15760878,33;0,0300%;0,1000%;0,2500%;0,0500%;0,2300%;1,1500%
2020-07-20;BBDC4;BRBBDCACNPR8;BBDC;138;9604102;216188336,02;0,0100%;0,0300%;0,1000%;0,0100%;0,0500%;1,0600%
2020-07-20;BBSE3;BRBBSEACNOR5;BBSE;43;338397;9319453,38;0,0300%;0,0700%;0,6200%;0,0400%;0,1700%;0,8000%
2020-07-20;BEEF3;BRBEEFACNOR6;BEEF;56;423672;5986485,36;0,1000%;0,7300%;5,4000%;0,1000%;1,1500%;5,4000%
2020-07-20;BGIP4;BRBGIPACNPR8;BGIP;1;13;420,81;1,2000%;1,2000%;1,2000%;2,5000%;2,5000%;2,5000%
2020-07-20;BIDI11;BRBIDICDAXX3;BIDI;17;52453;2663563,34;2,1000%;8,6300%;9,5000%;3,1000%;13,7500%;15,0000%
2020-07-20;BIDI3;BRBIDIACNOR3;BIDI;4;3456;56782,08;2,1600%;2,9100%;4,0000%;3,7000%;4,6400%;5,1000%
2020-07-20;BIDI4;BRBIDIACNPR0;BIDI;26;45265;776747,4;0,5700%;0,8200%;1,2400%;1,2700%;1,8300%;4,0000%
2020-07-20;BIOM3;BRBIOMACNOR2;BIOM;1;200;3516;0,7000%;0,7000%;0,7000%;5,0000%;5,0000%;5,0000%
2020-07-20;BKBR3;BRBKBRACNOR4;BKBR;56;2141677;24565035,19;2,0400%;5,5500%;8,0000%;3,8600%;5,8300%;8,5000%
2020-07-20;BMGB4;BRBMGBACNPR0;BMGB;11;111826;602742,14;0,1400%;0,3000%;0,4000%;0,4200%;0,5400%;2,4000%
2020-07-20;BOVA11;BRBOVACTF003;BOVA;1033;4086512;403297869,28;0,5000%;1,6400%;2,4900%;1,0000%;1,8600%;5,0000%
2020-07-20;BOVV11;BRBOVVCTF009;BOVV;147;6728442;694106076,72;0,1500%;0,8000%;0,9000%;0,8000%;0,8200%;3,0000%
2020-07-20;BPAC11;BRBPACUNT006;BPAC;60;708264;61966017,36;0,2800%;0,5200%;0,9100%;0,5000%;1,9200%;5,0000%
2020-07-20;BPAN4;BRBPANACNPR1;BPAN;18;117348;1181694,36;0,0900%;0,1400%;0,1700%;0,2200%;0,2500%;0,7600%
2020-07-20;BRAP4;BRBRAPACNPR2;BRAP;47;1384621;56326382,28;0,0600%;0,1200%;0,5000%;0,1000%;0,1900%;1,6000%
2020-07-20;BRDT3;BRBRDTACNOR1;BRDT;34;302740;7038705;0,0500%;0,1200%;0,1800%;0,1000%;0,3600%;1,1000%
2020-07-20;BRFS3;BRBRFSACNOR8;BRFS;74;1499072;30880883,2;0,0400%;0,0700%;6,5900%;0,0700%;0,2200%;6,5900%
2020-07-20;BRKM3;BRBRKMACNOR1;BRKM;1;600;14808;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-20;BRKM5;BRBRKMACNPA4;BRKM;217;1444187;35758070,12;0,1000%;7,1700%;12,0000%;2,6000%;10,0100%;20,0000%
2020-07-20;BRML3;BRBRMLACNOR9;BRML;228;3113969;35125570,32;0,0400%;0,0800%;2,0000%;0,0700%;0,1700%;3,9000%
2020-07-20;BRPR3;BRBRPRACNOR9;BRPR;10;180805;1706799,2;0,4300%;0,9000%;1,0000%;0,8000%;1,1000%;1,1500%
2020-07-20;BRSR6;BRBRSRACNPB4;BRSR;10;146360;2176373,2;0,2500%;0,4200%;0,5800%;0,6000%;0,6400%;1,4900%
2020-07-20;BSEV3;BRBSEVACNOR3;BSEV;1;454;1729,74;2,1200%;2,1200%;2,1200%;3,5400%;3,5400%;3,5400%
2020-07-20;BTOW3;BRBTOWACNOR8;BTOW;77;434385;49567672,35;0,1500%;0,8600%;1,6900%;0,7100%;1,4400%;4,7900%
2020-07-20;CAMB3;BRCAMBACNOR4;CAMB;1;1000;4600;1,0000%;1,0000%;1,0000%;5,0000%;5,0000%;5,0000%
2020-07-20;CAML3;BRCAMLACNOR3;CAML;17;679853;7852302,15;0,1800%;0,2900%;0,3200%;0,3000%;0,3400%;1,0000%
2020-07-20;CARD3;BRCARDACNOR9;CARD;3;2531;32801,76;1,5400%;1,8300%;2,5700%;3,4300%;5,1500%;5,5000%
2020-07-20;CCRO3;BRCCROACNOR2;CCRO;127;3260984;47838635,28;0,0500%;0,1600%;0,3000%;0,0800%;0,2800%;2,2500%
2020-07-20;CEAB3;BRCEABACNOR1;CEAB;14;140021;1555633,31;0,1200%;0,2200%;0,2600%;0,2800%;0,4000%;1,0000%
2020-07-20;CESP6;BRCESPACNPB4;CESP;20;13470;401944,8;0,0500%;0,3400%;1,0700%;0,1800%;0,9900%;2,0000%
2020-07-20;CGAS5;BRCGASACNPA3;CGAS;2;1100;197197;0,8000%;0,8400%;1,2000%;1,0000%;1,0900%;2,0000%
2020-07-20;CIEL3;BRCIELACNOR3;CIEL;414;5418656;27743518,72;0,1000%;1,1000%;1,7000%;0,1000%;1,8500%;5,0000%
2020-07-20;CMCS34;BRCMCSBDR008;CMCS;1;70;15914,5;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-20;CMIG3;BRCMIGACNOR6;CMIG;6;16300;194459;0,0400%;0,1300%;1,1400%;0,0700%;2,0700%;3,0000%
2020-07-20;CMIG4;BRCMIGACNPR3;CMIG;214;5820970;65893380,4;0,0100%;0,0200%;3,5000%;0,0200%;1,7500%;28,0500%
2020-07-20;CNTO3;BRCNTOACNOR5;CNTO;30;127903;4068594,43;0,3900%;0,5100%;0,8000%;0,6000%;0,9600%;2,8000%
2020-07-20;COCE5;BRCOCEACNPA3;COCE;2;200;12706;1,5000%;1,5400%;1,5800%;2,3500%;2,9300%;3,5000%
2020-07-20;COGN3;BRCOGNACNOR2;COGN;779;13079373;122292137,55;0,1000%;0,7100%;1,9800%;0,1000%;1,1700%;2,6000%
2020-07-20;COPH34;BRCOPHBDR009;COPH;1;366;20130;5,0000%;5,0000%;5,0000%;5,5000%;5,5000%;5,5000%
2020-07-20;CPFE3;BRCPFEACNOR0;CPFE;19;358688;10936397,12;0,0700%;0,1000%;0,2000%;0,1100%;0,3200%;2,0000%
2020-07-20;CPLE3;BRCPLEACNOR8;CPLE;5;1311;81242,67;0,2200%;0,4300%;0,6000%;1,0000%;1,5800%;3,0000%
2020-07-20;CPLE6;BRCPLEACNPB9;CPLE;30;312134;19689412,72;0,0500%;0,3900%;0,4800%;0,3300%;0,5800%;3,0000%
2020-07-20;CRFB3;BRCRFBACNOR2;CRFB;38;150173;3019979,03;0,1100%;0,2200%;0,2600%;0,2000%;0,4200%;1,0000%
