RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-08-07;AALR3;BRAALRACNOR6;AALR;8;25570;283571,3;0,2100%;0,3100%;0,3800%;0,5400%;1,0300%;2,5000%
2020-08-07;ABCB4;BRABCBACNPR4;ABCB;12;87174;1228281,66;0,1700%;0,2800%;0,3000%;0,2900%;0,4100%;1,0100%
2020-08-07;ABEV3;BRABEVACNOR1;ABEV;121;9128043;120398887,17;0,0100%;0,0700%;0,1800%;0,0100%;0,1100%;1,0800%
2020-08-07;AGRO3;BRAGROACNOR7;AGRO;3;17500;355250;0,0500%;0,0500%;0,0500%;0,8000%;0,8000%;0,8000%
2020-08-07;ALPA4;BRALPAACNPR7;ALPA;68;499653;17143094,43;0,0500%;0,2600%;0,9000%;0,1200%;0,4200%;2,0000%
2020-08-07;ALSO3;BRALSOACNOR5;ALSO;19;165058;4856006,36;0,1500%;0,2700%;0,3100%;0,1800%;0,3400%;1,0000%
2020-08-07;ALUP11;BRALUPCDAM15;ALUP;14;24010;590646;0,0600%;0,0900%;0,2500%;0,1200%;0,2700%;1,0000%
2020-08-07;AMAR3;BRAMARACNOR4;AMAR;30;940461;7307381,97;0,1200%;0,2700%;0,3700%;0,1400%;0,3800%;1,8000%
2020-08-07;AMBP3;BRAMBPACNOR6;AMBP;3;12700;353695;0,2400%;0,2400%;0,3000%;0,3500%;0,5400%;0,5500%
2020-08-07;ANIM3;BRANIMACNOR6;ANIM;19;130101;3651935,07;0,1000%;0,2200%;6,0000%;0,2800%;0,3800%;6,2000%
2020-08-07;APER3;BRAPERACNOR9;APER;3;14328;413219,52;0,2100%;0,5200%;0,5500%;0,4200%;0,5900%;0,6000%
2020-08-07;ARZZ3;BRARZZACNOR3;ARZZ;59;161758;8851397,76;0,1000%;0,3800%;0,7000%;0,2200%;0,5500%;1,0500%
