RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-23;AALR3;BRAALRACNOR6;AALR;13;39700;460123;0,2000%;0,3000%;0,4500%;0,3200%;0,8100%;1,6000%
2020-07-23;ABCB4;BRABCBACNPR4;ABCB;15;280338;4165822,68;0,1400%;0,2600%;0,2700%;0,2600%;0,6300%;0,8200%
2020-07-23;ABEV3;BRABEVACNOR1;ABEV;179;4437165;65758785,3;0,0200%;0,0500%;0,7500%;0,0300%;0,1300%;2,0000%
2020-07-23;AGRO3;BRAGROACNOR7;AGRO;7;44800;953344;0,3300%;0,6200%;1,0000%;0,8500%;1,4100%;2,4000%
2020-07-23;ALPA3;BRALPAACNOR0;ALPA;1;250;6285;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-23;ALPA4;BRALPAACNPR7;ALPA;28;799409;23254807,81;0,0700%;0,1100%;0,2000%;0,0900%;0,3300%;2,0000%
2020-07-23;ALPK3;BRALPKACNOR9;ALPK;1;400;3844;0,5100%;0,5100%;0,5100%;2,4800%;2,4800%;2,4800%
2020-07-23;ALSO3;BRALSOACNOR5;ALSO;21;141439;4217710,98;0,0800%;0,1400%;0,1500%;0,1500%;0,2600%;0,8000%
2020-07-23;ALUP11;BRALUPCDAM15;ALUP;16;98281;2383314,25;0,0400%;0,1300%;0,2000%;0,0700%;0,5000%;0,6800%
2020-07-23;AMAR3;BRAMARACNOR4;AMAR;23;721256;6282139,76;0,4400%;0,6700%;0,8000%;0,7500%;0,9400%;1,9000%
2020-07-23;AMBP3;BRAMBPACNOR6;AMBP;1;100;2888;1,2700%;1,2700%;1,2700%;3,5700%;3,5700%;3,5700%
2020-07-23;ANIM3;BRANIMACNOR6;ANIM;41;264433;7166134,3;0,0500%;0,1200%;0,2400%;0,1000%;0,1900%;0,9000%
2020-07-23;APER3;BRAPERACNOR9;APER;2;700;22337;0,1000%;0,2300%;1,0400%;0,2000%;0,3800%;1,4300%
2020-07-23;ARZZ3;BRARZZACNOR3;ARZZ;12;17319;933320,91;0,1000%;0,3600%;2,9900%;0,1700%;0,6100%;5,1900%
2020-07-23;ATMP3;BRATMPACNOR8;ATMP;1;22;105,16;0,2500%;0,2500%;0,2500%;1,5000%;1,5000%;1,5000%
2020-07-23;AZUL4;BRAZULACNPR4;AZUL;200;1887326;40709621,82;0,1000%;0,6300%;0,8000%;0,1000%;0,7600%;3,0000%
2020-07-23;B3SA3;BRB3SAACNOR6;B3SA;52;244517;16231038,46;0,0300%;0,0500%;0,2000%;0,0500%;0,2600%;1,5000%
2020-07-23;BBAS3;BRBBASACNOR3;BBAS;68;1958901;68777014,11;0,0200%;0,0500%;0,1000%;0,0500%;0,1100%;2,1000%
2020-07-23;BBDC3;BRBBDCACNOR1;BBDC;33;365076;7728658,92;0,0200%;0,1100%;0,2000%;0,0600%;0,4500%;1,1000%
2020-07-23;BBDC4;BRBBDCACNPR8;BBDC;132;9409624;214633523,44;0,0100%;0,0200%;0,2500%;0,0100%;0,0600%;1,0000%
2020-07-23;BBRK3;BRBBRKACNOR4;BBRK;8;59470;142133,3;0,6500%;1,1100%;1,3000%;1,1000%;1,1900%;2,6000%
2020-07-23;BBSE3;BRBBSEACNOR5;BBSE;89;397748;11260245,88;0,0300%;0,0500%;0,1200%;0,0500%;0,2000%;1,0000%
2020-07-23;BEEF3;BRBEEFACNOR6;BEEF;41;1206328;17202237,28;0,1000%;0,6200%;0,7000%;0,1000%;0,9900%;2,5000%
2020-07-23;BIDI11;BRBIDICDAXX3;BIDI;19;216145;11617793,75;3,3200%;8,5400%;9,0000%;5,8500%;9,3700%;15,0000%
2020-07-23;BIDI3;BRBIDIACNOR3;BIDI;3;405;7042,95;2,3900%;5,1100%;5,5900%;5,8000%;7,4400%;7,9900%
2020-07-23;BIDI4;BRBIDIACNPR0;BIDI;24;60370;1089074,8;0,0500%;0,9500%;1,2000%;0,1000%;2,1000%;2,5000%
2020-07-23;BKBR3;BRBKBRACNOR4;BKBR;14;398575;4770942,75;3,0000%;4,0400%;6,1500%;5,9800%;6,2400%;7,7000%
2020-07-23;BMGB4;BRBMGBACNPR0;BMGB;2;97400;514272;0,6000%;1,2500%;1,2500%;1,5200%;1,5300%;3,7600%
2020-07-23;BMIN4;BRBMINACNPR1;BMIN;2;300;5592;0,7500%;0,7500%;0,7500%;2,0000%;2,0000%;2,0000%
2020-07-23;BOBR4;BRBOBRACNPR3;BOBR;3;50982;115219,32;3,0000%;3,0000%;3,0000%;3,5500%;3,6300%;5,0000%
2020-07-23;BOVA11;BRBOVACTF003;BOVA;727;3010415;301523166,4;0,0200%;1,3800%;2,3000%;0,0200%;1,7600%;5,0000%
2020-07-23;BOVB11;BRBOVBCTF001;BOVB;1;50;5212,5;2,7000%;2,7000%;2,7000%;4,8000%;4,8000%;4,8000%
