RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-08-04;AALR3;BRAALRACNOR6;AALR;3;12600;141624;0,1400%;0,2800%;0,3700%;0,3000%;0,5700%;1,3500%
2020-08-04;ABCB4;BRABCBACNPR4;ABCB;21;38800;547080;0,1900%;0,3400%;0,7200%;0,3000%;0,7400%;2,3000%
2020-08-04;ABEV3;BRABEVACNOR1;ABEV;126;696941;9596877,57;0,0400%;0,0800%;0,2000%;0,0700%;0,2300%;2,2000%
2020-08-04;ADHM3;BRADHMACNOR9;ADHM;1;100;233;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-08-04;AFLT3;BRAFLTACNOR1;AFLT;1;25;266,25;0,7500%;0,7500%;0,7500%;2,5000%;2,5000%;2,5000%
2020-08-04;AGRO3;BRAGROACNOR7;AGRO;5;149862;3153096,48;0,0800%;0,0800%;0,1500%;0,1500%;0,1500%;0,3000%
2020-08-04;ALPA4;BRALPAACNPR7;ALPA;24;248718;7789847,76;0,1000%;0,2600%;0,2900%;0,1800%;0,3500%;0,9000%
2020-08-04;ALPK3;BRALPKACNOR9;ALPK;2;1300;12376;1,8000%;1,8200%;2,0000%;4,0500%;5,8500%;6,0000%
2020-08-04;ALSO3;BRALSOACNOR5;ALSO;16;65175;1754511;0,0500%;0,3600%;0,6500%;0,3300%;0,5200%;1,5000%
2020-08-04;ALUP11;BRALUPCDAM15;ALUP;8;11751;284256,69;0,0800%;0,1300%;0,2600%;0,2000%;0,3600%;0,9000%
2020-08-04;AMAR3;BRAMARACNOR4;AMAR;23;510920;4031158,8;0,1500%;0,2900%;0,5000%;0,3800%;0,5600%;2,5000%
2020-08-04;AMBP3;BRAMBPACNOR6;AMBP;5;10600;309202;0,4200%;0,4200%;0,4200%;0,7500%;0,7500%;0,7500%
2020-08-04;ANIM3;BRANIMACNOR6;ANIM;29;645195;18549356,25;0,1000%;0,2500%;0,5500%;0,1900%;0,4200%;1,0000%
2020-08-04;APER3;BRAPERACNOR9;APER;1;1700;50388;0,0300%;0,0300%;0,0300%;0,0600%;0,0600%;0,0600%
2020-08-04;ARZZ3;BRARZZACNOR3;ARZZ;26;202641;10691339,16;0,0700%;0,2000%;0,3200%;0,1500%;0,3000%;1,5000%
2020-08-04;ATOM3;BRATOMACNOR1;ATOM;2;470;1536,9;0,5500%;3,4900%;4,0000%;0,5500%;6,0400%;7,0000%
