RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-08-13;AALR3;BRAALRACNOR6;AALR;13;232182;2498278,32;0,3000%;0,5400%;0,5900%;0,6300%;0,7200%;2,1800%
2020-08-13;ABCB4;BRABCBACNPR4;ABCB;10;69904;972364,64;0,1300%;0,2200%;0,2900%;0,1600%;0,3500%;1,0000%
2020-08-13;ABEV3;BRABEVACNOR1;ABEV;121;10134975;134592468;0,0200%;0,0700%;0,2000%;0,0500%;0,1300%;1,0700%
2020-08-13;AGRO3;BRAGROACNOR7;AGRO;11;17486;351118,88;0,0800%;0,1700%;0,3000%;0,2100%;0,5500%;0,9000%
2020-08-13;ALPA4;BRALPAACNPR7;ALPA;22;62314;2110575,18;0,1300%;0,2900%;0,4500%;0,2200%;0,4800%;0,9700%
2020-08-13;ALPK3;BRALPKACNOR9;ALPK;1;1400;13048;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-08-13;ALSO3;BRALSOACNOR5;ALSO;18;381200;11355948;0,1300%;0,1800%;0,5200%;0,2500%;0,3200%;1,0000%
2020-08-13;ALUP11;BRALUPCDAM15;ALUP;29;608270;14762712,9;0,0300%;0,0500%;0,1000%;0,0500%;0,1200%;1,0000%
2020-08-13;ALUP3;BRALUPACNOR8;ALUP;1;200;1964;1,0000%;1,0000%;1,0000%;5,0000%;5,0000%;5,0000%
2020-08-13;AMAR3;BRAMARACNOR4;AMAR;56;1432509;10958693,85;0,1500%;0,3500%;0,9900%;0,2000%;0,6100%;2,2400%
2020-08-13;AMBP3;BRAMBPACNOR6;AMBP;2;2510;69451,7;0,1300%;0,1300%;0,1300%;0,2000%;0,2000%;0,2000%
2020-08-13;AMZO34;BRAMZOBDR002;AMZO;1;10;86587;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-08-13;ANIM3;BRANIMACNOR6;ANIM;23;369445;9893737,1;0,0500%;0,1600%;0,2500%;0,2000%;0,2500%;1,0000%
2020-08-13;APER3;BRAPERACNOR9;APER;3;2343;65111,97;0,4000%;0,7300%;0,8000%;0,8500%;1,0200%;1,8700%
2020-08-13;ARZZ3;BRARZZACNOR3;ARZZ;43;256056;14062595,52;0,1200%;0,2200%;0,3000%;0,2100%;0,3300%;1,2000%
