RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-21;AALR3;BRAALRACNOR6;AALR;17;41466;464833,86;0,1900%;0,3200%;0,6000%;0,4600%;0,8600%;3,0000%
2020-07-21;AAPL34;BRAAPLBDR004;AAPL;1;20;4170,6;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-21;ABCB4;BRABCBACNPR4;ABCB;15;140753;2109887,47;0,1000%;0,2400%;0,4000%;0,2000%;0,3000%;1,0000%
2020-07-21;ABEV3;BRABEVACNOR1;ABEV;228;4051476;57368900,16;0,0200%;0,0400%;0,5000%;0,0500%;0,1500%;1,2000%
2020-07-21;AGRO3;BRAGROACNOR7;AGRO;4;12800;271360;0,6000%;0,8200%;3,0000%;1,0500%;1,4100%;5,0000%
2020-07-21;ALPA4;BRALPAACNPR7;ALPA;25;49480;1440857,6;0,0700%;0,1200%;0,1500%;0,0700%;0,3600%;1,0000%
2020-07-21;ALSO3;BRALSOACNOR5;ALSO;21;188527;5768926,2;0,0800%;0,1400%;0,2400%;0,0800%;0,2700%;1,0000%
2020-07-21;ALUP11;BRALUPCDAM15;ALUP;7;125800;3019200;0,0600%;0,0800%;0,3600%;0,1500%;0,1700%;1,2000%
2020-07-21;ALUP3;BRALUPACNOR8;ALUP;1;1100;10703;1,8000%;1,8000%;1,8000%;3,5000%;3,5000%;3,5000%
2020-07-21;AMAR3;BRAMARACNOR4;AMAR;25;735583;6546688,7;0,3800%;0,6800%;1,2000%;0,8000%;0,9500%;2,7000%
2020-07-21;AMBP3;BRAMBPACNOR6;AMBP;2;1533;44993,55;1,5600%;1,5700%;2,0700%;2,6500%;2,6600%;3,3100%
2020-07-21;ANIM3;BRANIMACNOR6;ANIM;17;188417;4945946,25;0,0500%;0,0700%;0,2400%;0,0900%;0,1600%;0,9000%
2020-07-21;APER3;BRAPERACNOR9;APER;3;2405;81216,85;0,2000%;0,2000%;0,2500%;0,9500%;0,9500%;1,3100%
2020-07-21;ARZZ3;BRARZZACNOR3;ARZZ;15;262454;14135772,44;0,0800%;0,1400%;0,4800%;0,1500%;0,2700%;1,6800%
2020-07-21;ATMP3;BRATMPACNOR8;ATMP;2;20;98,2;0,7500%;1,7600%;3,0000%;2,1000%;3,4100%;5,0000%
2020-07-21;ATOM3;BRATOMACNOR1;ATOM;1;33;79,53;1,1500%;1,1500%;1,1500%;6,0000%;6,0000%;6,0000%
2020-07-21;AZUL4;BRAZULACNPR4;AZUL;132;1704809;37011403,39;0,1000%;0,7200%;0,9600%;0,1000%;0,8700%;3,0000%
