RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-29;AALR3;BRAALRACNOR6;AALR;14;56666;638059,16;0,1600%;0,2900%;1,0000%;0,2800%;0,5900%;2,6000%
2020-07-29;ABCB4;BRABCBACNPR4;ABCB;8;205155;2972695,95;0,1000%;0,2700%;0,3000%;0,2200%;0,2900%;2,3000%
2020-07-29;ABEV3;BRABEVACNOR1;ABEV;176;8506878;128879201,7;0,0400%;0,0800%;0,2500%;0,0600%;0,1700%;1,0000%
2020-07-29;AGRO3;BRAGROACNOR7;AGRO;4;18750;408750;0,1800%;0,3000%;0,3700%;0,4000%;0,5500%;2,5000%
2020-07-29;ALPA4;BRALPAACNPR7;ALPA;19;212604;6137877,48;0,1000%;0,2200%;0,2400%;0,1600%;0,2800%;1,0000%
2020-07-29;ALSO3;BRALSOACNOR5;ALSO;13;20241;571808,25;0,2300%;0,5100%;0,7800%;0,4800%;0,8800%;2,3000%
2020-07-29;ALUP11;BRALUPCDAM15;ALUP;8;86100;2086203;0,1000%;0,2100%;0,3800%;0,2200%;0,3000%;1,5000%
2020-07-29;ALUP3;BRALUPACNOR8;ALUP;2;2700;26379;2,0000%;2,0000%;2,0000%;5,0000%;5,0000%;5,0000%
2020-07-29;AMAR3;BRAMARACNOR4;AMAR;58;450646;3528558,18;0,2600%;0,5100%;0,5800%;0,5800%;0,7900%;2,0000%
2020-07-29;AMBP3;BRAMBPACNOR6;AMBP;1;8500;242845;1,4400%;1,4400%;1,4400%;1,5500%;1,5500%;1,5500%
2020-07-29;ANIM3;BRANIMACNOR6;ANIM;16;77960;2048009,2;0,1200%;0,2500%;0,4400%;0,2200%;0,4500%;2,5000%
2020-07-29;APER3;BRAPERACNOR9;APER;1;605;18264,95;0,0900%;0,0900%;0,0900%;0,2600%;0,2600%;0,2600%
2020-07-29;ARZZ3;BRARZZACNOR3;ARZZ;13;322890;16260740,4;0,1000%;0,1100%;0,3500%;0,1800%;0,2000%;2,0500%
2020-07-29;ATOM3;BRATOMACNOR1;ATOM;2;66;192,72;1,6000%;1,6000%;1,6000%;4,0800%;4,0800%;4,0800%
2020-07-29;AZUL4;BRAZULACNPR4;AZUL;123;1343951;28572398,26;0,1000%;0,4800%;0,5800%;0,1000%;0,5600%;2,1000%
2020-07-29;B3SA3;BRB3SAACNOR6;B3SA;55;343399;22259123,18;0,0400%;0,0600%;0,4200%;0,0400%;0,1400%;1,5000%
2020-07-29;BBAS3;BRBBASACNOR3;BBAS;47;1180287;41758554,06;0,0100%;0,0900%;0,2800%;0,0100%;0,5400%;1,0000%
2020-07-29;BBDC3;BRBBDCACNOR1;BBDC;41;365910;7921951,5;0,0400%;0,1100%;0,4000%;0,0800%;0,2200%;1,0000%
2020-07-29;BBDC4;BRBBDCACNPR8;BBDC;179;6534766;155658126,12;0,0200%;0,0400%;0,1500%;0,0200%;0,1000%;2,1000%
2020-07-29;BBRK3;BRBBRKACNOR4;BBRK;2;200;472;0,6400%;0,6700%;0,6900%;1,2700%;1,5200%;1,7700%
2020-07-29;BBSD11;BRBBSDCTF000;BBSD;1;30;2516,1;2,0000%;2,0000%;2,0000%;2,2000%;2,2000%;2,2000%
2020-07-29;BBSE3;BRBBSEACNOR5;BBSE;118;316230;8946146,7;0,0500%;0,1300%;1,0000%;0,1200%;0,3000%;1,5000%
2020-07-29;BEEF3;BRBEEFACNOR6;BEEF;152;2364560;34333411,2;0,1000%;0,2900%;0,4600%;0,1000%;0,4500%;1,5000%
2020-07-29;BEES3;BRBEESACNOR9;BEES;1;100;580;1,0000%;1,0000%;1,0000%;5,0000%;5,0000%;5,0000%
2020-07-29;BIDI11;BRBIDICDAXX3;BIDI;65;73112;4079649,6;1,5000%;5,2900%;12,0000%;2,2200%;7,4300%;17,6000%
2020-07-29;BIDI4;BRBIDIACNPR0;BIDI;86;531839;10046438,71;0,1000%;0,7200%;5,6400%;0,1000%;1,6200%;7,4800%
2020-07-29;BIOM3;BRBIOMACNOR2;BIOM;1;100;1684;0,1300%;0,1300%;0,1300%;2,7000%;2,7000%;2,7000%
2020-07-29;BKBR3;BRBKBRACNOR4;BKBR;18;374418;4133574,72;2,1100%;4,2400%;4,4000%;4,2500%;4,5500%;6,0000%
