RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-07;AALR3;BRAALRACNOR6;AALR;19;53066;563030,26;0,1700%;0,2800%;0,3000%;0,3500%;0,6100%;2,5000%
2020-07-07;ABCB4;BRABCBACNPR4;ABCB;12;214279;3122045,03;0,0700%;0,3200%;0,9000%;0,1200%;0,3400%;0,9000%
2020-07-07;ABEV3;BRABEVACNOR1;ABEV;182;5046019;72057151,32;0,0200%;0,0300%;0,2000%;0,0400%;0,1100%;1,5000%
2020-07-07;AGRO3;BRAGROACNOR7;AGRO;5;2900;65453;0,0700%;0,1800%;1,2000%;1,8000%;2,5400%;5,0000%
2020-07-07;ALPA4;BRALPAACNPR7;ALPA;15;89017;2635793,37;0,1000%;0,2800%;0,3200%;0,2000%;0,3500%;1,8000%
2020-07-07;ALPK3;BRALPKACNOR9;ALPK;2;2178;21039,48;0,5800%;0,7700%;0,9000%;1,5000%;1,5700%;1,6800%
2020-07-07;ALSO3;BRALSOACNOR5;ALSO;9;61042;1814778,66;0,1000%;0,1700%;0,3400%;0,1600%;0,1900%;2,2000%
2020-07-07;ALUP11;BRALUPCDAM15;ALUP;27;52455;1303506,75;0,0600%;0,0800%;0,1100%;0,0900%;0,5700%;2,5000%
2020-07-07;AMAR3;BRAMARACNOR4;AMAR;27;207191;1804633,61;0,2000%;0,6300%;1,3400%;0,8000%;2,2000%;3,7400%
2020-07-07;ANIM3;BRANIMACNOR6;ANIM;16;59180;1533945,6;0,1000%;0,2100%;0,2600%;0,2200%;0,3100%;2,0000%
2020-07-07;APER3;BRAPERACNOR9;APER;2;1421;46281,97;0,3700%;0,4300%;0,6000%;0,7200%;0,8300%;1,1000%
2020-07-07;ARZZ3;BRARZZACNOR3;ARZZ;13;83219;4094374,8;0,0100%;0,4600%;0,4800%;0,4000%;0,5600%;1,2000%
2020-07-07;ATOM3;BRATOMACNOR1;ATOM;1;32;64;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-07;AZEV3;BRAZEVACNOR0;AZEV;1;431;5965,04;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-07;AZEV4;BRAZEVACNPR7;AZEV;2;3160;14883,6;1,5000%;2,2900%;2,5800%;4,3000%;4,9300%;6,6300%
2020-07-07;AZUL4;BRAZULACNPR4;AZUL;146;1911990;41547542,7;0,1000%;2,1100%;2,5500%;0,1000%;2,6400%;4,5000%
2020-07-07;B3SA3;BRB3SAACNOR6;B3SA;65;771499;44021732,94;0,0300%;0,0500%;0,1500%;0,0500%;0,1700%;1,0500%
2020-07-07;BBAS3;BRBBASACNOR3;BBAS;75;3317923;114567881,19;0,0100%;0,0400%;0,2000%;0,0100%;0,0700%;2,2000%
2020-07-07;BBDC3;BRBBDCACNOR1;BBDC;34;283835;5812940,8;0,0200%;0,1300%;0,5000%;0,0800%;0,4000%;2,5000%
2020-07-07;BBDC4;BRBBDCACNPR8;BBDC;212;7690546;171883703,1;0,0200%;0,0300%;0,2000%;0,0200%;0,0900%;2,1000%
2020-07-07;BBRK3;BRBBRKACNOR4;BBRK;5;72378;183840,12;0,3700%;0,8600%;1,0000%;1,0000%;1,1100%;3,0000%
2020-07-07;BBSE3;BRBBSEACNOR5;BBSE;25;852121;23910515,26;0,0800%;0,1400%;0,1900%;0,1000%;0,2000%;0,9000%
2020-07-07;BEEF3;BRBEEFACNOR6;BEEF;41;71267;945000,42;0,1000%;0,7000%;3,0000%;0,1000%;1,9100%;5,0000%
2020-07-07;BEES3;BRBEESACNOR9;BEES;1;100;600;0,5400%;0,5400%;0,5400%;5,0000%;5,0000%;5,0000%
2020-07-07;BIDI11;BRBIDICDAXX3;BIDI;8;2518;112982,66;0,6800%;1,7900%;2,0400%;2,5400%;3,9200%;4,4000%
2020-07-07;BIDI3;BRBIDIACNOR3;BIDI;1;5897;82616,97;2,0000%;2,0000%;2,0000%;2,0000%;2,0000%;2,0000%
2020-07-07;BIDI4;BRBIDIACNPR0;BIDI;22;7403;112895,75;1,1700%;1,9400%;4,0600%;1,4200%;5,3600%;7,1000%
2020-07-07;BKBR3;BRBKBRACNOR4;BKBR;51;558446;6338362,1;2,7500%;5,2800%;5,8500%;5,2900%;5,8900%;8,0000%
2020-07-07;BMGB4;BRBMGBACNPR0;BMGB;3;18300;101931;0,3400%;0,4000%;0,4000%;0,6700%;4,6300%;4,7000%
2020-07-07;BOVA11;BRBOVACTF003;BOVA;847;3956629;376156719,03;0,1500%;2,1500%;2,4600%;0,1500%;2,3900%;5,5000%
2020-07-07;BOVV11;BRBOVVCTF009;BOVV;95;370726;36768604,68;0,3600%;0,7400%;0,9000%;0,7100%;1,0600%;2,5000%
2020-07-07;BPAC11;BRBPACUNT006;BPAC;82;499141;40091005,12;0,7300%;1,4300%;5,0000%;0,8000%;1,6300%;5,0000%
2020-07-07;BPAC5;BRBPACACNPA0;BPAC;13;2424;52770,48;0,7100%;0,7200%;2,0000%;2,0000%;2,1100%;3,8600%
2020-07-07;BPAN4;BRBPANACNPR1;BPAN;16;367848;3487199,04;0,1200%;0,2500%;0,3000%;0,2200%;0,3900%;1,7000%
2020-07-07;BRAP3;BRBRAPACNOR5;BRAP;1;500;16710;1,8000%;1,8000%;1,8000%;5,0000%;5,0000%;5,0000%
2020-07-07;BRAP4;BRBRAPACNPR2;BRAP;16;175057;6391331,07;0,0500%;0,0700%;0,1200%;0,1500%;0,1800%;1,5000%
2020-07-07;BRAX11;BRBRAXCTF002;BRAX;1;70;5746,3;2,7500%;2,7500%;2,7500%;8,8300%;8,8300%;8,8300%
2020-07-07;BRDT3;BRBRDTACNOR1;BRDT;25;476790;10732542,9;0,0200%;0,1400%;0,1500%;0,1500%;0,1900%;1,5000%
2020-07-07;BRFS3;BRBRFSACNOR8;BRFS;177;4598281;96196038,52;0,0600%;0,1000%;0,4000%;0,1000%;0,1600%;1,1100%
2020-07-07;BRKM5;BRBRKMACNPA4;BRKM;78;382916;9209129,8;0,0200%;0,6200%;0,9100%;0,0200%;1,2000%;5,0000%
2020-07-07;BRML3;BRBRMLACNOR9;BRML;76;2791293;30229703,19;0,0500%;0,1200%;0,1600%;0,1000%;0,1600%;1,0000%
2020-07-07;BRPR3;BRBRPRACNOR9;BRPR;13;399390;3814174,5;0,2000%;0,6000%;1,5000%;0,3700%;0,7100%;1,5000%
