RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-24;AALR3;BRAALRACNOR6;AALR;8;67766;771854,74;0,2500%;0,4200%;0,6000%;0,3600%;0,6700%;1,0000%
2020-07-24;ABCB4;BRABCBACNPR4;ABCB;10;31106;453214,42;0,1600%;0,1800%;0,3000%;0,3500%;0,3900%;2,5000%
2020-07-24;ABEV3;BRABEVACNOR1;ABEV;139;7777059;112845126,09;0,0300%;0,0500%;0,3000%;0,0500%;0,1000%;1,0400%
2020-07-24;AGRO3;BRAGROACNOR7;AGRO;4;17200;363952;0,3000%;0,6400%;1,0000%;0,6500%;1,0300%;1,3000%
2020-07-24;ALPA4;BRALPAACNPR7;ALPA;50;161477;4668300,07;0,0600%;0,2000%;0,3800%;0,1500%;0,2800%;1,0000%
2020-07-24;ALSO3;BRALSOACNOR5;ALSO;43;655575;19201791,75;0,0800%;0,1500%;0,1600%;0,1800%;0,2500%;0,8000%
2020-07-24;ALUP11;BRALUPCDAM15;ALUP;8;72437;1742109,85;0,0900%;0,3200%;0,4000%;0,0900%;0,6200%;0,7200%
2020-07-24;AMAR3;BRAMARACNOR4;AMAR;33;955158;8013775,62;0,1700%;0,6100%;0,8100%;0,7500%;0,8700%;2,0000%
2020-07-24;AMBP3;BRAMBPACNOR6;AMBP;1;400;11528;1,8000%;1,8000%;1,8000%;3,0500%;3,0500%;3,0500%
2020-07-24;ANIM3;BRANIMACNOR6;ANIM;13;46056;1216338,96;0,0600%;0,1800%;0,2400%;0,1300%;0,2600%;0,9000%
2020-07-24;APER3;BRAPERACNOR9;APER;3;1489;45801,64;0,1800%;0,1800%;0,1900%;0,3100%;0,3200%;0,3800%
2020-07-24;ARZZ3;BRARZZACNOR3;ARZZ;27;20180;1068329,2;0,1100%;0,3100%;0,4000%;0,3400%;0,7800%;1,5000%
2020-07-24;ATOM3;BRATOMACNOR1;ATOM;2;9658;28394,52;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-24;AZEV4;BRAZEVACNPR7;AZEV;1;200;920;0,5500%;0,5500%;0,5500%;0,5500%;0,5500%;0,5500%
2020-07-24;AZUL4;BRAZULACNPR4;AZUL;86;2796567;59287220,4;0,3200%;0,5500%;1,0000%;0,3200%;0,7100%;2,9000%
2020-07-24;B3SA3;BRB3SAACNOR6;B3SA;52;1747691;115487421,28;0,0200%;0,0600%;0,1600%;0,0200%;0,1000%;1,5000%
2020-07-24;BBAS3;BRBBASACNOR3;BBAS;48;770850;26648284,5;0,0300%;0,0500%;0,2500%;0,0400%;0,1100%;1,0000%
2020-07-24;BBDC3;BRBBDCACNOR1;BBDC;23;234510;4908294,3;0,0400%;0,0900%;0,2700%;0,0800%;0,2400%;1,0000%
2020-07-24;BBDC4;BRBBDCACNPR8;BBDC;128;8642711;195757404,15;0,0100%;0,0200%;0,1000%;0,0100%;0,0500%;1,5000%
2020-07-24;BBRK3;BRBBRKACNOR4;BBRK;7;70200;167076;0,5600%;0,9300%;1,0500%;1,1000%;1,2200%;5,0000%
2020-07-24;BBSD11;BRBBSDCTF000;BBSD;1;10;832;2,0000%;2,0000%;2,0000%;3,0000%;3,0000%;3,0000%
2020-07-24;BBSE3;BRBBSEACNOR5;BBSE;59;641906;18011882,36;0,0300%;0,0600%;0,1300%;0,0500%;0,1300%;0,8000%
2020-07-24;BEEF3;BRBEEFACNOR6;BEEF;82;446701;6302951,11;0,1000%;0,4500%;0,8100%;0,1000%;0,8000%;3,0000%
2020-07-24;BIDI11;BRBIDICDAXX3;BIDI;61;969773;52484114,76;1,3000%;8,6800%;9,5000%;2,5600%;9,1900%;15,0000%
2020-07-24;BIDI3;BRBIDIACNOR3;BIDI;5;3243;57109,23;2,0000%;5,0900%;5,9500%;3,0000%;6,5600%;10,8200%
2020-07-24;BIDI4;BRBIDIACNPR0;BIDI;19;54126;986716,98;0,4800%;0,6900%;1,2600%;1,5000%;2,7300%;5,0000%
2020-07-24;BKBR3;BRBKBRACNOR4;BKBR;11;261416;3050724,72;2,0200%;2,7900%;5,5000%;5,1000%;5,7200%;7,4900%
2020-07-24;BMGB4;BRBMGBACNPR0;BMGB;4;59582;311018,04;0,8300%;1,0300%;1,0500%;1,3900%;2,5500%;2,6500%
2020-07-24;BOVA11;BRBOVACTF003;BOVA;918;10730614;1066408419,32;0,0200%;1,4700%;2,0000%;0,0200%;1,6200%;5,0000%
2020-07-24;BOVB11;BRBOVBCTF001;BOVB;1;5000;513750;1,5000%;1,5000%;1,5000%;3,2000%;3,2000%;3,2000%
2020-07-24;BOVV11;BRBOVVCTF009;BOVV;104;1081991;112094267,6;0,3700%;0,8200%;0,8600%;0,7400%;0,9700%;3,1700%
2020-07-24;BPAC11;BRBPACUNT006;BPAC;21;77474;6892861,78;0,3900%;0,5300%;1,0000%;0,7800%;1,1100%;2,8000%
2020-07-24;BPAC3;BRBPACACNOR7;BPAC;58;4423;303948,56;3,0000%;3,0000%;3,0000%;3,8500%;3,8500%;3,8500%
2020-07-24;BPAN4;BRBPANACNPR1;BPAN;23;1036420;10281286,4;0,0800%;0,1400%;0,2600%;0,1300%;0,2400%;1,5000%
2020-07-24;BRAP4;BRBRAPACNPR2;BRAP;57;317400;13099098;0,0300%;0,0800%;0,8000%;0,0400%;0,2600%;1,6800%
2020-07-24;BRDT3;BRBRDTACNOR1;BRDT;21;145229;3398358,6;0,0600%;0,1400%;0,4000%;0,1500%;0,3000%;1,5000%
2020-07-24;BRFS3;BRBRFSACNOR8;BRFS;67;1234494;25331816,88;0,0400%;0,0700%;0,1900%;0,0500%;0,2400%;1,7000%
2020-07-24;BRKM5;BRBRKMACNPA4;BRKM;74;823274;20038489,16;2,0000%;3,9900%;6,9500%;2,8000%;6,7200%;11,0000%
2020-07-24;BRML3;BRBRMLACNOR9;BRML;111;3579302;37904808,18;0,0500%;0,1100%;0,1400%;0,0900%;0,1300%;1,6000%
2020-07-24;BRPR3;BRBRPRACNOR9;BRPR;41;1263493;11699945,18;0,6200%;1,3000%;1,4000%;1,2500%;1,4600%;2,2100%
2020-07-24;BRSR3;BRBRSRACNOR3;BRSR;1;104;1677,52;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-07-24;BRSR6;BRBRSRACNPB4;BRSR;22;566247;8244556,32;0,2200%;0,3600%;0,7500%;0,5000%;0,5400%;2,0000%
2020-07-24;BSEV3;BRBSEVACNOR3;BSEV;2;1362;5216,46;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-24;BTOW3;BRBTOWACNOR8;BTOW;108;323752;40135535,44;0,1000%;1,1600%;2,7000%;0,1000%;1,6700%;4,0000%
