RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-06-15;AALR3;BRAALRACNOR6;AALR;8;216114;2346998,04;0,4200%;0,6000%;0,7000%;0,6400%;0,7500%;1,8000%
2020-06-15;ABCB4;BRABCBACNPR4;ABCB;16;67707;979720,29;0,1000%;0,2100%;0,2900%;0,2000%;0,3700%;1,0000%
2020-06-15;ABEV3;BRABEVACNOR1;ABEV;173;8291196;111682410,12;0,0100%;0,0700%;0,4600%;0,0300%;0,1200%;1,5000%
2020-06-15;ADHM3;BRADHMACNOR9;ADHM;1;56;137,2;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-15;AFLT3;BRAFLTACNOR1;AFLT;2;212;2200,56;2,0000%;2,0000%;2,0000%;5,0000%;5,0000%;5,0000%
2020-06-15;AGRO3;BRAGROACNOR7;AGRO;11;7201;137323,07;1,7400%;2,4900%;3,0000%;3,0600%;4,1700%;5,3000%
2020-06-15;ALPA4;BRALPAACNPR7;ALPA;26;322067;8737677,71;0,0800%;0,1500%;0,3000%;0,2000%;0,2500%;3,5000%
2020-06-15;ALSO3;BRALSOACNOR5;ALSO;20;238604;6750107,16;0,0700%;0,1200%;0,1500%;0,1300%;0,1800%;0,6800%
2020-06-15;ALUP11;BRALUPCDAM15;ALUP;6;37357;901050,84;0,0900%;0,1300%;0,1400%;0,1400%;0,1600%;0,8000%
2020-06-15;ALUP4;BRALUPACNPR5;ALUP;2;266;1928,5;1,4400%;2,0700%;2,3000%;3,8400%;5,1000%;8,6400%
2020-06-15;AMAR3;BRAMARACNOR4;AMAR;25;87133;718847,25;0,5300%;0,8900%;1,1000%;1,0500%;1,3600%;3,2600%
2020-06-15;AMZO34;BRAMZOBDR002;AMZO;1;100;648371;5,0000%;5,0000%;5,0000%;5,5000%;5,5000%;5,5000%
2020-06-15;ANIM3;BRANIMACNOR6;ANIM;6;15767;373520,23;0,0400%;0,1100%;0,1200%;0,1500%;0,1900%;2,0000%
2020-06-15;APER3;BRAPERACNOR9;APER;2;2000;47140;0,4500%;0,4500%;0,4500%;0,8000%;0,8000%;0,8000%
2020-06-15;ARZZ3;BRARZZACNOR3;ARZZ;8;12065;522173,2;0,2000%;0,8100%;1,1000%;0,9600%;1,2600%;3,1000%
2020-06-15;ATMP3;BRATMPACNOR8;ATMP;1;67;328,97;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-15;AVGO34;BRAVGOBDR003;AVGO;1;900;270999;5,0000%;5,0000%;5,0000%;5,5000%;5,5000%;5,5000%
2020-06-15;AZEV3;BRAZEVACNOR0;AZEV;3;2907;52791,12;2,3000%;2,3000%;2,3000%;3,8400%;3,8400%;3,8400%
2020-06-15;AZEV4;BRAZEVACNPR7;AZEV;2;4524;26963,04;1,9400%;3,2300%;3,6000%;4,0000%;5,5600%;6,0000%
2020-06-15;AZUL4;BRAZULACNPR4;AZUL;201;1984028;43331171,52;0,9900%;5,0600%;6,0300%;1,5200%;6,1800%;15,2500%
2020-06-15;B3SA3;BRB3SAACNOR6;B3SA;117;596527;29653357,17;0,0300%;0,0700%;0,1000%;0,0600%;0,1600%;0,8000%
2020-06-15;BAUH4;BRBAUHACNPR3;BAUH;1;1;83;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-06-15;BBAS3;BRBBASACNOR3;BBAS;88;1216297;40454038,22;0,0200%;0,0600%;0,1000%;0,0400%;0,1600%;0,8000%
2020-06-15;BBDC3;BRBBDCACNOR1;BBDC;41;690013;13613956,49;0,0300%;0,0800%;0,2500%;0,0300%;0,1400%;1,1000%
2020-06-15;BBDC4;BRBBDCACNPR8;BBDC;164;3064625;65920083,75;0,0100%;0,0300%;0,1600%;0,0200%;0,0800%;2,0300%
2020-06-15;BBRK3;BRBBRKACNOR4;BBRK;2;5075;12230,75;1,6600%;1,6600%;1,6600%;2,7700%;2,7700%;2,7700%
2020-06-15;BBSE3;BRBBSEACNOR5;BBSE;81;3286327;85871724,51;0,1000%;0,7300%;0,8500%;0,1000%;0,8600%;2,6800%
2020-06-15;BEEF3;BRBEEFACNOR6;BEEF;90;636374;8247407,04;0,1000%;1,0500%;1,5000%;0,1000%;1,7100%;3,1500%
2020-06-15;BEES4;BRBEESACNPR6;BEES;1;14;83,72;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-15;BGIP4;BRBGIPACNPR8;BGIP;1;21;504;1,5000%;1,5000%;1,5000%;3,5000%;3,5000%;3,5000%
2020-06-15;BIDI11;BRBIDICDAXX3;BIDI;19;127387;4080205,61;0,6300%;0,9300%;1,2600%;1,2600%;1,7100%;3,4000%
2020-06-15;BIDI3;BRBIDIACNOR3;BIDI;23;40026;369039,72;1,1900%;2,0900%;3,0000%;3,1500%;5,5700%;8,0000%
2020-06-15;BIDI4;BRBIDIACNPR0;BIDI;63;99072;1136355,84;0,5200%;1,3800%;1,9200%;0,8800%;3,0800%;4,4000%
2020-06-15;BIOM3;BRBIOMACNOR2;BIOM;2;300;5376;2,2100%;2,6300%;3,4600%;4,3500%;6,3600%;10,3700%
2020-06-15;BKBR3;BRBKBRACNOR4;BKBR;31;401548;4959117,8;4,3900%;9,5900%;11,0000%;6,8800%;10,3100%;13,2000%
2020-06-15;BMGB4;BRBMGBACNPR0;BMGB;8;28301;151410,35;0,9000%;0,9800%;1,5000%;1,6500%;1,9900%;5,0000%
2020-06-15;BOAC34;BRBOACBDR004;BOAC;1;3000;368700;5,0000%;5,0000%;5,0000%;5,5000%;5,5000%;5,5000%
2020-06-15;BOBR4;BRBOBRACNPR3;BOBR;1;100;185;1,0300%;1,0300%;1,0300%;5,0000%;5,0000%;5,0000%
2020-06-15;BOVA11;BRBOVACTF003;BOVA;1431;5405881;479015115,41;0,0200%;4,2900%;5,5000%;0,0200%;4,9800%;9,5000%
2020-06-15;BOVB11;BRBOVBCTF001;BOVB;1;74080;6810915,2;2,9500%;2,9500%;2,9500%;3,0000%;3,0000%;3,0000%
2020-06-15;BOVV11;BRBOVVCTF009;BOVV;111;122181;11287080,78;0,4000%;0,7600%;0,8800%;0,6000%;1,7300%;3,0000%
2020-06-15;BPAC11;BRBPACUNT006;BPAC;52;89959;5619738,73;0,1000%;0,2000%;0,2800%;0,2300%;0,3400%;1,1500%
2020-06-15;BPAN4;BRBPANACNPR1;BPAN;73;781734;6887076,54;0,1200%;0,2000%;0,2900%;0,2200%;0,5500%;2,2400%
2020-06-15;BRAP3;BRBRAPACNOR5;BRAP;2;354;11228,88;0,2900%;0,3000%;0,3400%;0,5700%;0,6900%;0,7100%
2020-06-15;BRAP4;BRBRAPACNPR2;BRAP;68;476084;16577244,88;0,1200%;0,3100%;0,3300%;0,2900%;0,3900%;1,6500%
2020-06-15;BRDT3;BRBRDTACNOR1;BRDT;35;168283;3779636,18;0,0500%;0,1000%;0,6100%;0,1200%;0,2800%;2,0000%
2020-06-15;BRFS3;BRBRFSACNOR8;BRFS;80;828230;17815227,3;0,0400%;0,0700%;0,1200%;0,0800%;0,1200%;1,0000%
2020-06-15;BRKM3;BRBRKMACNOR1;BRKM;1;6;157,14;0,2600%;0,2600%;0,2600%;1,0500%;1,0500%;1,0500%
2020-06-15;BRKM5;BRBRKMACNPA4;BRKM;117;2154970;53658753;0,2200%;0,4500%;0,5000%;0,3500%;0,5400%;1,5000%
2020-06-15;BRML3;BRBRMLACNOR9;BRML;133;2772029;30076514,65;0,0800%;0,1900%;0,2100%;0,1000%;0,2200%;1,5000%
2020-06-15;BRPR3;BRBRPRACNOR9;BRPR;14;100261;912375,1;0,1700%;0,3200%;0,3500%;0,3000%;0,5300%;3,0000%
2020-06-15;BRSR3;BRBRSRACNOR3;BRSR;1;1400;23478;0,5800%;0,5800%;0,5800%;0,7500%;0,7500%;0,7500%
2020-06-15;BRSR6;BRBRSRACNPB4;BRSR;24;129152;1797795,84;0,1800%;0,8400%;1,2000%;1,1500%;1,4400%;3,0400%
2020-06-15;BSEV3;BRBSEVACNOR3;BSEV;3;5000;15250;0,0600%;0,0600%;0,0600%;1,0000%;1,0000%;1,0000%
2020-06-15;BTOW3;BRBTOWACNOR8;BTOW;194;446801;44465635,52;0,0500%;0,7600%;1,7000%;0,3500%;1,9600%;5,0000%
2020-06-15;CAMB3;BRCAMBACNOR4;CAMB;8;9206;39125,5;0,7500%;0,9100%;2,0000%;1,7000%;2,1100%;5,0000%
2020-06-15;CAML3;BRCAMLACNOR3;CAML;40;870151;9571661;0,1400%;0,9900%;1,0600%;0,3200%;1,2400%;2,4000%
2020-06-15;CARD3;BRCARDACNOR9;CARD;17;8290;107023,9;0,5200%;1,9600%;3,4000%;3,3800%;4,3600%;4,5000%
2020-06-15;CATP34;BRCATPBDR003;CATP;1;200;122440;5,0000%;5,0000%;5,0000%;5,5000%;5,5000%;5,5000%
2020-06-15;CCPR3;BRCCPRACNOR9;CCPR;6;56080;888307,2;0,1000%;0,2300%;0,3300%;0,2200%;0,4200%;0,7500%
2020-06-15;CCRO3;BRCCROACNOR2;CCRO;164;1015531;14186968,07;0,0900%;0,3600%;0,7000%;0,1000%;0,7000%;2,5000%
2020-06-15;CEAB3;BRCEABACNOR1;CEAB;13;21813;250849,5;0,6700%;0,7700%;1,0600%;1,4000%;1,7600%;2,7000%
2020-06-15;CESP3;BRCESPACNOR3;CESP;2;346;10878,24;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-15;CESP6;BRCESPACNPB4;CESP;12;69370;1915305,7;0,0900%;0,0900%;0,1500%;0,1800%;0,2000%;1,2000%
2020-06-15;CGAS5;BRCGASACNPA3;CGAS;1;1000;191000;0,1600%;0,1600%;0,1600%;0,2000%;0,2000%;0,2000%
2020-06-15;CIEL3;BRCIELACNOR3;CIEL;508;18000839;77403607,7;0,2000%;2,6700%;7,5000%;0,7600%;3,7400%;15,0000%
2020-06-15;CMCS34;BRCMCSBDR008;CMCS;1;1700;336753;5,0000%;5,0000%;5,0000%;5,5000%;5,5000%;5,5000%
2020-06-15;CMIG3;BRCMIGACNOR6;CMIG;20;436819;5102045,92;0,3000%;1,5200%;1,7500%;1,4500%;1,7000%;5,1000%
2020-06-15;CMIG4;BRCMIGACNPR3;CMIG;147;5339857;58524832,72;0,0200%;0,0500%;0,2500%;0,0500%;0,0700%;1,0000%
2020-06-15;CNTO3;BRCNTOACNOR5;CNTO;85;710408;22868033,52;1,0000%;6,6600%;7,9700%;7,1000%;8,4400%;11,5000%
2020-06-15;COGN3;BRCOGNACNOR2;COGN;137;3342843;21227053,05;0,1000%;0,2400%;0,3400%;0,2200%;0,2900%;2,0000%
2020-06-15;CPFE3;BRCPFEACNOR0;CPFE;35;543101;17509576,24;0,1900%;0,3300%;0,3900%;0,3100%;0,5900%;1,0000%
2020-06-15;CPLE3;BRCPLEACNOR8;CPLE;13;15400;938322;0,1700%;0,2600%;0,5200%;0,5100%;0,8300%;1,9000%
