RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-28;AALR3;BRAALRACNOR6;AALR;17;57354;642364,8;0,2100%;0,3100%;0,4100%;0,2600%;0,6600%;2,5000%
2020-07-28;AAPL34;BRAAPLBDR004;AAPL;1;150;29335,5;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-28;ABCB4;BRABCBACNPR4;ABCB;4;8100;116721;0,1400%;0,2300%;0,2400%;0,3000%;0,3100%;1,0000%
2020-07-28;ABEV3;BRABEVACNOR1;ABEV;245;13448512;204820837,76;0,0200%;0,0700%;0,2200%;0,0300%;0,1400%;1,0400%
2020-07-28;AGRO3;BRAGROACNOR7;AGRO;5;21213;460322,1;0,2800%;0,3900%;0,4400%;0,5700%;0,8500%;2,0000%
2020-07-28;ALPA3;BRALPAACNOR0;ALPA;2;81;1998,27;1,1000%;1,1500%;1,5000%;3,1000%;3,1500%;3,5000%
2020-07-28;ALPA4;BRALPAACNPR7;ALPA;21;83331;2454097,95;0,0800%;0,2000%;0,2200%;0,1500%;0,2600%;1,0000%
2020-07-28;ALPK3;BRALPKACNOR9;ALPK;1;1500;14295;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-28;ALSO3;BRALSOACNOR5;ALSO;14;17776;501638,72;0,0800%;0,4600%;1,2000%;0,1500%;1,0900%;3,0000%
2020-07-28;ALUP11;BRALUPCDAM15;ALUP;3;13910;336900,2;0,2000%;0,2100%;0,3500%;0,5900%;0,6400%;1,3000%
2020-07-28;AMAR3;BRAMARACNOR4;AMAR;29;51814;413993,86;0,3000%;0,5000%;0,6200%;0,6900%;0,9700%;2,5000%
2020-07-28;AMBP3;BRAMBPACNOR6;AMBP;14;35130;1005771,9;0,7500%;1,4500%;1,5000%;1,4800%;2,4500%;2,5500%
2020-07-28;AMZO34;BRAMZOBDR002;AMZO;1;10;79016,1;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-28;ANIM3;BRANIMACNOR6;ANIM;14;176976;4597836,48;0,1000%;0,2300%;0,3000%;0,1700%;0,6400%;0,7800%
2020-07-28;APER3;BRAPERACNOR9;APER;2;1100;33198;0,0500%;0,1800%;0,1900%;0,2400%;0,3000%;0,9000%
2020-07-28;ARZZ3;BRARZZACNOR3;ARZZ;14;5513;284084,89;0,1000%;0,2200%;0,4100%;0,3200%;0,5000%;1,6000%
2020-07-28;ATOM3;BRATOMACNOR1;ATOM;1;10;30;2,0000%;2,0000%;2,0000%;3,4000%;3,4000%;3,4000%
2020-07-28;AZEV4;BRAZEVACNPR7;AZEV;2;1019;4493,79;1,0000%;1,0200%;2,0000%;1,0000%;1,0400%;3,4000%
2020-07-28;AZUL4;BRAZULACNPR4;AZUL;117;2514246;51743182,68;0,1000%;0,5200%;0,6000%;0,1000%;0,6300%;3,5000%
2020-07-28;B3SA3;BRB3SAACNOR6;B3SA;57;290618;19172069,46;0,0200%;0,0600%;0,1000%;0,0400%;0,1400%;1,5000%
2020-07-28;BBAS3;BRBBASACNOR3;BBAS;72;330254;11387157,92;0,0100%;0,1000%;0,4800%;0,0100%;0,4600%;2,0400%
2020-07-28;BBDC3;BRBBDCACNOR1;BBDC;23;44292;944748,36;0,0400%;0,1100%;0,2000%;0,0800%;0,3100%;0,8500%
2020-07-28;BBDC4;BRBBDCACNPR8;BBDC;318;8061775;188564917,25;0,0100%;0,0300%;0,3000%;0,0200%;0,1000%;2,1000%
2020-07-28;BBRK3;BRBBRKACNOR4;BBRK;6;90782;216061,16;0,4800%;0,8600%;1,0000%;0,9500%;1,2700%;5,0000%
2020-07-28;BBSE3;BRBBSEACNOR5;BBSE;120;1949834;55687259,04;0,0300%;0,1200%;0,4800%;0,0700%;0,1900%;0,8000%
2020-07-28;BEEF3;BRBEEFACNOR6;BEEF;86;3012414;42716030,52;0,1000%;0,3300%;0,4600%;0,1000%;0,4800%;1,5000%
2020-07-28;BIDI11;BRBIDICDAXX3;BIDI;29;88351;4929985,8;1,3000%;5,6700%;9,0000%;2,0000%;8,8300%;11,4000%
2020-07-28;BIDI3;BRBIDIACNOR3;BIDI;3;500;8995;2,9900%;3,8600%;4,2600%;4,9900%;9,0000%;10,0000%
2020-07-28;BIDI4;BRBIDIACNPR0;BIDI;106;139426;2633757,14;0,1000%;0,7100%;1,0700%;0,1000%;2,1200%;4,9100%
2020-07-28;BIOM3;BRBIOMACNOR2;BIOM;1;22;374,66;0,2100%;0,2100%;0,2100%;1,6000%;1,6000%;1,6000%
2020-07-28;BKBR3;BRBKBRACNOR4;BKBR;52;986540;11078844,2;1,3000%;4,1300%;5,0000%;1,3000%;4,6500%;6,5000%
2020-07-28;BMGB4;BRBMGBACNPR0;BMGB;3;68058;349818,12;0,8900%;0,9700%;1,8000%;3,0000%;4,2900%;4,4000%
2020-07-28;BOBR4;BRBOBRACNPR3;BOBR;1;500;1090;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-07-28;BOVA11;BRBOVACTF003;BOVA;939;4190934;419889677,46;0,5000%;1,3900%;2,0000%;1,0700%;1,8000%;5,0000%
2020-07-28;BOVB11;BRBOVBCTF001;BOVB;1;1200;124728;2,3400%;2,3400%;2,3400%;5,0000%;5,0000%;5,0000%
2020-07-28;BOVV11;BRBOVVCTF009;BOVV;122;1559380;162955210;0,1500%;0,8000%;0,8000%;0,1500%;0,8600%;2,0000%
2020-07-28;BPAC11;BRBPACUNT006;BPAC;40;57952;5093401,28;0,2900%;0,5200%;0,6400%;0,3500%;1,0200%;5,0000%
2020-07-28;BPAC3;BRBPACACNOR7;BPAC;3;10;601,9;1,0000%;1,0000%;1,0000%;2,0000%;2,0000%;2,0000%
2020-07-28;BPAN4;BRBPANACNPR1;BPAN;13;168347;1599296,5;0,1100%;0,2000%;0,2400%;0,1900%;0,2400%;0,9000%
2020-07-28;BRAP3;BRBRAPACNOR5;BRAP;2;309;11998,47;0,0700%;1,1700%;1,2000%;1,1000%;1,9700%;2,0000%
2020-07-28;BRAP4;BRBRAPACNPR2;BRAP;104;1247286;53820390,9;0,0200%;0,1000%;3,0000%;0,0200%;0,1800%;4,5500%
2020-07-28;BRAX11;BRBRAXCTF002;BRAX;1;5;430,95;2,1000%;2,1000%;2,1000%;3,0000%;3,0000%;3,0000%
2020-07-28;BRDT3;BRBRDTACNOR1;BRDT;21;147540;3409649,4;0,1200%;0,2100%;0,2300%;0,2300%;0,2800%;1,0000%
2020-07-28;BRFS3;BRBRFSACNOR8;BRFS;73;895142;17992354,2;0,0400%;0,0900%;0,1300%;0,0700%;0,1600%;1,0000%
2020-07-28;BRKM3;BRBRKMACNOR1;BRKM;1;100;2402;2,1600%;2,1600%;2,1600%;7,0000%;7,0000%;7,0000%
2020-07-28;BRKM5;BRBRKMACNPA4;BRKM;123;2026656;48599210,88;0,0200%;4,4600%;6,0000%;0,0200%;5,2400%;7,5000%
2020-07-28;BRML3;BRBRMLACNOR9;BRML;85;1851110;18862810,9;0,0600%;0,0900%;0,1100%;0,1000%;0,1200%;1,5000%
2020-07-28;BRPR3;BRBRPRACNOR9;BRPR;17;623800;5695294;0,3400%;0,6800%;1,3000%;0,5600%;0,9800%;2,0000%
2020-07-28;BRSR6;BRBRSRACNPB4;BRSR;15;38915;562321,75;0,2000%;0,2700%;0,3500%;0,4500%;0,5400%;1,2000%
2020-07-28;BSEV3;BRBSEVACNOR3;BSEV;1;800;3048;1,8000%;1,8000%;1,8000%;3,0000%;3,0000%;3,0000%
2020-07-28;BTOW3;BRBTOWACNOR8;BTOW;50;903854;107703242,64;0,4300%;1,0200%;1,3200%;1,1100%;1,3800%;2,8000%
2020-07-28;CAML3;BRCAMLACNOR3;CAML;15;104158;1281143,4;0,0800%;0,2300%;0,2500%;0,1500%;0,2600%;1,0000%
2020-07-28;CARD3;BRCARDACNOR9;CARD;9;9633;127155,6;0,5000%;1,1500%;2,3800%;4,0000%;4,9900%;5,0000%
2020-07-28;CCPR3;BRCCPRACNOR9;CCPR;5;8200;120294;0,1100%;0,1100%;0,2000%;0,2500%;0,5300%;1,3000%
2020-07-28;CCRO3;BRCCROACNOR2;CCRO;134;2732656;40279349,44;0,0800%;0,1700%;0,2400%;0,1500%;0,2300%;1,5000%
2020-07-28;CEAB3;BRCEABACNOR1;CEAB;10;200350;2067612;0,1500%;0,2700%;0,2900%;0,3200%;0,4200%;1,0000%
2020-07-28;CESP3;BRCESPACNOR3;CESP;1;100;3509;2,0200%;2,0200%;2,0200%;3,3600%;3,3600%;3,3600%
2020-07-28;CESP6;BRCESPACNPB4;CESP;18;469147;14557631,41;0,0900%;0,1800%;0,2500%;0,1700%;0,2200%;1,0000%
2020-07-28;CGRA4;BRCGRAACNPR9;CGRA;2;800;21168;0,8000%;1,9000%;3,0000%;1,0000%;3,0000%;5,0000%
2020-07-28;CIEL3;BRCIELACNOR3;CIEL;91;1736575;9203847,5;0,1000%;0,9700%;1,0700%;0,5000%;1,1200%;2,5000%
2020-07-28;CLSC4;BRCLSCACNPR3;CLSC;3;1943;106865;0,6000%;1,2200%;1,2300%;1,7200%;2,0500%;2,5400%
2020-07-28;CMIG3;BRCMIGACNOR6;CMIG;7;9901;124356,56;0,0700%;0,6800%;0,8600%;0,2500%;1,2700%;2,8000%
2020-07-28;CMIG4;BRCMIGACNPR3;CMIG;120;1613551;19814406,28;0,0400%;0,1100%;0,2500%;0,0700%;0,1700%;1,0800%
2020-07-28;CNTO3;BRCNTOACNOR5;CNTO;20;126603;3668954,94;0,2200%;0,4100%;0,4900%;0,4300%;0,5000%;2,5000%
2020-07-28;COGN3;BRCOGNACNOR2;COGN;219;18283040;151749232;0,1000%;10,3000%;15,0000%;0,1000%;12,0400%;27,5200%
2020-07-28;CPFE3;BRCPFEACNOR0;CPFE;72;1697464;55676819,2;0,0800%;0,1800%;0,2200%;0,1500%;0,3100%;2,0000%
2020-07-28;CPLE3;BRCPLEACNOR8;CPLE;34;41134;2639568,78;0,4000%;0,6800%;1,4800%;0,8400%;2,8300%;3,5000%
2020-07-28;CPLE6;BRCPLEACNPB9;CPLE;260;522173;33565280,44;0,1000%;0,3000%;0,4000%;0,2500%;0,4100%;1,0000%
2020-07-28;CRFB3;BRCRFBACNOR2;CRFB;53;2796956;59407345,44;0,0900%;0,1700%;0,2400%;0,1300%;0,2100%;0,8000%
2020-07-28;CSAN3;BRCSANACNOR6;CSAN;53;494043;41267411,79;0,1000%;2,3800%;2,6000%;0,1000%;3,6800%;5,0000%
2020-07-28;CSMG3;BRCSMGACNOR5;CSMG;22;60609;3362587,32;0,1500%;0,2400%;0,3100%;0,2500%;0,3200%;1,0000%
2020-07-28;CSNA3;BRCSNAACNOR6;CSNA;163;4151709;50401747,26;0,0400%;0,1100%;0,2500%;0,0500%;0,2600%;2,0000%
2020-07-28;CTNM4;BRCTNMACNPR6;CTNM;2;5814;35000,28;0,5000%;0,5500%;0,6300%;1,0600%;1,0900%;1,1000%
2020-07-28;CVCB3;BRCVCBACNOR1;CVCB;93;686864;14307377,12;5,6400%;28,0200%;40,0000%;7,2000%;34,0400%;68,8100%
2020-07-28;CYRE3;BRCYREACNOR7;CYRE;64;1241870;32462481,8;0,0200%;0,1600%;0,2100%;0,0200%;0,2100%;1,5000%
2020-07-28;DIRR3;BRDIRRACNOR0;DIRR;61;1026498;16906422,06;1,0000%;2,6100%;3,0400%;2,9000%;3,0900%;4,2000%
2020-07-28;DMMO3;BRDMMOACNOR0;DMMO;3;51100;75117;3,7800%;3,7800%;3,7800%;10,8200%;10,8200%;13,1000%
2020-07-28;DTEX3;BRDTEXACNOR3;DTEX;12;67422;1041669,9;0,1700%;0,2300%;0,3400%;0,3500%;0,4900%;1,0700%
2020-07-28;EALT4;BREALTACNPR1;EALT;1;2922;13236,66;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-28;ECOR3;BRECORACNOR8;ECOR;38;547116;7495489,2;0,1000%;0,1900%;0,2200%;0,1500%;0,2500%;1,2200%
2020-07-28;EGIE3;BREGIEACNOR9;EGIE;89;1286940;57346046,4;0,0500%;0,2800%;0,3600%;0,2200%;0,4300%;1,5000%
2020-07-28;ELET3;BRELETACNOR6;ELET;67;1430623;55679847,16;0,0500%;0,1300%;1,0000%;0,0800%;0,2400%;1,8000%
2020-07-28;ELET6;BRELETACNPB7;ELET;47;117262;4641229,96;0,0700%;0,1700%;0,2700%;0,1000%;0,3300%;1,2800%
2020-07-28;EMBR3;BREMBRACNOR4;EMBR;76;2776702;22213616;0,0900%;0,2200%;0,3100%;0,1000%;0,3000%;1,0000%
2020-07-28;ENAT3;BRENATACNOR0;ENAT;1;1100;11495;0,1200%;0,1200%;0,1200%;0,3600%;0,3600%;0,3600%
2020-07-28;ENBR3;BRENBRACNOR2;ENBR;131;972173;17975478,77;0,0300%;0,1100%;0,2400%;0,0900%;0,2100%;1,0000%
2020-07-28;ENEV3;BRENEVACNOR8;ENEV;31;636955;32478335,45;0,2000%;0,3000%;0,4000%;0,3200%;0,3600%;1,0000%
2020-07-28;ENGI11;BRENGICDAM16;ENGI;46;260007;12872946,57;0,0500%;0,2700%;0,3100%;0,2800%;0,3100%;1,5000%
2020-07-28;EQPA3;BREQPAACNOR1;EQPA;1;100;356;2,0000%;2,0000%;2,0000%;5,0000%;5,0000%;5,0000%
2020-07-28;EQTL3;BREQTLACNOR0;EQTL;89;1439339;36069835,34;0,0600%;0,1200%;22,0000%;0,1100%;0,3200%;22,0000%
2020-07-28;ETER3;BRETERACNOR3;ETER;8;114350;608342;0,1700%;0,2200%;0,6000%;0,3500%;0,4500%;2,0000%
2020-07-28;EUCA4;BREUCAACNPR8;EUCA;1;200;1248;0,2100%;0,2100%;0,2100%;0,3500%;0,3500%;0,3500%
2020-07-28;EVEN3;BREVENACNOR8;EVEN;56;691909;9520667,84;0,2000%;0,6700%;0,8500%;0,7000%;0,8100%;1,9000%
2020-07-28;EZTC3;BREZTCACNOR0;EZTC;33;756774;30059063,28;0,1000%;0,2400%;0,3200%;0,1000%;0,2900%;2,1500%
2020-07-28;FESA4;BRFESAACNPR5;FESA;5;5981;109870,97;0,1300%;0,6600%;0,7500%;0,3800%;1,7800%;2,0000%
2020-07-28;FHER3;BRFHERACNOR5;FHER;2;2200;6666;0,9000%;0,9400%;1,0000%;2,0000%;3,7700%;5,0000%
2020-07-28;FLRY3;BRFLRYACNOR5;FLRY;66;1448278;35526259,34;0,0700%;0,1600%;0,3200%;0,1300%;0,2500%;1,0000%
2020-07-28;FRAS3;BRFRASACNOR0;FRAS;4;4700;26132;0,2000%;0,3000%;1,0000%;1,2200%;1,4200%;2,0000%
2020-07-28;GBIO33;BRGBIOBDR008;GBIO;1;2100;21630;1,5000%;1,5000%;1,5000%;3,0500%;3,0500%;3,0500%
2020-07-28;GFSA3;BRGFSAACNOR3;GFSA;107;626818;3623008,04;0,9200%;2,7600%;5,0000%;1,4000%;5,6400%;10,2400%
2020-07-28;GGBR3;BRGGBRACNOR1;GGBR;8;16608;248953,92;0,2000%;0,3800%;0,5100%;0,7000%;0,9400%;2,0000%
2020-07-28;GGBR4;BRGGBRACNPR8;GGBR;325;7797763;137786472,21;0,0300%;0,0800%;0,2900%;0,0300%;0,1700%;1,5000%
2020-07-28;GNDI3;BRGNDIACNOR2;GNDI;12;85711;5758064,98;0,0800%;0,1700%;0,2800%;0,1500%;0,2100%;1,2000%
2020-07-28;GOAU3;BRGOAUACNOR1;GOAU;7;7144;52651,28;0,7700%;1,0200%;1,2400%;1,6700%;1,9000%;3,3000%
2020-07-28;GOAU4;BRGOAUACNPR8;GOAU;82;2478571;20175567,94;0,0500%;0,1000%;0,1900%;0,1000%;0,1500%;2,0000%
2020-07-28;GOGL34;BRGOGLBDR001;GOGL;1;140;44301,6;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-28;GOLL4;BRGOLLACNPR4;GOLL;95;889085;16536981;1,4600%;3,5800%;5,5800%;1,4600%;5,7700%;11,7400%
2020-07-28;GPIV33;BRGPIVBDR003;GPIV;1;20000;94000;2,0000%;2,0000%;2,0000%;3,0000%;3,0000%;3,0000%
2020-07-28;GRND3;BRGRNDACNOR3;GRND;28;659717;5178778,45;0,0200%;0,2700%;0,3600%;0,1400%;0,3200%;1,0000%
2020-07-28;GUAR3;BRGUARACNOR4;GUAR;34;602288;10931527,2;0,2200%;0,3300%;0,4500%;0,2900%;0,4200%;1,3700%
2020-07-28;HAPV3;BRHAPVACNOR4;HAPV;45;148981;9829766,38;0,1000%;0,2000%;0,2400%;0,2000%;0,2800%;1,9000%
2020-07-28;HBOR3;BRHBORACNOR3;HBOR;31;207652;604267,32;0,5700%;0,9700%;1,9500%;0,8000%;2,2600%;4,0000%
2020-07-28;HGTX3;BRHGTXACNOR9;HGTX;111;1386285;20641783,65;0,1000%;0,2000%;0,3500%;0,1800%;0,2600%;1,0000%
