RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-22;AALR3;BRAALRACNOR6;AALR;17;123100;1409495;0,1600%;0,3900%;0,5200%;0,3200%;0,7500%;2,3200%
2020-07-22;ABCB4;BRABCBACNPR4;ABCB;8;155804;2332385,88;0,1200%;0,2500%;0,2500%;0,3000%;0,3000%;0,8000%
2020-07-22;ABEV3;BRABEVACNOR1;ABEV;254;11706755;168694339,55;0,0200%;0,0300%;0,2500%;0,0400%;0,1900%;2,0400%
2020-07-22;AGRO3;BRAGROACNOR7;AGRO;7;36150;767103;0,1600%;0,8300%;1,0000%;0,4000%;1,1100%;2,5000%
2020-07-22;ALPA4;BRALPAACNPR7;ALPA;24;95522;2788287,18;0,0600%;0,1200%;0,2500%;0,1500%;0,2800%;1,0000%
2020-07-22;ALPK3;BRALPKACNOR9;ALPK;1;1600;15424;1,0000%;1,0000%;1,0000%;2,5000%;2,5000%;2,5000%
2020-07-22;ALSO3;BRALSOACNOR5;ALSO;74;1083543;33795706,17;0,0700%;0,1500%;0,6000%;0,1100%;0,2500%;2,0000%
2020-07-22;ALUP11;BRALUPCDAM15;ALUP;7;60526;1455045,04;0,0500%;0,0600%;0,1000%;0,1000%;0,1400%;1,2000%
2020-07-22;ALUP4;BRALUPACNPR5;ALUP;1;641;4570,33;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-22;AMAR3;BRAMARACNOR4;AMAR;18;534164;4738034,68;0,3500%;0,7300%;0,8200%;0,6800%;0,8600%;2,1000%
2020-07-22;AMBP3;BRAMBPACNOR6;AMBP;2;12005;351506,4;1,2000%;1,2100%;1,8000%;2,0500%;2,0600%;3,0000%
2020-07-22;ANIM3;BRANIMACNOR6;ANIM;15;70481;1916378,39;0,0400%;0,0900%;0,1500%;0,0700%;0,1900%;0,9000%
2020-07-22;APER3;BRAPERACNOR9;APER;4;2186;71198,02;0,1000%;0,1600%;0,3500%;0,3000%;0,3200%;0,9700%
2020-07-22;ARZZ3;BRARZZACNOR3;ARZZ;25;54166;2969380,12;0,0700%;0,1700%;4,0000%;0,1500%;0,3400%;6,5000%
2020-07-22;AZUL4;BRAZULACNPR4;AZUL;60;887340;19379505,6;0,1000%;0,6500%;0,8600%;0,1000%;0,9000%;2,0000%
2020-07-22;B3SA3;BRB3SAACNOR6;B3SA;101;728686;49025994,08;0,0200%;0,0500%;0,1100%;0,0500%;0,3300%;1,0000%
2020-07-22;BBAS3;BRBBASACNOR3;BBAS;93;1675320;59892690;0,0100%;0,0600%;0,4000%;0,0100%;0,1100%;1,6000%
2020-07-22;BBDC3;BRBBDCACNOR1;BBDC;68;530796;11390882,16;0,0400%;0,0800%;0,1700%;0,0500%;0,2000%;1,0000%
2020-07-22;BBDC4;BRBBDCACNPR8;BBDC;177;8010777;185850026,4;0,0100%;0,0200%;0,1000%;0,0200%;0,0700%;1,5500%
2020-07-22;BBRK3;BRBBRKACNOR4;BBRK;3;60900;147378;0,9100%;1,0800%;1,2000%;1,3000%;1,3900%;3,0000%
2020-07-22;BBSE3;BRBBSEACNOR5;BBSE;47;541766;15283218,86;0,0400%;0,0500%;0,1200%;0,0700%;0,1600%;0,8000%
2020-07-22;BCSA34;BRBCSABDR005;BCSA;1;10;129,9;2,0000%;2,0000%;2,0000%;5,0000%;5,0000%;5,0000%
2020-07-22;BEEF3;BRBEEFACNOR6;BEEF;120;2123924;30584505,6;0,1000%;0,6600%;0,9000%;0,1000%;0,9400%;2,0700%
2020-07-22;BEES3;BRBEESACNOR9;BEES;1;100;596;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-22;BIDI11;BRBIDICDAXX3;BIDI;16;16394;855111,04;2,9600%;6,5000%;9,6000%;3,1600%;9,7200%;19,5500%
2020-07-22;BIDI3;BRBIDIACNOR3;BIDI;2;301;5144,09;1,5300%;3,9900%;4,0000%;6,0000%;6,0100%;8,3500%
2020-07-22;BIDI4;BRBIDIACNPR0;BIDI;41;92762;1626117,86;0,1000%;0,7700%;1,2000%;0,1000%;1,4600%;5,0000%
2020-07-22;BKBR3;BRBKBRACNOR4;BKBR;18;471307;5617979,44;2,4100%;5,9800%;8,0000%;5,0500%;6,4200%;9,1000%
2020-07-22;BMGB4;BRBMGBACNPR0;BMGB;7;62421;330207,09;0,3100%;1,1700%;1,2500%;0,6500%;2,0700%;3,2000%
2020-07-22;BOVA11;BRBOVACTF003;BOVA;1130;4464100;448865255;0,5400%;1,5700%;2,0000%;0,9800%;1,7200%;5,0000%
2020-07-22;BOVB11;BRBOVBCTF001;BOVB;1;10;1049,9;2,8800%;2,8800%;2,8800%;4,8000%;4,8000%;4,8000%
2020-07-22;BOVV11;BRBOVVCTF009;BOVV;70;1234457;129420471,88;0,3900%;0,7500%;0,8000%;0,8000%;0,8900%;2,5000%
2020-07-22;BPAC11;BRBPACUNT006;BPAC;77;147392;13291810,56;0,3100%;0,8300%;1,2200%;0,6000%;1,5300%;3,0000%
2020-07-22;BPAN4;BRBPANACNPR1;BPAN;45;467296;4677632,96;0,0700%;0,1200%;0,2400%;0,1400%;0,2200%;0,9000%
2020-07-22;BRAP3;BRBRAPACNOR5;BRAP;1;400;14624;0,1100%;0,1100%;0,1100%;0,9000%;0,9000%;0,9000%
2020-07-22;BRAP4;BRBRAPACNPR2;BRAP;53;284338;11541279,42;0,0400%;0,0900%;0,5000%;0,0500%;0,3100%;1,5000%
2020-07-22;BRDT3;BRBRDTACNOR1;BRDT;30;166371;3951311,25;0,0500%;0,1500%;0,1800%;0,1200%;0,2500%;0,7300%
2020-07-22;BRFS3;BRBRFSACNOR8;BRFS;67;1309812;27506052;0,0200%;0,0600%;0,0900%;0,0200%;0,1600%;1,5500%
2020-07-22;BRKM5;BRBRKMACNPA4;BRKM;138;945202;23403201,52;0,0200%;5,8500%;20,0000%;0,0200%;8,8000%;30,0000%
2020-07-22;BRML3;BRBRMLACNOR9;BRML;170;5702442;65863205,1;0,0400%;0,0800%;0,5000%;0,0800%;0,1400%;1,5000%
2020-07-22;BRPR3;BRBRPRACNOR9;BRPR;16;89055;869176,8;0,4600%;1,0000%;1,3800%;0,4600%;1,8100%;3,0000%
2020-07-22;BRSR6;BRBRSRACNPB4;BRSR;22;247967;3731903,35;0,1100%;0,3300%;0,4800%;0,4000%;0,5000%;1,1500%
2020-07-22;BTOW3;BRBTOWACNOR8;BTOW;244;1230835;148081758,85;0,0500%;0,7600%;1,0500%;0,6500%;1,5500%;5,0000%
2020-07-22;CAMB3;BRCAMBACNOR4;CAMB;1;50400;233856;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-07-22;CAML3;BRCAMLACNOR3;CAML;7;5145;60762,45;0,1600%;0,2000%;0,2100%;0,3000%;0,5800%;1,0000%
2020-07-22;CARD3;BRCARDACNOR9;CARD;5;12981;168882,81;1,6500%;1,6600%;2,1800%;2,7500%;2,8000%;5,0000%
2020-07-22;CCPR3;BRCCPRACNOR9;CCPR;2;1474;23598,74;0,3100%;0,3100%;0,3100%;0,5100%;0,5100%;0,5100%
