RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-09;AALR3;BRAALRACNOR6;AALR;76;102516;1157405,64;0,1200%;0,1900%;0,5000%;0,2300%;0,7900%;3,0000%
2020-07-09;AAPL34;BRAAPLBDR004;AAPL;1;1500;304860;1,4400%;1,4400%;1,4400%;6,1000%;6,1000%;6,1000%
2020-07-09;ABCB4;BRABCBACNPR4;ABCB;8;26076;378884,28;0,1400%;0,2500%;0,2800%;0,2200%;0,3200%;0,9000%
2020-07-09;ABEV3;BRABEVACNOR1;ABEV;170;6023415;87640688,25;0,0200%;0,0700%;0,2400%;0,0300%;0,1600%;1,4700%
2020-07-09;AGRO3;BRAGROACNOR7;AGRO;8;14640;321787,2;0,1600%;0,6400%;0,7500%;1,0000%;1,4300%;3,0000%
2020-07-09;ALPA4;BRALPAACNPR7;ALPA;20;103669;3120436,9;0,0700%;0,1600%;0,3000%;0,2100%;0,2800%;1,2000%
2020-07-09;ALPK3;BRALPKACNOR9;ALPK;3;550;5346;0,0700%;0,2500%;1,8000%;0,6900%;0,9300%;3,0000%
2020-07-09;ALSO3;BRALSOACNOR5;ALSO;6;242222;7162504,54;0,0900%;0,1700%;0,1800%;0,2000%;0,2000%;1,5000%
2020-07-09;ALUP11;BRALUPCDAM15;ALUP;33;517343;12442099,15;0,0600%;0,1200%;0,2800%;0,1300%;0,1700%;1,3000%
2020-07-09;ALUP3;BRALUPACNOR8;ALUP;1;200;1930;4,8000%;4,8000%;4,8000%;4,8000%;4,8000%;4,8000%
2020-07-09;AMAR3;BRAMARACNOR4;AMAR;27;811763;7184102,55;0,1200%;1,0100%;1,3800%;0,6500%;2,0300%;3,3000%
2020-07-09;ANIM3;BRANIMACNOR6;ANIM;36;309336;7721026,56;0,1000%;0,1800%;0,2900%;0,2500%;0,2800%;1,0000%
2020-07-09;APER3;BRAPERACNOR9;APER;4;1192;40885,6;0,1100%;0,2200%;0,6000%;0,2200%;0,4700%;1,0000%
2020-07-09;ARZZ3;BRARZZACNOR3;ARZZ;70;436010;22541717;0,1500%;0,4600%;0,5500%;0,4700%;0,6800%;2,5000%
2020-07-09;ATMP3;BRATMPACNOR8;ATMP;1;5;25;3,0000%;3,0000%;3,0000%;6,0000%;6,0000%;6,0000%
2020-07-09;AZEV3;BRAZEVACNOR0;AZEV;2;1306;18088,1;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-09;AZEV4;BRAZEVACNPR7;AZEV;1;1751;8422,31;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-07-09;AZUL4;BRAZULACNPR4;AZUL;99;1001579;21714232,72;0,1000%;1,4200%;2,0000%;0,1000%;2,0700%;5,0000%
2020-07-09;B3SA3;BRB3SAACNOR6;B3SA;182;1438909;85758976,4;0,0100%;0,0900%;0,2400%;0,0100%;0,3000%;1,0500%
2020-07-09;BALM4;BRBALMACNPR2;BALM;1;117;1152,45;4,0000%;4,0000%;4,0000%;6,0000%;6,0000%;6,0000%
2020-07-09;BBAS3;BRBBASACNOR3;BBAS;50;855194;28982524,66;0,0300%;0,0800%;0,2400%;0,0500%;0,1500%;1,5500%
2020-07-09;BBDC3;BRBBDCACNOR1;BBDC;31;89578;1833661,66;0,0200%;0,0700%;0,2500%;0,1000%;0,6000%;1,0000%
2020-07-09;BBDC4;BRBBDCACNPR8;BBDC;245;11218614;250623836,76;0,0100%;0,0300%;0,1000%;0,0300%;0,0800%;2,0400%
2020-07-09;BBRK3;BRBBRKACNOR4;BBRK;5;266024;710284,08;0,3100%;1,0700%;1,5000%;1,1000%;1,3500%;4,0000%
2020-07-09;BBSD11;BRBBSDCTF000;BBSD;1;12059;998485,2;1,0000%;1,0000%;1,0000%;2,0000%;2,0000%;2,0000%
