RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-01;AALR3;BRAALRACNOR6;AALR;9;24587;252508,49;0,1700%;0,2800%;0,3000%;1,0000%;1,0000%;1,0000%
2020-07-01;ABCB4;BRABCBACNPR4;ABCB;9;386394;5413379,94;0,1200%;0,1300%;0,3000%;0,2200%;0,3600%;0,9000%
2020-07-01;ABEV3;BRABEVACNOR1;ABEV;133;2333497;33532351,89;0,0200%;0,0800%;0,5000%;0,0600%;0,2100%;1,0400%
2020-07-01;ABTT34;BRABTTBDR007;ABTT;1;5;620;5,0000%;5,0000%;5,0000%;6,0000%;6,0000%;6,0000%
2020-07-01;AGRO3;BRAGROACNOR7;AGRO;12;88493;1844194,12;0,1500%;0,2000%;1,5000%;0,3000%;0,7200%;1,8000%
2020-07-01;ALPA4;BRALPAACNPR7;ALPA;15;33871;997162,24;0,2000%;0,2200%;0,3300%;0,3300%;0,9600%;1,5000%
2020-07-01;ALPK3;BRALPKACNOR9;ALPK;1;100;932;0,0900%;0,0900%;0,0900%;1,9400%;1,9400%;1,9400%
2020-07-01;ALSO3;BRALSOACNOR5;ALSO;17;124872;3551359,68;0,1000%;0,2500%;0,4000%;0,3300%;0,4600%;2,6000%
2020-07-01;ALUP11;BRALUPCDAM15;ALUP;9;211871;5082785,29;0,0700%;0,0800%;0,1500%;0,1300%;0,2300%;1,0000%
2020-07-01;ALUP3;BRALUPACNOR8;ALUP;1;16;156,32;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-07-01;AMAR3;BRAMARACNOR4;AMAR;37;273700;2318239;0,3200%;0,5300%;0,7900%;0,4300%;1,1000%;3,0000%
2020-07-01;ANIM3;BRANIMACNOR6;ANIM;8;53601;1294464,15;0,0700%;0,1600%;0,5200%;0,1500%;0,3100%;3,0000%
2020-07-01;ARZZ3;BRARZZACNOR3;ARZZ;39;335955;16223266,95;0,2000%;0,4400%;0,4800%;0,4100%;0,5100%;1,2000%
2020-07-01;AZEV4;BRAZEVACNPR7;AZEV;2;1681;8102,42;0,4800%;1,2300%;1,9400%;0,8000%;2,0500%;3,2400%
2020-07-01;AZUL4;BRAZULACNPR4;AZUL;103;760094;15452711,02;0,1800%;2,3600%;3,2000%;0,2000%;2,9400%;7,1100%
2020-07-01;B3SA3;BRB3SAACNOR6;B3SA;107;1521064;83841047,68;0,0300%;0,0800%;0,2700%;0,0400%;0,1500%;1,5000%
2020-07-01;BBAS3;BRBBASACNOR3;BBAS;55;652279;21186021,92;0,0300%;0,0700%;0,2200%;0,0500%;0,1800%;1,5500%
2020-07-01;BBDC3;BRBBDCACNOR1;BBDC;29;168084;3213766,08;0,0300%;0,2400%;0,5000%;0,0500%;0,3100%;1,0000%
2020-07-01;BBDC4;BRBBDCACNPR8;BBDC;205;9794298;204896714,16;0,0100%;0,0400%;0,2500%;0,0100%;0,0900%;2,0300%
2020-07-01;BBRK3;BRBBRKACNOR4;BBRK;2;14130;33488,1;1,0000%;1,4500%;2,1000%;1,6000%;2,3800%;3,5000%
2020-07-01;BBSD11;BRBBSDCTF000;BBSD;1;6;468,3;0,3300%;0,3300%;0,3300%;0,4400%;0,4400%;0,4400%
2020-07-01;BBSE3;BRBBSEACNOR5;BBSE;60;1634658;45214640,28;0,1500%;0,2000%;0,4500%;0,2200%;0,2400%;1,0600%
2020-07-01;BEEF3;BRBEEFACNOR6;BEEF;46;475753;6184789;0,3900%;0,6500%;2,0000%;0,6500%;2,8800%;4,1000%
2020-07-01;BEES3;BRBEESACNOR9;BEES;1;23;138,23;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-07-01;BGIP4;BRBGIPACNPR8;BGIP;1;200;5540;0,7500%;0,7500%;0,7500%;3,5000%;3,5000%;3,5000%
2020-07-01;BIDI11;BRBIDICDAXX3;BIDI;18;348403;14796675,41;0,6600%;1,3300%;1,5700%;1,4400%;1,6900%;3,0700%
2020-07-01;BIDI4;BRBIDIACNPR0;BIDI;85;206913;3049897,62;1,0000%;3,1100%;5,0000%;1,4800%;4,8400%;8,1200%
2020-07-01;BIOM3;BRBIOMACNOR2;BIOM;3;9600;169440;0,1100%;0,1400%;0,5400%;0,2200%;0,2900%;3,0000%
2020-07-01;BKBR3;BRBKBRACNOR4;BKBR;85;1092571;12094760,97;2,5000%;5,3500%;8,0000%;5,4600%;6,2500%;11,1800%
2020-07-01;BMGB4;BRBMGBACNPR0;BMGB;7;72084;387811,92;0,1100%;0,7500%;2,0000%;1,3500%;2,5300%;5,0000%
2020-07-01;BOBR4;BRBOBRACNPR3;BOBR;1;617;1388,25;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-07-01;BOVA11;BRBOVACTF003;BOVA;969;5033294;462811383,3;0,1500%;2,3900%;4,3000%;0,1500%;2,6800%;6,5000%
2020-07-01;BOVB11;BRBOVBCTF001;BOVB;1;20810;1981528,2;0,6000%;0,6000%;0,6000%;0,6500%;0,6500%;0,6500%
2020-07-01;BOVV11;BRBOVVCTF009;BOVV;132;136330;13080863,5;0,3900%;0,9100%;1,1900%;0,6200%;1,3300%;4,0000%
2020-07-01;BPAC11;BRBPACUNT006;BPAC;56;547721;41708954,15;1,1000%;2,3000%;3,9900%;1,1000%;3,7200%;6,9800%
2020-07-01;BPAN4;BRBPANACNPR1;BPAN;26;538033;4847677,33;0,1500%;0,2500%;0,5000%;0,2900%;0,5500%;1,7000%
2020-07-01;BRAP3;BRBRAPACNOR5;BRAP;4;2201;73051,19;0,0400%;0,0800%;0,4200%;0,0700%;0,5800%;1,0700%
2020-07-01;BRAP4;BRBRAPACNPR2;BRAP;20;250111;9121548,17;0,0500%;0,1100%;0,1300%;0,1000%;0,4200%;1,5500%
2020-07-01;BRDT3;BRBRDTACNOR1;BRDT;31;184481;3968186,31;0,0900%;0,1600%;0,3000%;0,1000%;0,2900%;1,5000%
2020-07-01;BRFS3;BRBRFSACNOR8;BRFS;140;1182444;25197881,64;0,0500%;0,1100%;0,2000%;0,1000%;0,2000%;1,5000%
2020-07-01;BRKM3;BRBRKMACNOR1;BRKM;1;100;2450;4,6800%;4,6800%;4,6800%;4,6800%;4,6800%;4,6800%
2020-07-01;BRKM5;BRBRKMACNPA4;BRKM;198;955905;22339499,85;0,0200%;0,7100%;1,1000%;0,0200%;1,0900%;5,0000%
2020-07-01;BRML3;BRBRMLACNOR9;BRML;151;6886306;70240321,2;0,0700%;0,1300%;0,5000%;0,1400%;0,1700%;1,5000%
2020-07-01;BRPR3;BRBRPRACNOR9;BRPR;11;130258;1168414,26;0,1900%;0,3800%;0,4000%;0,3700%;0,4300%;2,0000%
2020-07-01;BRSR6;BRBRSRACNPB4;BRSR;33;258828;3538178,76;0,3500%;0,9500%;1,0000%;0,7000%;1,0200%;2,5000%
2020-07-01;BSEV3;BRBSEVACNOR3;BSEV;1;400;1352;0,7200%;0,7200%;0,7200%;1,2000%;1,2000%;1,2000%
2020-07-01;BTOW3;BRBTOWACNOR8;BTOW;210;230212;24501463,16;0,1000%;0,4500%;499,8900%;0,1000%;2,0600%;500,9900%
2020-07-01;CAML3;BRCAMLACNOR3;CAML;9;33500;374530;0,1100%;0,5300%;0,5500%;0,6100%;0,7800%;1,7000%
2020-07-01;CARD3;BRCARDACNOR9;CARD;1;400;5292;0,8200%;0,8200%;0,8200%;5,6000%;5,6000%;5,6000%
2020-07-01;CCPR3;BRCCPRACNOR9;CCPR;2;300;4605;0,1200%;0,1200%;0,1200%;0,4000%;0,4000%;0,4000%
2020-07-01;CCRO3;BRCCROACNOR2;CCRO;88;513215;7513467,6;0,1500%;0,2500%;0,3500%;0,2200%;0,3600%;1,0000%
2020-07-01;CEAB3;BRCEABACNOR1;CEAB;23;78047;796079,4;0,4100%;0,5900%;0,8000%;0,8000%;1,0900%;2,8000%
2020-07-01;CEDO4;BRCEDOACNPR5;CEDO;1;8;56,8;0,7500%;0,7500%;0,7500%;1,5000%;1,5000%;1,5000%
2020-07-01;CESP3;BRCESPACNOR3;CESP;1;200;6464;0,7800%;0,7800%;0,7800%;1,3000%;1,3000%;1,3000%
2020-07-01;CESP6;BRCESPACNPB4;CESP;8;15078;437111,22;0,0400%;0,0600%;0,0800%;0,1000%;0,5200%;2,0000%
2020-07-01;CGAS5;BRCGASACNPA3;CGAS;1;400;75824;0,7200%;0,7200%;0,7200%;2,9000%;2,9000%;2,9000%
2020-07-01;CIEL3;BRCIELACNOR3;CIEL;101;7426005;34530923,25;1,0000%;6,0600%;6,5400%;1,4800%;6,3600%;9,0000%
2020-07-01;CLSC4;BRCLSCACNPR3;CLSC;1;18;941,76;0,4000%;0,4000%;0,4000%;1,5000%;1,5000%;1,5000%
2020-07-01;CMCS34;BRCMCSBDR008;CMCS;1;1630;342821,6;5,0000%;5,0000%;5,0000%;5,0000%;5,0000%;5,0000%
2020-07-01;CMIG3;BRCMIGACNOR6;CMIG;11;118152;1391830,56;0,2300%;0,3700%;0,5000%;0,5000%;0,7900%;3,0000%
2020-07-01;CMIG4;BRCMIGACNPR3;CMIG;100;2685556;29567971,56;0,0300%;0,1000%;0,2500%;0,0400%;0,2200%;1,0000%
2020-07-01;CNTO3;BRCNTOACNOR5;CNTO;41;130711;4336990,98;0,1000%;2,2400%;2,8500%;0,1000%;3,0300%;5,5300%
2020-07-01;COCE5;BRCOCEACNPA3;COCE;1;1600;90640;0,0700%;0,0700%;0,0700%;0,2000%;0,2000%;0,2000%
2020-07-01;COGN3;BRCOGNACNOR2;COGN;118;3505310;22924727,4;0,0800%;0,1600%;0,2100%;0,2000%;0,2900%;1,0000%
2020-07-01;CPFE3;BRCPFEACNOR0;CPFE;60;2584408;79108728,88;0,0500%;0,1800%;0,2700%;0,1500%;0,2700%;1,5000%
