RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-06-23;AALR3;BRAALRACNOR6;AALR;27;301645;3336193,7;0,1500%;0,2600%;6,0000%;0,2400%;0,5900%;8,1000%
2020-06-23;ABCB4;BRABCBACNPR4;ABCB;8;6387;99190,11;0,0700%;0,1500%;0,2500%;0,1500%;0,3500%;0,9000%
2020-06-23;ABEV3;BRABEVACNOR1;ABEV;221;6803087;95107156,26;0,0100%;0,0700%;0,2500%;0,0400%;0,2300%;1,5400%
2020-06-23;ADHM3;BRADHMACNOR9;ADHM;1;170;448,8;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-06-23;AGRO3;BRAGROACNOR7;AGRO;6;6491;126899,05;0,8300%;0,9400%;1,6000%;1,4200%;2,4300%;3,1000%
2020-06-23;ALPA3;BRALPAACNOR0;ALPA;1;64;1604,48;0,2500%;0,2500%;0,2500%;1,5000%;1,5000%;1,5000%
2020-06-23;ALPA4;BRALPAACNPR7;ALPA;32;145057;4312544,61;0,0800%;0,1400%;0,2100%;0,1800%;0,2800%;1,0000%
2020-06-23;ALPK3;BRALPKACNOR9;ALPK;1;86;821,3;0,6000%;0,6000%;0,6000%;1,0000%;1,0000%;1,0000%
2020-06-23;ALSO3;BRALSOACNOR5;ALSO;9;30100;888251;0,0500%;0,1700%;0,2400%;0,1200%;0,4500%;2,0000%
2020-06-23;ALUP11;BRALUPCDAM15;ALUP;4;2100;51534;0,0800%;0,1000%;0,2100%;0,3500%;0,9600%;1,1000%
2020-06-23;AMAR3;BRAMARACNOR4;AMAR;37;310816;2750721,6;0,3300%;0,6800%;0,9000%;0,5000%;1,1500%;2,8900%
2020-06-23;ANIM3;BRANIMACNOR6;ANIM;10;257130;6474533,4;0,0500%;0,1700%;0,2400%;0,1200%;0,2300%;0,3000%
2020-06-23;APER3;BRAPERACNOR9;APER;3;1139;28292,76;0,1500%;0,4200%;0,4500%;0,4000%;0,5200%;0,7500%
2020-06-23;ARZZ3;BRARZZACNOR3;ARZZ;17;16169;756385,82;0,0500%;0,4000%;0,5600%;0,5500%;0,9600%;2,3000%
2020-06-23;ATMP3;BRATMPACNOR8;ATMP;1;4;20;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-23;ATOM3;BRATOMACNOR1;ATOM;1;2;3,58;0,7400%;0,7400%;0,7400%;2,0400%;2,0400%;2,0400%
2020-06-23;AZUL4;BRAZULACNPR4;AZUL;196;6878559;144380953,41;1,0000%;3,4500%;4,0500%;2,0000%;3,8300%;7,4300%
2020-06-23;B3SA3;BRB3SAACNOR6;B3SA;65;674797;33996272,86;0,0300%;0,0400%;0,1800%;0,0300%;0,1900%;1,0000%
2020-06-23;BBAS3;BRBBASACNOR3;BBAS;84;712528;23969441,92;0,0400%;0,0900%;0,2900%;0,0700%;0,2300%;1,0000%
