RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-06-17;AALR3;BRAALRACNOR6;AALR;10;188880;2039904;0,2000%;0,4700%;0,8000%;0,5000%;0,8200%;2,5000%
2020-06-17;ABCB4;BRABCBACNPR4;ABCB;21;164039;2488471,63;0,1300%;0,2600%;0,2800%;0,3000%;0,3300%;2,0000%
2020-06-17;ABEV3;BRABEVACNOR1;ABEV;342;15875140;211456864,8;0,0200%;0,0500%;0,2500%;0,0400%;0,1100%;2,0400%
2020-06-17;AGRO3;BRAGROACNOR7;AGRO;10;64804;1291543,72;1,2900%;1,7900%;3,0000%;2,2000%;2,8500%;4,6000%
2020-06-17;ALPA4;BRALPAACNPR7;ALPA;39;336090;9524790,6;0,0500%;0,1500%;0,2500%;0,1500%;0,2700%;1,0000%
2020-06-17;ALPK3;BRALPKACNOR9;ALPK;2;524;5046,12;2,4000%;3,1000%;3,6000%;4,0000%;5,1600%;6,0000%
2020-06-17;ALSO3;BRALSOACNOR5;ALSO;24;204796;5896076,84;0,0600%;0,0900%;0,1200%;0,1000%;0,1600%;2,1500%
2020-06-17;ALUP11;BRALUPCDAM15;ALUP;28;13233;318518,31;0,0700%;0,0900%;0,0900%;0,6500%;1,0000%;1,0000%
2020-06-17;ALUP3;BRALUPACNOR8;ALUP;1;161;1560,09;2,8800%;2,8800%;2,8800%;4,8000%;4,8000%;4,8000%
2020-06-17;ALUP4;BRALUPACNPR5;ALUP;2;720;5191,2;3,0000%;3,2500%;3,6000%;5,0000%;5,4200%;6,0000%
2020-06-17;AMAR3;BRAMARACNOR4;AMAR;23;174517;1493865,52;0,5000%;0,8500%;1,0000%;1,0000%;1,0900%;2,6200%
2020-06-17;ANIM3;BRANIMACNOR6;ANIM;14;44980;1053881,4;0,0500%;0,0600%;0,1300%;0,0800%;0,1500%;0,9000%
2020-06-17;APER3;BRAPERACNOR9;APER;1;300;6963;0,2700%;0,2700%;0,2700%;0,6500%;0,6500%;0,6500%
2020-06-17;ARZZ3;BRARZZACNOR3;ARZZ;8;10334;453662,6;0,1000%;0,5200%;0,8500%;0,9000%;1,0500%;2,3000%
2020-06-17;ATOM3;BRATOMACNOR1;ATOM;2;7487;13551,47;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-06-17;AZEV3;BRAZEVACNOR0;AZEV;8;4407;79326;2,4000%;2,9100%;4,0000%;4,0000%;4,6400%;6,0000%
2020-06-17;AZUL4;BRAZULACNPR4;AZUL;164;2659568;62553039,36;0,1000%;4,0700%;9,6200%;0,1000%;5,0100%;13,0300%
2020-06-17;B3SA3;BRB3SAACNOR6;B3SA;57;853492;42392947,64;0,0300%;0,1000%;0,3000%;0,0500%;0,1300%;0,8000%
2020-06-17;BBAS3;BRBBASACNOR3;BBAS;62;1170525;39317934,75;0,0400%;0,0900%;0,4000%;0,0600%;0,2100%;1,0000%
2020-06-17;BBDC3;BRBBDCACNOR1;BBDC;23;525304;10611140,8;0,0400%;0,0600%;0,2400%;0,1000%;0,2000%;1,1100%
2020-06-17;BBDC4;BRBBDCACNPR8;BBDC;171;4593563;100599029,7;0,0200%;0,0400%;0,2000%;0,0200%;0,1300%;2,0400%
2020-06-17;BBRK3;BRBBRKACNOR4;BBRK;6;22608;52902,72;0,6100%;1,0000%;1,0300%;1,7200%;1,8300%;5,0000%
2020-06-17;BBSE3;BRBBSEACNOR5;BBSE;33;2041880;53517674,8;0,3400%;0,5300%;0,6500%;0,4900%;0,6700%;1,6000%
2020-06-17;BEEF3;BRBEEFACNOR6;BEEF;230;1312361;17992469,31;0,1000%;0,9900%;2,0000%;0,1000%;1,8600%;5,0000%
2020-06-17;BEES3;BRBEESACNOR9;BEES;1;100;611;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-06-17;BEES4;BRBEESACNPR6;BEES;2;37;231,62;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-17;BIDI11;BRBIDICDAXX3;BIDI;11;189633;6436144,02;0,4200%;0,6800%;1,5200%;0,7200%;0,7700%;2,8000%
2020-06-17;BIDI3;BRBIDIACNOR3;BIDI;1;4736;45228,8;1,8000%;1,8000%;1,8000%;3,0000%;3,0000%;3,0000%
2020-06-17;BIDI4;BRBIDIACNPR0;BIDI;62;91704;1128876,24;0,5200%;1,1000%;2,0000%;0,6200%;2,1200%;5,5400%
2020-06-17;BIOM3;BRBIOMACNOR2;BIOM;1;1000;17390;0,8000%;0,8000%;0,8000%;4,0000%;4,0000%;4,0000%
2020-06-17;BKBR3;BRBKBRACNOR4;BKBR;27;322757;3898904,56;4,8200%;7,8400%;10,0000%;7,7100%;9,9300%;12,1300%
2020-06-17;BMGB4;BRBMGBACNPR0;BMGB;4;12958;71269;0,3500%;0,8800%;1,2200%;1,0500%;1,3800%;3,3000%
2020-06-17;BNBR3;BRBNBRACNOR8;BNBR;1;1;91,49;2,0000%;2,0000%;2,0000%;5,0000%;5,0000%;5,0000%
2020-06-17;BOBR4;BRBOBRACNPR3;BOBR;2;15087;32738,79;1,7500%;2,3900%;2,4000%;2,9200%;3,9800%;4,0000%
