RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-06-22;AALR3;BRAALRACNOR6;AALR;19;158827;1696272,36;0,2100%;0,2900%;0,4000%;0,4100%;0,5700%;1,5000%
2020-06-22;AAPL34;BRAAPLBDR004;AAPL;2;81;15044,94;0,0500%;0,2200%;0,3500%;1,0000%;1,0400%;1,1000%
2020-06-22;ABCB4;BRABCBACNPR4;ABCB;9;3871;60658,57;0,0800%;0,1300%;0,2800%;0,1600%;0,2700%;0,9000%
2020-06-22;ABEV3;BRABEVACNOR1;ABEV;106;6993854;96725000,82;0,0200%;0,0400%;0,2500%;0,0200%;0,1200%;1,0300%
2020-06-22;AGRO3;BRAGROACNOR7;AGRO;8;26577;524895,75;0,7800%;1,3900%;1,6000%;1,5500%;1,8700%;3,1000%
2020-06-22;ALPA4;BRALPAACNPR7;ALPA;36;201792;5932684,8;0,0500%;0,1400%;0,2400%;0,1400%;0,2700%;1,0000%
2020-06-22;ALPK3;BRALPKACNOR9;ALPK;1;21000;200340;0,2500%;0,2500%;0,2500%;0,2500%;0,2500%;0,2500%
2020-06-22;ALSO3;BRALSOACNOR5;ALSO;16;52515;1564421,85;0,0500%;0,0900%;0,1200%;0,1100%;0,1900%;0,5500%
2020-06-22;ALUP11;BRALUPCDAM15;ALUP;12;93200;2298312;0,0700%;0,1300%;0,4200%;0,1400%;0,4400%;1,1000%
2020-06-22;ALUP3;BRALUPACNOR8;ALUP;1;56;548,24;1,4400%;1,4400%;1,4400%;2,4000%;2,4000%;2,4000%
2020-06-22;AMAR3;BRAMARACNOR4;AMAR;26;144955;1301695,9;0,3900%;0,6500%;0,8000%;0,4900%;1,1800%;2,5000%
2020-06-22;ANIM3;BRANIMACNOR6;ANIM;29;827180;20307269;0,0500%;0,1200%;0,2400%;0,1000%;0,1800%;1,0000%
2020-06-22;APER3;BRAPERACNOR9;APER;3;606;14913,66;0,1500%;0,3000%;0,5000%;0,4000%;0,4700%;0,5000%
2020-06-22;ARZZ3;BRARZZACNOR3;ARZZ;3;1000;44810;0,4500%;0,5500%;0,6600%;0,7000%;1,0100%;1,1400%
2020-06-22;ATOM3;BRATOMACNOR1;ATOM;1;78;138,84;0,9200%;0,9200%;0,9200%;1,5400%;1,5400%;1,5400%
2020-06-22;AZEV4;BRAZEVACNPR7;AZEV;1;2144;11899,2;1,7200%;1,7200%;1,7200%;2,8700%;2,8700%;2,8700%
2020-06-22;AZUL4;BRAZULACNPR4;AZUL;1033;4399062;96691382,76;1,9000%;3,2600%;4,0000%;2,5000%;3,9600%;8,4200%
2020-06-22;B3SA3;BRB3SAACNOR6;B3SA;55;1373178;69908491,98;0,0200%;0,0500%;0,1500%;0,0200%;0,0900%;1,5000%
2020-06-22;BBAS3;BRBBASACNOR3;BBAS;60;382274;13123466,42;0,0400%;0,0800%;0,2500%;0,0700%;0,1400%;1,0500%
2020-06-22;BBDC3;BRBBDCACNOR1;BBDC;37;1541525;31077144;0,0300%;0,0400%;0,0900%;0,0600%;0,1100%;0,7000%
2020-06-22;BBDC4;BRBBDCACNPR8;BBDC;160;7308647;162690482,22;0,0100%;0,0300%;0,2500%;0,0100%;0,0700%;1,5000%
2020-06-22;BBRK3;BRBBRKACNOR4;BBRK;7;9527;23722,23;0,7200%;1,3200%;2,0000%;1,7200%;2,2800%;3,5000%
2020-06-22;BBSE3;BRBBSEACNOR5;BBSE;148;3945347;113625993,6;0,1000%;0,4200%;0,5000%;0,1000%;0,4800%;2,5000%
2020-06-22;BEEF3;BRBEEFACNOR6;BEEF;64;292224;3930412,8;0,3000%;0,8500%;1,2300%;0,5200%;1,6900%;5,0000%
2020-06-22;BEES3;BRBEESACNOR9;BEES;2;672;4126,08;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-06-22;BIDI11;BRBIDICDAXX3;BIDI;58;333282;10838330,64;0,2000%;0,6600%;1,5000%;0,6000%;0,7700%;2,5000%
2020-06-22;BIDI3;BRBIDIACNOR3;BIDI;35;522790;5416104,4;2,0000%;10,2700%;15,0000%;3,0000%;12,7700%;23,0000%
2020-06-22;BIDI4;BRBIDIACNPR0;BIDI;210;548502;6411988,38;0,0700%;1,2400%;12,0000%;1,0500%;1,7700%;14,4000%
2020-06-22;BKBR3;BRBKBRACNOR4;BKBR;67;1310763;15309711,84;3,7000%;7,0400%;7,9000%;7,2100%;8,0100%;10,5000%
2020-06-22;BMGB4;BRBMGBACNPR0;BMGB;3;81336;433520,88;1,3200%;1,6800%;1,9500%;1,5500%;1,7600%;2,4600%
2020-06-22;BOVA11;BRBOVACTF003;BOVA;1360;4721047;439340633,82;1,0000%;3,2600%;4,5000%;2,3000%;3,9200%;8,3500%
2020-06-22;BOVB11;BRBOVBCTF001;BOVB;2;31330;3030864,2;1,0000%;1,0000%;1,0000%;1,0500%;1,0500%;1,0500%
2020-06-22;BOVV11;BRBOVVCTF009;BOVV;91;1694487;164399128,74;0,4000%;0,8200%;0,9100%;0,6300%;0,9800%;2,5200%
2020-06-22;BPAC11;BRBPACUNT006;BPAC;334;9740679;684087886,17;0,0500%;0,4500%;2,5000%;0,1000%;0,8800%;4,0000%
2020-06-22;BPAN4;BRBPANACNPR1;BPAN;33;3897217;33827843,56;0,1000%;0,6500%;1,0000%;0,2000%;0,7400%;2,2000%
2020-06-22;BRAP3;BRBRAPACNOR5;BRAP;1;400;13116;0,1500%;0,1500%;0,1500%;0,2500%;0,2500%;0,2500%
2020-06-22;BRAP4;BRBRAPACNPR2;BRAP;29;135604;4950902,04;0,1000%;0,1800%;0,2500%;0,1000%;0,3200%;1,5000%
2020-06-22;BRAX11;BRBRAXCTF002;BRAX;4;1941;155959,35;0,4000%;0,4100%;2,0000%;0,4200%;0,4500%;3,3000%
2020-06-22;BRDT3;BRBRDTACNOR1;BRDT;34;475449;10683339,03;0,1000%;0,2100%;0,7100%;0,2000%;0,2900%;2,0000%
2020-06-22;BRFS3;BRBRFSACNOR8;BRFS;61;968183;21832526,65;0,0200%;0,0500%;0,1500%;0,0600%;0,0900%;0,6000%
2020-06-22;BRKM5;BRBRKMACNPA4;BRKM;75;1356578;35365988,46;0,1400%;0,2500%;0,3200%;0,2200%;0,3500%;1,5000%
2020-06-22;BRML3;BRBRMLACNOR9;BRML;61;1377077;14886202,37;0,0500%;0,1900%;0,2200%;0,1000%;0,2200%;1,0000%
2020-06-22;BRPR3;BRBRPRACNOR9;BRPR;21;252959;2367696,24;0,1800%;0,2800%;0,3400%;0,2500%;0,3300%;0,5200%
2020-06-22;BRSR3;BRBRSRACNOR3;BRSR;1;1795;32058,7;0,1200%;0,1200%;0,1200%;0,2000%;0,2000%;0,2000%
2020-06-22;BRSR6;BRBRSRACNPB4;BRSR;28;332798;4928738,38;0,3000%;0,4800%;0,6000%;0,5800%;0,6200%;2,5000%
2020-06-22;BSEV3;BRBSEVACNOR3;BSEV;11;2521;8571,4;1,7700%;1,7700%;1,7700%;4,7600%;4,7600%;4,7600%
2020-06-22;BTOW3;BRBTOWACNOR8;BTOW;91;112230;11743747,2;0,1000%;0,6400%;499,8900%;0,1000%;2,1400%;500,4900%
2020-06-22;CAML3;BRCAMLACNOR3;CAML;9;354756;3834912,36;0,2900%;0,5000%;0,6000%;0,4900%;1,5900%;2,4000%
2020-06-22;CARD3;BRCARDACNOR9;CARD;7;23081;318517,8;0,9700%;2,3600%;7,5000%;3,7900%;4,3900%;9,5000%
