RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-08-12;AALR3;BRAALRACNOR6;AALR;4;15660;173669,4;0,3500%;0,5900%;0,6200%;0,9500%;1,0400%;1,2100%
2020-08-12;ABCB4;BRABCBACNPR4;ABCB;17;31690;451899,4;0,1300%;0,1600%;0,2000%;0,1500%;0,3600%;0,7000%
2020-08-12;ABEV3;BRABEVACNOR1;ABEV;114;7942561;107224573,5;0,0100%;0,0800%;0,2000%;0,0100%;0,1300%;2,2000%
2020-08-12;AGRO3;BRAGROACNOR7;AGRO;3;4266;85874,58;0,0700%;0,1500%;0,1500%;0,2600%;0,2600%;0,8100%
2020-08-12;ALPA4;BRALPAACNPR7;ALPA;29;63372;2164153,8;0,1200%;0,2500%;0,3900%;0,2000%;0,5400%;0,9000%
2020-08-12;ALPK3;BRALPKACNOR9;ALPK;1;500;4655;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-08-12;ALSO3;BRALSOACNOR5;ALSO;18;35222;1069692,14;0,1200%;0,2600%;0,5200%;0,2800%;0,3600%;1,1400%
2020-08-12;ALUP11;BRALUPCDAM15;ALUP;14;265737;6534472,83;0,0300%;0,0500%;0,1500%;0,0600%;0,1500%;1,0000%
2020-08-12;ALUP4;BRALUPACNPR5;ALUP;1;89;653,26;0,7500%;0,7500%;0,7500%;2,5000%;2,5000%;2,5000%
2020-08-12;AMAR3;BRAMARACNOR4;AMAR;30;334224;2667107,52;0,0700%;0,2900%;0,4000%;0,3000%;0,6100%;2,5000%
2020-08-12;AMBP3;BRAMBPACNOR6;AMBP;28;48187;1332370,55;0,1500%;0,2200%;0,3000%;0,2400%;0,4700%;0,5500%
2020-08-12;AMZO34;BRAMZOBDR002;AMZO;1;20;169304,8;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-08-12;ANIM3;BRANIMACNOR6;ANIM;33;98154;2747330,46;0,1000%;0,2000%;0,6000%;0,2200%;0,3000%;1,5000%
2020-08-12;APER3;BRAPERACNOR9;APER;4;1762;50146,52;0,7400%;0,7900%;1,2000%;1,4800%;2,0800%;2,1300%
2020-08-12;ARZZ3;BRARZZACNOR3;ARZZ;58;297589;16673911,67;0,1000%;0,2300%;0,6000%;0,2400%;0,3500%;1,2000%
2020-08-12;ATMP3;BRATMPACNOR8;ATMP;1;5;21,2;3,0000%;3,0000%;3,0000%;5,0000%;5,0000%;5,0000%
2020-08-12;ATOM3;BRATOMACNOR1;ATOM;1;500;1760;0,5200%;0,5200%;0,5200%;1,4500%;1,4500%;1,4500%
2020-08-12;AZUL4;BRAZULACNPR4;AZUL;290;1222340;28431628,4;0,1000%;0,2200%;3,0000%;0,1000%;0,5600%;4,8000%
2020-08-12;B3SA3;BRB3SAACNOR6;B3SA;61;796426;49107627,16;0,0200%;0,0600%;0,4800%;0,0200%;0,0800%;0,8000%
2020-08-12;BBAS3;BRBBASACNOR3;BBAS;57;799696;27509542,4;0,0300%;0,0600%;0,2500%;0,0600%;0,1000%;1,0000%
2020-08-12;BBDC3;BRBBDCACNOR1;BBDC;18;21301;436883,51;0,0300%;0,1300%;0,2500%;0,1400%;0,4300%;0,9000%
2020-08-12;BBDC4;BRBBDCACNPR8;BBDC;95;5779086;128122336,62;0,0100%;0,0300%;0,2500%;0,0200%;0,0600%;1,0600%
2020-08-12;BBRK3;BRBBRKACNOR4;BBRK;5;35008;73516,8;0,3000%;1,3300%;1,5000%;1,6700%;1,7600%;3,2000%
2020-08-12;BBSD11;BRBBSDCTF000;BBSD;1;50;4158;0,5000%;0,5000%;0,5000%;2,0000%;2,0000%;2,0000%
2020-08-12;BBSE3;BRBBSEACNOR5;BBSE;105;747873;21733189,38;0,0400%;0,1300%;0,2900%;0,0500%;0,3200%;1,1000%
