RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-06-10;AALR3;BRAALRACNOR6;AALR;29;488476;6374611,8;0,1000%;0,5500%;0,7700%;0,7500%;0,9100%;5,0000%
2020-06-10;ABCB4;BRABCBACNPR4;ABCB;8;14900;224394;0,1100%;0,2100%;0,2500%;0,2500%;0,3400%;2,0000%
2020-06-10;ABEV3;BRABEVACNOR1;ABEV;185;8053598;114844307,48;0,0200%;0,1000%;0,3000%;0,0200%;0,1500%;1,0300%
2020-06-10;AFLT3;BRAFLTACNOR1;AFLT;1;3;26,79;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-06-10;AGRO3;BRAGROACNOR7;AGRO;13;54193;1070853,68;2,1000%;2,1900%;4,5000%;4,2000%;4,3900%;7,0000%
2020-06-10;ALPA4;BRALPAACNPR7;ALPA;21;42821;1206695,78;0,0900%;0,1400%;0,2400%;0,2200%;0,3000%;1,1000%
2020-06-10;ALPK3;BRALPKACNOR9;ALPK;1;184;1810,56;1,0600%;1,0600%;1,0600%;1,7700%;1,7700%;1,7700%
2020-06-10;ALSO3;BRALSOACNOR5;ALSO;18;174444;5388575,16;0,0600%;0,1100%;0,1500%;0,1300%;0,1900%;0,9000%
2020-06-10;ALUP11;BRALUPCDAM15;ALUP;15;97963;2452993,52;0,0800%;0,2100%;0,3400%;0,1000%;0,3400%;0,3800%
2020-06-10;ALUP4;BRALUPACNPR5;ALUP;1;181;1373,79;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-10;AMAR3;BRAMARACNOR4;AMAR;42;921742;8148199,28;0,5800%;1,0500%;1,2000%;1,2500%;1,5000%;3,1000%
2020-06-10;ANIM3;BRANIMACNOR6;ANIM;11;118858;3136662,62;0,0700%;0,1200%;0,1500%;0,1500%;0,1700%;1,0000%
2020-06-10;APER3;BRAPERACNOR9;APER;2;17542;403466;1,2000%;1,4400%;1,5000%;1,5500%;1,7700%;2,6000%
2020-06-10;ARZZ3;BRARZZACNOR3;ARZZ;8;14510;673118,9;0,1000%;1,2900%;1,4500%;1,4500%;1,4900%;2,7000%
2020-06-10;ATOM3;BRATOMACNOR1;ATOM;1;2810;5058;3,0200%;3,0200%;3,0200%;5,0400%;5,0400%;5,0400%
2020-06-10;AZEV3;BRAZEVACNOR0;AZEV;1;174;2634,36;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-10;AZEV4;BRAZEVACNPR7;AZEV;3;2285;11790,6;0,5000%;5,1200%;10,8000%;1,0000%;5,4700%;10,8000%
2020-06-10;AZUL4;BRAZULACNPR4;AZUL;216;707813;18997700,92;0,1000%;5,2200%;9,0000%;0,1000%;8,9100%;18,6300%
2020-06-10;B3SA3;BRB3SAACNOR6;B3SA;90;1935667;99144863,74;0,0300%;0,0600%;0,2500%;0,0300%;0,1000%;1,0500%
2020-06-10;BBAS3;BRBBASACNOR3;BBAS;85;2396026;86736141,2;0,0200%;0,0500%;0,1500%;0,0400%;0,1200%;1,0400%
2020-06-10;BBDC3;BRBBDCACNOR1;BBDC;60;1207149;25567415,82;0,0400%;0,0900%;0,2500%;0,0500%;0,1200%;2,0000%
2020-06-10;BBDC4;BRBBDCACNPR8;BBDC;160;6778760;156182630,4;0,0200%;0,0300%;0,2500%;0,0200%;0,0700%;1,0000%
2020-06-10;BBRK3;BRBBRKACNOR4;BBRK;2;4800;12864;2,1000%;2,3400%;2,4800%;3,5000%;4,6900%;5,4000%
2020-06-10;BBSE3;BRBBSEACNOR5;BBSE;47;1322328;36826834,8;0,0500%;0,9600%;1,2700%;0,1000%;1,2800%;4,4300%
2020-06-10;BEEF3;BRBEEFACNOR6;BEEF;50;813345;10394549,1;0,1000%;1,2100%;1,5000%;0,1000%;1,6700%;3,0000%
2020-06-10;BEES3;BRBEESACNOR9;BEES;2;2061;12489,66;2,8800%;2,8800%;2,8800%;4,8000%;4,8000%;4,8000%
2020-06-10;BEES4;BRBEESACNPR6;BEES;1;87;528,96;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-10;BIDI11;BRBIDICDAXX3;BIDI;15;334436;11561452,52;0,6700%;1,3100%;1,9000%;1,1700%;1,4600%;2,9000%
2020-06-10;BIDI4;BRBIDIACNPR0;BIDI;57;164998;2039375,28;0,7200%;2,1500%;7,0000%;0,7400%;3,3700%;10,0000%
2020-06-10;BIOM3;BRBIOMACNOR2;BIOM;5;1716;32312,28;2,2400%;4,9700%;5,7600%;7,0000%;10,8400%;13,1600%
2020-06-10;BKBR3;BRBKBRACNOR4;BKBR;50;764792;10561777,52;2,2400%;8,6700%;12,5000%;2,2400%;11,4500%;15,5200%
2020-06-10;BMGB4;BRBMGBACNPR0;BMGB;4;3100;18135;1,0900%;1,1700%;2,0300%;4,0700%;4,2300%;4,6000%
2020-06-10;BOBR4;BRBOBRACNPR3;BOBR;2;2100;4095;1,4400%;1,4400%;1,4400%;1,9800%;2,0000%;2,4000%
2020-06-10;BOVA11;BRBOVACTF003;BOVA;1315;6076413;565714050,3;0,0200%;4,1400%;6,0000%;0,0200%;4,9600%;11,0000%
2020-06-10;BOVB11;BRBOVBCTF001;BOVB;2;13040;1256012,8;1,8000%;2,9500%;3,0000%;3,0500%;3,1600%;6,0000%
2020-06-10;BOVV11;BRBOVVCTF009;BOVV;66;572736;55658484,48;0,4400%;0,8100%;1,0300%;0,9000%;1,0300%;5,0000%
2020-06-10;BPAC11;BRBPACUNT006;BPAC;40;705908;46893468,44;0,0900%;0,2300%;0,2400%;0,1500%;0,3100%;1,0000%
2020-06-10;BPAN4;BRBPANACNPR1;BPAN;49;358510;3341313,2;0,1400%;0,2400%;0,3400%;0,3000%;0,6000%;2,2700%
2020-06-10;BRAP3;BRBRAPACNOR5;BRAP;3;2023;66050,95;0,0700%;0,1800%;2,4300%;1,1000%;1,2300%;4,0500%
2020-06-10;BRAP4;BRBRAPACNPR2;BRAP;49;158319;5670986,58;0,1000%;0,3300%;0,3800%;0,1500%;0,4000%;1,5500%
2020-06-10;BRDT3;BRBRDTACNOR1;BRDT;73;1082967;25406405,82;0,0500%;0,1200%;0,1500%;0,1000%;0,1500%;1,0000%
2020-06-10;BRFS3;BRBRFSACNOR8;BRFS;80;1034181;23765479,38;0,0300%;0,0900%;0,2500%;0,0400%;0,1200%;1,0000%
2020-06-10;BRKM3;BRBRKMACNOR1;BRKM;1;100;2735;0,5500%;0,5500%;0,5500%;0,5500%;0,5500%;0,5500%
2020-06-10;BRKM5;BRBRKMACNPA4;BRKM;47;1062881;28782817,48;0,1000%;0,4600%;0,5500%;0,1500%;0,5900%;2,0000%
2020-06-10;BRML3;BRBRMLACNOR9;BRML;152;6069756;71441028,12;0,1000%;0,1900%;0,4000%;0,2000%;0,2600%;2,0000%
2020-06-10;BRPR3;BRBRPRACNOR9;BRPR;10;82200;806382;0,1500%;0,3400%;0,6000%;0,2900%;0,4600%;1,1000%
2020-06-10;BRSR6;BRBRSRACNPB4;BRSR;22;37169;566083,87;0,1000%;0,3500%;0,6100%;0,1500%;3,3700%;4,5000%
2020-06-10;BSEV3;BRBSEVACNOR3;BSEV;2;4326;14794,92;0,2400%;0,2400%;0,2400%;0,4000%;0,4000%;0,4000%
2020-06-10;BTOW3;BRBTOWACNOR8;BTOW;193;433380;40564368;0,3100%;0,6000%;1,0000%;0,6000%;1,6400%;3,0000%
2020-06-10;CAML3;BRCAMLACNOR3;CAML;12;37000;393310;0,3500%;1,1400%;1,6900%;1,0500%;2,5400%;4,2000%
2020-06-10;CARD3;BRCARDACNOR9;CARD;10;10900;139193;0,5900%;1,0300%;1,3400%;1,0000%;1,4600%;3,5000%
2020-06-10;CCPR3;BRCCPRACNOR9;CCPR;4;1900;32357;0,3700%;0,3800%;0,5800%;1,0500%;1,0500%;1,0500%
2020-06-10;CCRO3;BRCCROACNOR2;CCRO;60;762755;11128595,45;0,1400%;0,2100%;0,5000%;0,2000%;0,2600%;2,0000%
2020-06-10;CEAB3;BRCEABACNOR1;CEAB;26;255533;3314263,01;0,6200%;1,2600%;1,5200%;1,3200%;1,5000%;3,2800%
2020-06-10;CESP6;BRCESPACNPB4;CESP;15;53550;1541704,5;0,0400%;0,1400%;0,1800%;0,0500%;0,2500%;1,5000%
2020-06-10;CIEL3;BRCIELACNOR3;CIEL;121;7094759;34125790,79;0,0300%;1,9000%;5,8300%;0,6600%;2,3300%;7,0000%
2020-06-10;CLSC4;BRCLSCACNPR3;CLSC;2;1706;88336,68;0,6200%;0,6200%;0,8000%;1,3400%;1,9100%;1,9100%
2020-06-10;CMIG3;BRCMIGACNOR6;CMIG;16;32220;400494,6;0,5200%;1,7200%;1,7500%;1,2200%;2,3600%;4,0000%
2020-06-10;CMIG4;BRCMIGACNPR3;CMIG;263;4358281;51863543,9;0,0100%;0,0500%;0,1000%;0,0500%;0,1200%;1,0500%
2020-06-10;CNIC34;BRCNICBDR007;CNIC;1;50;11122;5,0000%;5,0000%;5,0000%;6,0000%;6,0000%;6,0000%
2020-06-10;CNTO3;BRCNTOACNOR5;CNTO;56;331945;11339241,2;2,0000%;8,1200%;11,0000%;2,0000%;10,6400%;13,8000%
2020-06-10;COCE5;BRCOCEACNPA3;COCE;1;1700;91018;3,6000%;3,6000%;3,6000%;6,0000%;6,0000%;6,0000%
2020-06-10;COGN3;BRCOGNACNOR2;COGN;148;8366070;58227847,2;0,1000%;0,2100%;0,3000%;0,2400%;0,3500%;0,9000%
2020-06-10;CPFE3;BRCPFEACNOR0;CPFE;29;208032;6912903,36;0,1400%;0,3500%;0,4900%;0,2000%;0,4900%;3,0000%
2020-06-10;CPLE3;BRCPLEACNOR8;CPLE;1;100;6387;0,2000%;0,2000%;0,2000%;1,5000%;1,5000%;1,5000%
