RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-07-17;AALR3;BRAALRACNOR6;AALR;7;11317;126750,4;0,1200%;0,3900%;1,0000%;0,5200%;1,0100%;1,4600%
2020-07-17;ABCB4;BRABCBACNPR4;ABCB;11;146461;2186662,73;0,1000%;0,2100%;0,2400%;0,1900%;0,3800%;1,0000%
2020-07-17;ABEV3;BRABEVACNOR1;ABEV;137;4341647;60956723,88;0,0300%;0,0500%;0,5000%;0,0500%;0,1100%;1,5000%
2020-07-17;AGRO3;BRAGROACNOR7;AGRO;4;1095;23411,1;0,2000%;0,2300%;0,3900%;0,2200%;0,3700%;1,5000%
2020-07-17;ALPA4;BRALPAACNPR7;ALPA;33;173267;5002218,29;0,0600%;0,1300%;0,2500%;0,1200%;0,3500%;1,0000%
2020-07-17;ALPK3;BRALPKACNOR9;ALPK;2;109;1040,95;0,2100%;3,6900%;4,0000%;1,4100%;5,1600%;5,5000%
2020-07-17;ALSO3;BRALSOACNOR5;ALSO;25;295724;8649927;0,0800%;0,1500%;0,1600%;0,1800%;0,1900%;0,8000%
2020-07-17;ALUP11;BRALUPCDAM15;ALUP;10;27933;662850,09;0,0500%;0,0700%;0,1500%;0,1500%;0,3200%;1,0000%
2020-07-17;AMAR3;BRAMARACNOR4;AMAR;27;1176854;10085638,78;0,3400%;0,9200%;1,1000%;1,0000%;1,2800%;2,5000%
2020-07-17;AMBP3;BRAMBPACNOR6;AMBP;1;15;450,15;2,7000%;2,7000%;2,7000%;4,3000%;4,3000%;4,3000%
2020-07-17;AMZO34;BRAMZOBDR002;AMZO;1;20;159845,4;4,0000%;4,0000%;4,0000%;6,0000%;6,0000%;6,0000%
2020-07-17;ANIM3;BRANIMACNOR6;ANIM;23;464311;11793499,4;0,0700%;0,1100%;0,2400%;0,1400%;0,1700%;0,2600%
2020-07-17;APER3;BRAPERACNOR9;APER;2;5501;184063,46;0,2900%;0,4500%;0,4500%;0,5500%;0,5500%;1,6000%
2020-07-17;ARZZ3;BRARZZACNOR3;ARZZ;56;383688;20465917,92;0,1000%;0,2300%;0,9300%;0,2500%;0,5600%;5,0000%
2020-07-17;ATOM3;BRATOMACNOR1;ATOM;2;2171;4863,04;2,0000%;2,4000%;2,4000%;3,2000%;3,9900%;4,0000%
2020-07-17;AZUL4;BRAZULACNPR4;AZUL;64;1190241;26494764,66;0,5200%;0,9000%;1,1900%;0,5200%;1,0400%;5,0000%
2020-07-17;B3SA3;BRB3SAACNOR6;B3SA;44;595939;36525101,31;0,0200%;0,0500%;0,1000%;0,0400%;0,0900%;1,5500%
2020-07-17;BBAS3;BRBBASACNOR3;BBAS;47;554258;19038762,3;0,0100%;0,0300%;0,3600%;0,0100%;0,0800%;1,0000%
2020-07-17;BBDC3;BRBBDCACNOR1;BBDC;31;242144;4963952;0,0200%;0,1000%;0,2000%;0,1000%;0,3200%;1,2000%
2020-07-17;BBDC4;BRBBDCACNPR8;BBDC;150;12793605;286065007,8;0,0100%;0,0400%;0,5000%;0,0100%;0,0600%;1,5500%
2020-07-17;BBRK3;BRBBRKACNOR4;BBRK;5;125133;309078,51;0,5300%;0,9600%;1,0500%;1,0500%;1,2100%;1,8800%
2020-07-17;BBSE3;BRBBSEACNOR5;BBSE;78;512126;14068101,22;0,0200%;0,0800%;0,4800%;0,0200%;0,1300%;1,1100%
2020-07-17;BEEF3;BRBEEFACNOR6;BEEF;91;1405719;19694123,19;0,1000%;0,8400%;6,0000%;0,1000%;1,2500%;7,7000%
2020-07-17;BERK34;BRBERKBDR002;BERK;1;2;2037,9;8,0000%;8,0000%;8,0000%;10,5000%;10,5000%;10,5000%
2020-07-17;BIDI11;BRBIDICDAXX3;BIDI;18;87656;4371404,72;1,0000%;5,7200%;10,0000%;2,1800%;10,9400%;20,0000%
2020-07-17;BIDI3;BRBIDIACNOR3;BIDI;3;689;11154,91;2,2500%;2,7000%;3,1900%;4,5900%;6,6900%;7,0000%
2020-07-17;BIDI4;BRBIDIACNPR0;BIDI;76;241769;4047213,06;0,2700%;1,1300%;2,0000%;0,6600%;2,0600%;5,8100%
2020-07-17;BKBR3;BRBKBRACNOR4;BKBR;33;768848;8934013,76;1,1600%;4,0800%;4,4000%;1,1600%;4,3900%;5,8000%
2020-07-17;BMEB4;BRBMEBACNPR5;BMEB;1;184;2660,64;0,7500%;0,7500%;0,7500%;2,5000%;2,5000%;2,5000%
2020-07-17;BMGB4;BRBMGBACNPR0;BMGB;5;497200;2699796;0,2400%;0,2400%;0,5100%;0,5500%;0,6000%;0,8500%
2020-07-17;BOBR4;BRBOBRACNPR3;BOBR;1;800;1848;0,5600%;0,5600%;0,5600%;1,1200%;1,1200%;1,1200%
2020-07-17;BOVA11;BRBOVACTF003;BOVA;812;1377754;133531917,68;0,8700%;1,6900%;3,0000%;1,5000%;2,4900%;5,0000%
2020-07-17;BOVB11;BRBOVBCTF001;BOVB;2;10310;1037907,7;0,5700%;0,8900%;0,9000%;0,9500%;0,9800%;0,9800%
