RptDt;TckrSymb;ISIN;Asst;QtyCtrctsDay;QtyShrDay;ValCtrctsDay;DnrMinRate;DnrAvrgRate;DnrMaxRate;TakrMinRate;TakrAvrgRate;TakrMaxRate
2020-06-19;AALR3;BRAALRACNOR6;AALR;11;191800;2111718;0,2900%;0,4100%;0,4600%;0,5000%;0,6000%;1,5000%
2020-06-19;ABCB4;BRABCBACNPR4;ABCB;12;38085;592983,45;0,1200%;0,1600%;0,2500%;0,2200%;0,4400%;2,0000%
2020-06-19;ABEV3;BRABEVACNOR1;ABEV;92;6041842;82773235,4;0,0200%;0,0300%;0,3000%;0,0400%;0,0900%;1,0300%
2020-06-19;AFLT3;BRAFLTACNOR1;AFLT;1;11;113,3;4,2000%;4,2000%;4,2000%;7,0000%;7,0000%;7,0000%
2020-06-19;AGRO3;BRAGROACNOR7;AGRO;5;34129;674047,75;0,8100%;1,5500%;1,8000%;1,6000%;1,8900%;2,2000%
2020-06-19;ALPA4;BRALPAACNPR7;ALPA;51;470602;14000409,5;0,0700%;0,1400%;0,2200%;0,1300%;0,3200%;1,0000%
2020-06-19;ALSO3;BRALSOACNOR5;ALSO;26;258954;7742724,6;0,0500%;0,0900%;0,1200%;0,0900%;0,1300%;3,0000%
2020-06-19;ALUP11;BRALUPCDAM15;ALUP;11;83335;2043374,2;0,0700%;0,1400%;0,6700%;0,1300%;0,4800%;0,9600%
2020-06-19;ALUP3;BRALUPACNOR8;ALUP;1;61;597,8;2,4000%;2,4000%;2,4000%;4,0000%;4,0000%;4,0000%
2020-06-19;AMAR3;BRAMARACNOR4;AMAR;22;753361;6576841,53;0,4600%;0,7700%;0,8900%;0,9000%;0,9600%;4,0000%
2020-06-19;ANIM3;BRANIMACNOR6;ANIM;12;124070;2944181,1;0,0400%;0,0900%;0,1200%;0,1000%;0,1300%;0,1700%
2020-06-19;APER3;BRAPERACNOR9;APER;1;500;12220;0,3000%;0,3000%;0,3000%;0,5000%;0,5000%;0,5000%
2020-06-19;ARZZ3;BRARZZACNOR3;ARZZ;9;11200;492912;0,4200%;0,6600%;0,8900%;0,7500%;1,1400%;2,5000%
2020-06-19;ATOM3;BRATOMACNOR1;ATOM;1;131;231,87;1,5400%;1,5400%;1,5400%;2,5600%;2,5600%;2,5600%
2020-06-19;AZEV4;BRAZEVACNPR7;AZEV;2;2808;15977,52;2,1600%;2,8700%;2,8800%;4,5200%;4,8000%;4,8000%
2020-06-19;AZUL4;BRAZULACNPR4;AZUL;82;1252032;27995435,52;0,1000%;3,8000%;6,8000%;0,1000%;4,1300%;6,8000%
2020-06-19;B3SA3;BRB3SAACNOR6;B3SA;53;955354;48512876,12;0,0200%;0,0400%;0,3000%;0,0200%;0,0900%;5,1000%
2020-06-19;BBAS3;BRBBASACNOR3;BBAS;49;667308;23035472,16;0,0300%;0,0700%;0,4000%;0,0400%;0,1300%;1,5000%
2020-06-19;BBDC3;BRBBDCACNOR1;BBDC;36;299388;6143441,76;0,0300%;0,0800%;0,1300%;0,0600%;0,0900%;0,7000%
2020-06-19;BBDC4;BRBBDCACNPR8;BBDC;146;16040486;359146481,54;0,0200%;0,0300%;0,1300%;0,0400%;0,0700%;2,0300%
2020-06-19;BBRK3;BRBBRKACNOR4;BBRK;4;70925;178731;0,4800%;1,7200%;2,0000%;2,0500%;2,2700%;3,8900%
2020-06-19;BBSE3;BRBBSEACNOR5;BBSE;57;1148054;31915901,2;0,0400%;0,4200%;0,4900%;0,2000%;0,5200%;2,4300%
2020-06-19;BEEF3;BRBEEFACNOR6;BEEF;25;431304;5801038,8;0,5300%;0,9900%;1,2300%;0,5800%;1,4600%;2,9000%
2020-06-19;BIDI11;BRBIDICDAXX3;BIDI;19;161116;5461832,4;0,2500%;0,6000%;1,1800%;0,6900%;0,7700%;1,9700%
2020-06-19;BIDI3;BRBIDIACNOR3;BIDI;56;439720;4282872,8;0,2500%;9,3500%;20,0000%;1,5000%;12,2700%;25,0000%
2020-06-19;BIDI4;BRBIDIACNPR0;BIDI;33;267908;3239007,72;0,7000%;1,0700%;2,0000%;1,5000%;2,0300%;3,5000%
2020-06-19;BKBR3;BRBKBRACNOR4;BKBR;60;1642847;19155596,02;2,5000%;7,4000%;8,2000%;2,7500%;8,1900%;12,5000%
2020-06-19;BMGB4;BRBMGBACNPR0;BMGB;3;12206;65302,1;0,8000%;1,5400%;3,6000%;0,9000%;2,4600%;6,0000%
2020-06-19;BOBR4;BRBOBRACNPR3;BOBR;1;100;213;1,5300%;1,5300%;1,5300%;3,8300%;3,8300%;3,8300%
2020-06-19;BOVA11;BRBOVACTF003;BOVA;671;3364886;311723039,04;1,3000%;3,1900%;5,5000%;1,3000%;4,0100%;9,2000%
2020-06-19;BOVB11;BRBOVBCTF001;BOVB;1;1;96;1,0600%;1,0600%;1,0600%;3,0200%;3,0200%;3,0200%
2020-06-19;BOVV11;BRBOVVCTF009;BOVV;156;634151;61284352,64;0,3700%;0,7900%;0,8500%;0,7400%;1,0200%;6,0000%
2020-06-19;BPAC11;BRBPACUNT006;BPAC;111;605630;41079882,9;0,0700%;0,1300%;0,2500%;0,1000%;0,2900%;2,1300%
2020-06-19;BPAN4;BRBPANACNPR1;BPAN;20;467382;4024159,02;0,1100%;0,2000%;0,3200%;0,2200%;0,3600%;1,0300%
2020-06-19;BRAP3;BRBRAPACNOR5;BRAP;3;340;11220;0,1700%;0,2200%;0,2500%;0,2800%;0,2900%;0,3000%
2020-06-19;BRAP4;BRBRAPACNPR2;BRAP;37;337134;12504300,06;0,1200%;0,2100%;0,2600%;0,2200%;0,2600%;1,6500%
