RptDt;TckrSymb;ISIN;Asst;XprtnCd;SgmtNm;OpnIntrst;VartnOpnIntrst;DstrbtnId;CvrdQty;TtlBlckdPos;UcvrdQty;TtlPos;BrrwrQty;LndrQty;CurQty;FwdPric
2020-07-22;AFSQ20;BRBMEFAFS0J3;AFS;Q20;FINANCIAL;2234;0;;;;;;;;;
2020-07-22;AFSU20;BRBMEFAFS0K1;AFS;U20;FINANCIAL;131;0;;;;;;;;;
2020-07-22;AUDQ20;BRBMEFAUD3E6;AUD;Q20;FINANCIAL;24;0;;;;;;;;;
2020-07-22;AUSQ20;BRBMEFAUS0J4;AUS;Q20;FINANCIAL;27144;-215;;;;;;;;;
2020-07-22;AUSU20;BRBMEFAUS0K2;AUS;U20;FINANCIAL;438;0;;;;;;;;;
2020-07-22;AUSV20;BRBMEFAUS0L0;AUS;V20;FINANCIAL;643;0;;;;;;;;;
2020-07-22;B3SAOQ20;BRB3SA380014;B3SAO;Q20;FINANCIAL;25400;-14000;;;;;;;;;
2020-07-22;B3SAOU20;BRB3SA390013;B3SAO;U20;FINANCIAL;9100;2600;;;;;;;;;
2020-07-22;BGIK21;BRBMEFBGI5P9;BGI;K21;AGRIBUSINESS;72;0;;;;;;;;;
2020-07-22;BGIM21;BRBMEFBGI5Q7;BGI;M21;AGRIBUSINESS;29;0;;;;;;;;;
2020-07-22;BGIN20;BRBMEFBGI5L8;BGI;N20;AGRIBUSINESS;2601;-292;;;;;;;;;
2020-07-22;BGIN20C018500;BRBMEFCBNE38;BGI;NNIS;AGRIBUSINESS;30;0;;;;;;;;;
2020-07-22;BGIN20C018900;BRBMEFCBNEB2;BGI;NNJ1;AGRIBUSINESS;500;0;;;;;;;;;
2020-07-22;BGIN20C019000;BRBMEFCBNED8;BGI;NNJ3;AGRIBUSINESS;135;0;;;;;;;;;
2020-07-22;BGIN20C019200;BRBMEFCBNEH9;BGI;NNJ7;AGRIBUSINESS;255;0;;;;;;;;;
2020-07-22;BGIN20C020000;BRBMEFCBNDI9;BGI;NNI3;AGRIBUSINESS;732;0;;;;;;;;;
