RptDt;TckrSymb;ISIN;Asst;XprtnCd;SgmtNm;OpnIntrst;VartnOpnIntrst;DstrbtnId;CvrdQty;TtlBlckdPos;UcvrdQty;TtlPos;BrrwrQty;LndrQty;CurQty;FwdPric
2020-06-30;AFSN20;BRBMEFAFS0I5;AFS;N20;FINANCIAL;2600;0;;;;;;;;;
2020-06-30;AFSQ20;BRBMEFAFS0J3;AFS;Q20;FINANCIAL;84;0;;;;;;;;;
2020-06-30;AUDN20;BRBMEFAUD3D8;AUD;N20;FINANCIAL;24;0;;;;;;;;;
2020-06-30;AUDQ20;BRBMEFAUD3E6;AUD;Q20;FINANCIAL;4;0;;;;;;;;;
2020-06-30;AUSN20;BRBMEFAUS0I6;AUS;N20;FINANCIAL;218;0;;;;;;;;;
2020-06-30;AUSQ20;BRBMEFAUS0J4;AUS;Q20;FINANCIAL;27310;-50;;;;;;;;;
2020-06-30;AUSU20;BRBMEFAUS0K2;AUS;U20;FINANCIAL;354;0;;;;;;;;;
2020-06-30;B3SAON20;BRB3SA370015;B3SAO;N20;FINANCIAL;194100;27300;;;;;;;;;
2020-06-30;B3SAOQ20;BRB3SA380014;B3SAO;Q20;FINANCIAL;11100;1000;;;;;;;;;
2020-06-30;BGIK21;BRBMEFBGI5P9;BGI;K21;AGRIBUSINESS;55;0;;;;;;;;;
2020-06-30;BGIN20;BRBMEFBGI5L8;BGI;N20;AGRIBUSINESS;2710;-240;;;;;;;;;
2020-06-30;BGIN20C018500;BRBMEFCBNE38;BGI;NNIS;AGRIBUSINESS;85;0;;;;;;;;;
2020-06-30;BGIN20C018900;BRBMEFCBNEB2;BGI;NNJ1;AGRIBUSINESS;500;0;;;;;;;;;
2020-06-30;BGIN20C019000;BRBMEFCBNED8;BGI;NNJ3;AGRIBUSINESS;135;0;;;;;;;;;
2020-06-30;BGIN20C019200;BRBMEFCBNEH9;BGI;NNJ7;AGRIBUSINESS;315;0;;;;;;;;;
2020-06-30;BGIN20C019900;BRBMEFCBNEV0;BGI;NNJP;AGRIBUSINESS;25;0;;;;;;;;;
2020-06-30;BGIN20C020000;BRBMEFCBNDI9;BGI;NNI3;AGRIBUSINESS;732;0;;;;;;;;;
2020-06-30;BGIN20C020100;BRBMEFCBNDK5;BGI;NNI5;AGRIBUSINESS;50;0;;;;;;;;;
2020-06-30;BGIN20C020500;BRBMEFCBNDS8;BGI;NNIF;AGRIBUSINESS;1904;0;;;;;;;;;
2020-06-30;BGIN20C020800;BRBMEFCBNDY6;BGI;NNIM;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIN20C020900;BRBMEFCBNE04;BGI;NNIP;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIN20C021000;BRBMEFCBNE20;BGI;NNIR;AGRIBUSINESS;874;0;;;;;;;;;
2020-06-30;BGIN20C021100;BRBMEFCBNEW8;BGI;NNJQ;AGRIBUSINESS;10;0;;;;;;;;;
2020-06-30;BGIN20C021200;BRBMEFCBNF78;BGI;NNK2;AGRIBUSINESS;60;0;;;;;;;;;
2020-06-30;BGIN20C021400;BRBMEFCBNF94;BGI;NNK4;AGRIBUSINESS;50;0;;;;;;;;;
2020-06-30;BGIN20C021500;BRBMEFCBNEX6;BGI;NNJR;AGRIBUSINESS;250;0;;;;;;;;;
2020-06-30;BGIN20C021600;BRBMEFCBNEY4;BGI;NNJS;AGRIBUSINESS;10;0;;;;;;;;;
2020-06-30;BGIN20C021800;BRBMEFCBNF29;BGI;NNJX;AGRIBUSINESS;570;0;;;;;;;;;
2020-06-30;BGIN20C021900;BRBMEFCBNF45;BGI;NNJZ;AGRIBUSINESS;50;0;;;;;;;;;
2020-06-30;BGIN20C022000;BRBMEFCBNF60;BGI;NNK1;AGRIBUSINESS;758;0;;;;;;;;;
2020-06-30;BGIN20C022200;BRBMEFCBNFC7;BGI;NNK7;AGRIBUSINESS;227;0;;;;;;;;;
2020-06-30;BGIN20C022500;BRBMEFCBNFI4;BGI;NNKF;AGRIBUSINESS;500;0;;;;;;;;;
2020-06-30;BGIN20C022800;BRBMEFCBNFO2;BGI;NNKM;AGRIBUSINESS;520;0;;;;;;;;;
2020-06-30;BGIN20C023000;BRBMEFCBNFS3;BGI;NNKR;AGRIBUSINESS;150;0;;;;;;;;;
2020-06-30;BGIN20C023500;BRBMEFCBNG10;BGI;NNL1;AGRIBUSINESS;500;0;;;;;;;;;
2020-06-30;BGIN20P017000;BRBMEFVBNDF5;BGI;NNM0;AGRIBUSINESS;1;0;;;;;;;;;
2020-06-30;BGIN20P018000;BRBMEFVBNDH1;BGI;NNM2;AGRIBUSINESS;50;0;;;;;;;;;
2020-06-30;BGIN20P018500;BRBMEFVBNE35;BGI;NNMS;AGRIBUSINESS;550;0;;;;;;;;;
2020-06-30;BGIN20P018900;BRBMEFVBNEB2;BGI;NNN1;AGRIBUSINESS;33;0;;;;;;;;;
2020-06-30;BGIN20P019000;BRBMEFVBNED8;BGI;NNN3;AGRIBUSINESS;425;0;;;;;;;;;
2020-06-30;BGIN20P019100;BRBMEFVBNEF3;BGI;NNN5;AGRIBUSINESS;80;0;;;;;;;;;
2020-06-30;BGIN20P019200;BRBMEFVBNEH9;BGI;NNN7;AGRIBUSINESS;15;0;;;;;;;;;
2020-06-30;BGIN20P019300;BRBMEFVBNEJ5;BGI;NNN9;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIN20P019400;BRBMEFVBNEL1;BGI;NNNC;AGRIBUSINESS;2;0;;;;;;;;;
2020-06-30;BGIN20P019500;BRBMEFVBNEN7;BGI;NNNF;AGRIBUSINESS;408;0;;;;;;;;;
2020-06-30;BGIN20P019600;BRBMEFVBNEP2;BGI;NNNH;AGRIBUSINESS;50;0;;;;;;;;;
2020-06-30;BGIN20P019700;BRBMEFVBNER8;BGI;NNNK;AGRIBUSINESS;70;0;;;;;;;;;
2020-06-30;BGIN20P019800;BRBMEFVBNET4;BGI;NNNM;AGRIBUSINESS;79;0;;;;;;;;;
2020-06-30;BGIN20P019900;BRBMEFVBNEV0;BGI;NNNP;AGRIBUSINESS;1;0;;;;;;;;;
2020-06-30;BGIN20P020000;BRBMEFVBNDI9;BGI;NNM3;AGRIBUSINESS;109;0;;;;;;;;;
2020-06-30;BGIN20P020300;BRBMEFVBNDO7;BGI;NNM9;AGRIBUSINESS;9;0;;;;;;;;;
2020-06-30;BGIN20P020400;BRBMEFVBNDQ2;BGI;NNMC;AGRIBUSINESS;7;0;;;;;;;;;
2020-06-30;BGIN20P020500;BRBMEFVBNDS8;BGI;NNMF;AGRIBUSINESS;35;0;;;;;;;;;
2020-06-30;BGIN20P020600;BRBMEFVBNDU4;BGI;NNMH;AGRIBUSINESS;50;0;;;;;;;;;
2020-06-30;BGIN20P020700;BRBMEFVBNDW0;BGI;NNMK;AGRIBUSINESS;10;0;;;;;;;;;
2020-06-30;BGIN20P020900;BRBMEFVBNE01;BGI;NNMP;AGRIBUSINESS;15;0;;;;;;;;;
2020-06-30;BGIN20P021000;BRBMEFVBNE27;BGI;NNMR;AGRIBUSINESS;245;0;;;;;;;;;
2020-06-30;BGIN20P021200;BRBMEFVBNF75;BGI;NNP2;AGRIBUSINESS;245;0;;;;;;;;;
2020-06-30;BGIN20P021300;BRBMEFVBNF83;BGI;NNP3;AGRIBUSINESS;510;0;;;;;;;;;
2020-06-30;BGIN20P021500;BRBMEFVBNEX6;BGI;NNNR;AGRIBUSINESS;230;0;;;;;;;;;
2020-06-30;BGIQ20;BRBMEFBGI5J2;BGI;Q20;AGRIBUSINESS;694;87;;;;;;;;;
2020-06-30;BGIQ20C020000;BRBMEFCBQDP7;BGI;QNJB;AGRIBUSINESS;4;0;;;;;;;;;
2020-06-30;BGIQ20C020500;BRBMEFCBQDZ6;BGI;QNJN;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIQ20C020800;BRBMEFCBQE50;BGI;QNJV;AGRIBUSINESS;14;0;;;;;;;;;
2020-06-30;BGIQ20C021000;BRBMEFCBQE92;BGI;QNJZ;AGRIBUSINESS;26;0;;;;;;;;;
2020-06-30;BGIQ20C021250;BRBMEFCBQEE9;BGI;QNK4;AGRIBUSINESS;20;0;;;;;;;;;
2020-06-30;BGIQ20C021500;BRBMEFCBQEJ8;BGI;QNK9;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIQ20C021600;BRBMEFCBQEK6;BGI;QNKB;AGRIBUSINESS;20;0;;;;;;;;;
2020-06-30;BGIQ20C021800;BRBMEFCBQEO8;BGI;QNKG;AGRIBUSINESS;4;0;;;;;;;;;
2020-06-30;BGIQ20C022000;BRBMEFCBQES9;BGI;QNKL;AGRIBUSINESS;526;0;;;;;;;;;
2020-06-30;BGIQ20C023000;BRBMEFCBQFX6;BGI;QNLX;AGRIBUSINESS;500;0;;;;;;;;;
2020-06-30;BGIQ20P017800;BRBMEFVBQDG6;BGI;QNN1;AGRIBUSINESS;18;0;;;;;;;;;
2020-06-30;BGIQ20P018900;BRBMEFVBQFY4;BGI;QNQY;AGRIBUSINESS;40;0;;;;;;;;;
2020-06-30;BGIQ20P019000;BRBMEFVBQDQ5;BGI;QNNC;AGRIBUSINESS;88;0;;;;;;;;;
2020-06-30;BGIQ20P019250;BRBMEFVBQFF3;BGI;QNQB;AGRIBUSINESS;105;0;;;;;;;;;
2020-06-30;BGIQ20P019300;BRBMEFVBQFZ1;BGI;QNM1;AGRIBUSINESS;13;0;;;;;;;;;
2020-06-30;BGIQ20P019400;BRBMEFVBQG14;BGI;QNM5;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIQ20P019500;BRBMEFVBQG06;BGI;QNM3;AGRIBUSINESS;64;0;;;;;;;;;
2020-06-30;BGIQ20P019600;BRBMEFVBQG22;BGI;QNM7;AGRIBUSINESS;17;0;;;;;;;;;
2020-06-30;BGIQ20P019750;BRBMEFVBQFK3;BGI;QNQH;AGRIBUSINESS;3;0;;;;;;;;;
2020-06-30;BGIQ20P019850;BRBMEFVBQFL1;BGI;QNQJ;AGRIBUSINESS;3;0;;;;;;;;;
2020-06-30;BGIQ20P020000;BRBMEFVBQDP7;BGI;QNNB;AGRIBUSINESS;111;0;;;;;;;;;
2020-06-30;BGIQ20P020200;BRBMEFVBQDT9;BGI;QNNG;AGRIBUSINESS;50;0;;;;;;;;;
2020-06-30;BGIQ20P020500;BRBMEFVBQDZ6;BGI;QNNN;AGRIBUSINESS;600;0;;;;;;;;;
2020-06-30;BGIQ20P020700;BRBMEFVBQE32;BGI;QNNS;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIQ20P021250;BRBMEFVBQEE9;BGI;QNP4;AGRIBUSINESS;20;0;;;;;;;;;
2020-06-30;BGIQ20P021500;BRBMEFVBQEJ8;BGI;QNP9;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIU20;BRBMEFBGI5M6;BGI;U20;AGRIBUSINESS;154;12;;;;;;;;;
2020-06-30;BGIU20C021250;BRBMEFCBUHI5;BGI;UNKR;AGRIBUSINESS;20;0;;;;;;;;;
2020-06-30;BGIU20C021500;BRBMEFCBUHN5;BGI;UNKX;AGRIBUSINESS;5;0;;;;;;;;;
2020-06-30;BGIU20C022500;BRBMEFCBUI76;BGI;UNLK;AGRIBUSINESS;30;25;;;;;;;;;
2020-06-30;BGIU20P017000;BRBMEFVBUF43;BGI;UNM0;AGRIBUSINESS;1;0;;;;;;;;;
2020-06-30;BGIU20P017500;BRBMEFVBUF50;BGI;UNM1;AGRIBUSINESS;21;0;;;;;;;;;
2020-06-30;BGIU20P018000;BRBMEFVBUF68;BGI;UNM2;AGRIBUSINESS;28;0;;;;;;;;;
2020-06-30;BGIU20P019000;BRBMEFVBUG91;BGI;UNNB;AGRIBUSINESS;9;0;;;;;;;;;
2020-06-30;BGIU20P019400;BRBMEFVBUGH9;BGI;UNNL;AGRIBUSINESS;2;0;;;;;;;;;
