RptDt;PRFNm;VrtxCd;ScnroId;PRFVal;TpShck
2020-07-15;A1AP34;102;9998;192,46;M
2020-07-15;A1AP34;102;9999;259,744;M
2020-07-15;A1AP34;102;10000;134,1369;M
2020-07-15;A1BM34;100;9998;369,63;M
2020-07-15;A1BM34;100;9999;550,1868;M
2020-07-15;A1BM34;100;10000;228,0173;M
2020-07-15;A1DI34;102;9998;316,4613;M
2020-07-15;A1DI34;102;9999;414,3364;M
2020-07-15;A1DI34;102;10000;229,7509;M
2020-07-15;A1DM34;102;9998;219,5635;M
2020-07-15;A1DM34;102;9999;295,5851;M
2020-07-15;A1DM34;102;10000;161,142;M
2020-07-15;A1EE34;102;9998;203,8075;M
2020-07-15;A1EE34;102;9999;257,2539;M
2020-07-15;A1EE34;102;10000;148,5022;M
2020-07-15;A1EN34;102;9998;265,033;M
2020-07-15;A1EN34;102;9999;331,8637;M
2020-07-15;A1EN34;102;10000;209,4396;M
2020-07-15;A1EP34;102;9998;227,267;M
2020-07-15;A1EP34;102;9999;284,3201;M
2020-07-15;A1EP34;102;10000;178,3955;M
2020-07-15;A1ES34;102;9998;80,9003;M
2020-07-15;A1ES34;102;9999;112,4449;M
2020-07-15;A1ES34;102;10000;58,5912;M
2020-07-15;A1FL34;102;9998;194,7619;M
2020-07-15;A1FL34;102;9999;291,6442;M
2020-07-15;A1FL34;102;10000;116,3741;M
2020-07-15;A1GI34;102;9998;249,3039;M
2020-07-15;A1GI34;102;9999;323,3371;M
2020-07-15;A1GI34;102;10000;189,1119;M
2020-07-15;A1GN34;102;9998;286,6404;M
2020-07-15;A1GN34;102;9999;360,8458;M
2020-07-15;A1GN34;102;10000;218,1906;M
2020-07-15;A1IV34;102;9998;205,0154;M
2020-07-15;A1IV34;102;9999;293,4508;M
2020-07-15;A1IV34;102;10000;123,7636;M
2020-07-15;A1JG34;102;9998;272,4681;M
2020-07-15;A1JG34;102;9999;360,399;M
2020-07-15;A1JG34;102;10000;186,5425;M
2020-07-15;A1KA34;100;9998;303,57;M
2020-07-15;A1KA34;100;9999;438,9379;M
2020-07-15;A1KA34;100;10000;199,2876;M
2020-07-15;A1LB34;102;9998;457;M
2020-07-15;A1LB34;102;9999;613,1843;M
2020-07-15;A1LB34;102;10000;339,0208;M
2020-07-15;A1LG34;100;9998;421,8142;M
2020-07-15;A1LG34;100;9999;701,0889;M
2020-07-15;A1LG34;100;10000;243,876;M
2020-07-15;A1LK34;101;9998;208,0753;M
2020-07-15;A1LK34;101;9999;346,3038;M
2020-07-15;A1LK34;101;10000;141,5411;M
2020-07-15;A1LL34;102;9998;58,756;M
2020-07-15;A1LL34;102;9999;82,6532;M
2020-07-15;A1LL34;102;10000;33,4016;M
2020-07-15;A1LX34;100;9998;299;M
2020-07-15;A1LX34;100;9999;416,5907;M
2020-07-15;A1LX34;100;10000;190,762;M
2020-07-15;A1MB34;102;9998;273,5149;M
2020-07-15;A1MB34;102;9999;346,1604;M
2020-07-15;A1MB34;102;10000;210,6064;M
2020-07-15;A1MD34;100;9998;297,0817;M
2020-07-15;A1MD34;100;9999;464,1604;M
2020-07-15;A1MD34;100;10000;192,6753;M
2020-07-15;A1ME34;102;9998;250,2165;M
2020-07-15;A1ME34;102;9999;322,559;M
2020-07-15;A1ME34;102;10000;188,483;M
2020-07-15;A1MP34;102;9998;206,8406;M
2020-07-15;A1MP34;102;9999;321,3144;M
2020-07-15;A1MP34;102;10000;136,6968;M
2020-07-15;A1MT34;102;9998;333,3714;M
2020-07-15;A1MT34;102;9999;427,1421;M
2020-07-15;A1MT34;102;10000;243,4944;M
2020-07-15;A1NE34;100;9998;288,734;M
2020-07-15;A1NE34;100;9999;420,3967;M
2020-07-15;A1NE34;100;10000;182,4336;M
2020-07-15;A1NS34;100;9998;404,0183;M
2020-07-15;A1NS34;100;9999;533,498;M
2020-07-15;A1NS34;100;10000;297,9392;M
2020-07-15;A1NT34;102;9998;286,9678;M
2020-07-15;A1NT34;102;9999;386,9703;M
2020-07-15;A1NT34;102;10000;177,7822;M
2020-07-15;A1ON34;102;9998;269,7302;M
