RptDt;PRFNm;VrtxCd;ScnroId;PRFVal;TpShck
2020-06-22;A1AP34;102;9998;199,2972;M
2020-06-22;A1AP34;102;9999;268,9715;M
2020-06-22;A1AP34;102;10000;138,9021;M
2020-06-22;A1BM34;100;9998;334,7824;M
2020-06-22;A1BM34;100;9999;498,3169;M
2020-06-22;A1BM34;100;10000;206,5205;M
2020-06-22;A1DI34;102;9998;316,8246;M
2020-06-22;A1DI34;102;9999;414,8121;M
2020-06-22;A1DI34;102;10000;230,0146;M
2020-06-22;A1DM34;102;9998;210,34;M
2020-06-22;A1DM34;102;9999;283,1681;M
2020-06-22;A1DM34;102;10000;154,3727;M
2020-06-22;A1EE34;102;9998;185,6776;M
2020-06-22;A1EE34;102;9999;234,3696;M
2020-06-22;A1EE34;102;10000;135,2921;M
2020-06-22;A1EN34;102;9998;254,9584;M
2020-06-22;A1EN34;102;9999;319,2487;M
2020-06-22;A1EN34;102;10000;201,4783;M
2020-06-22;A1EP34;102;9998;211,8913;M
2020-06-22;A1EP34;102;9999;265,0844;M
2020-06-22;A1EP34;102;10000;166,3261;M
2020-06-22;A1ES34;102;9998;73,5138;M
2020-06-22;A1ES34;102;9999;102,1783;M
2020-06-22;A1ES34;102;10000;53,2416;M
2020-06-22;A1FL34;102;9998;191,7249;M
2020-06-22;A1FL34;102;9999;287,0965;M
2020-06-22;A1FL34;102;10000;114,5594;M
2020-06-22;A1GI34;101;9998;232,7938;M
2020-06-22;A1GI34;101;9999;301,9242;M
2020-06-22;A1GI34;101;10000;176,588;M
2020-06-22;A1GN34;102;9998;269,9977;M
2020-06-22;A1GN34;102;9999;339,8947;M
2020-06-22;A1GN34;102;10000;205,5222;M
2020-06-22;A1IV34;102;9998;200,1911;M
2020-06-22;A1IV34;102;9999;286,5455;M
2020-06-22;A1IV34;102;10000;120,8513;M
2020-06-22;A1JG34;102;9998;254,3536;M
2020-06-22;A1JG34;102;9999;336,4385;M
2020-06-22;A1JG34;102;10000;174,1406;M
2020-06-22;A1KA34;100;9998;267,1055;M
2020-06-22;A1KA34;100;9999;386,2131;M
2020-06-22;A1KA34;100;10000;175,3494;M
2020-06-22;A1LB34;102;9998;398,4891;M
2020-06-22;A1LB34;102;9999;534,6767;M
2020-06-22;A1LB34;102;10000;295,6151;M
2020-06-22;A1LG34;100;9998;342,4598;M
2020-06-22;A1LG34;100;9999;569,1955;M
2020-06-22;A1LG34;100;10000;197,9965;M
2020-06-22;A1LK34;101;9998;189,81;M
2020-06-22;A1LK34;101;9999;315,9045;M
2020-06-22;A1LK34;101;10000;129,1163;M
2020-06-22;A1LL34;102;9998;62,3001;M
2020-06-22;A1LL34;102;9999;87,6387;M
2020-06-22;A1LL34;102;10000;35,4163;M
2020-06-22;A1LX34;100;9998;307,4119;M
2020-06-22;A1LX34;100;9999;428,3108;M
