RptDt;PRFNm;VrtxCd;ScnroId;PRFVal;TpShck
2020-08-10;A1AP34;102;9998;209,18;M
2020-08-10;A1AP34;102;9999;282,3093;M
2020-08-10;A1AP34;102;10000;145,79;M
2020-08-10;A1BM34;100;9998;411,67;M
2020-08-10;A1BM34;100;9999;612,7625;M
2020-08-10;A1BM34;100;10000;253,9509;M
2020-08-10;A1DI34;102;9998;320,22;M
2020-08-10;A1DI34;102;9999;419,2576;M
2020-08-10;A1DI34;102;10000;232,4797;M
2020-08-10;A1DM34;102;9998;244,68;M
2020-08-10;A1DM34;102;9999;329,398;M
2020-08-10;A1DM34;102;10000;179,5755;M
2020-08-10;A1EE34;102;9998;228,66;M
2020-08-10;A1EE34;102;9999;288,6237;M
2020-08-10;A1EE34;102;10000;166,6108;M
2020-08-10;A1EN34;103;9998;303,5;M
2020-08-10;A1EN34;103;9999;380,0305;M
2020-08-10;A1EN34;103;10000;239,8378;M
2020-08-10;A1EP34;102;9998;236,5;M
2020-08-10;A1EP34;102;9999;295,8709;M
2020-08-10;A1EP34;102;10000;185,643;M
2020-08-10;A1EP34;103;9998;235,27;M
2020-08-10;A1EP34;103;9999;294,3321;M
2020-08-10;A1EP34;103;10000;184,6775;M
2020-08-10;A1ES34;103;9998;96,5;M
2020-08-10;A1ES34;103;9999;134,1272;M
2020-08-10;A1ES34;103;10000;69,8891;M
2020-08-10;A1FL34;102;9998;205,6;M
2020-08-10;A1FL34;102;9999;307,8736;M
2020-08-10;A1FL34;102;10000;122,8501;M
2020-08-10;A1GI34;102;9998;266,5;M
2020-08-10;A1GI34;102;9999;345,6398;M
2020-08-10;A1GI34;102;10000;202,1562;M
2020-08-10;A1GN34;102;9998;279,8;M
2020-08-10;A1GN34;102;9999;352,2346;M
2020-08-10;A1GN34;102;10000;212,9837;M
2020-08-10;A1IV34;102;9998;206,2;M
2020-08-10;A1IV34;102;9999;295,1464;M
2020-08-10;A1IV34;102;10000;124,4788;M
2020-08-10;A1JG34;102;9998;294,99;M
2020-08-10;A1JG34;102;9999;390,1891;M
2020-08-10;A1JG34;102;10000;201,9619;M
2020-08-10;A1KA34;100;9998;295,67;M
2020-08-10;A1KA34;100;9999;427,5151;M
2020-08-10;A1KA34;100;10000;194,1014;M
2020-08-10;A1LB34;102;9998;475,19;M
2020-08-10;A1LB34;102;9999;637,5909;M
2020-08-10;A1LB34;102;10000;352,5149;M
2020-08-10;A1LG34;100;9998;412,76;M
2020-08-10;A1LG34;100;9999;686,0401;M
2020-08-10;A1LG34;100;10000;238,6413;M
2020-08-10;A1LK34;101;9998;215,07;M
2020-08-10;A1LK34;101;9999;357,9453;M
2020-08-10;A1LK34;101;10000;146,2992;M
2020-08-10;A1LL34;102;9998;64,67;M
2020-08-10;A1LL34;102;9999;90,9725;M
2020-08-10;A1LL34;102;10000;36,7636;M
2020-08-10;A1LX34;100;9998;279,24;M
2020-08-10;A1LX34;100;9999;389,0595;M
2020-08-10;A1LX34;100;10000;178,1551;M
2020-08-10;A1MB34;102;9998;283,04;M
2020-08-10;A1MB34;102;9999;358,2154;M
2020-08-10;A1MB34;102;10000;217,9408;M
2020-08-10;A1MD34;100;9998;449,9;M
2020-08-10;A1MD34;100;9999;702,9237;M
2020-08-10;A1MD34;100;10000;291,7871;M
2020-08-10;A1ME34;102;9998;271,04;M
2020-08-10;A1ME34;102;9999;349,403;M
2020-08-10;A1ME34;102;10000;204,169;M
2020-08-10;A1MP34;102;9998;221,49;M
2020-08-10;A1MP34;102;9999;344,0714;M
2020-08-10;A1MP34;102;10000;146,3783;M
2020-08-10;A1MP34;103;9998;220,6;M
2020-08-10;A1MP34;103;9999;342,6888;M
2020-08-10;A1MP34;103;10000;145,7901;M
2020-08-10;A1MT34;102;9998;355,52;M
2020-08-10;A1MT34;102;9999;455,5206;M
2020-08-10;A1MT34;102;10000;259,6718;M
2020-08-10;A1NE34;100;9998;305,54;M
2020-08-10;A1NE34;100;9999;444,8662;M
2020-08-10;A1NE34;100;10000;193,0523;M
2020-08-10;A1NS34;100;9998;422,08;M
2020-08-10;A1NS34;100;9999;557,3481;M
2020-08-10;A1NS34;100;10000;311,2586;M
2020-08-10;A1NT34;102;9998;305,27;M
2020-08-10;A1NT34;102;9999;411,6504;M
2020-08-10;A1NT34;102;10000;189,1208;M
2020-08-10;A1ON34;103;9998;264,76;M
2020-08-10;A1ON34;103;9999;346,6449;M
2020-08-10;A1ON34;103;10000;188,0219;M
2020-08-10;A1OS34;103;9998;267,45;M
2020-08-10;A1OS34;103;9999;350,4664;M
2020-08-10;A1OS34;103;10000;197,2283;M
2020-08-10;A1PA34;103;9998;88,84;M
2020-08-10;A1PA34;103;9999;117,5104;M
2020-08-10;A1PA34;103;10000;63,9505;M
2020-08-10;A1PD34;102;9998;384,04;M
2020-08-10;A1PD34;102;9999;496,364;M
2020-08-10;A1PD34;102;10000;294,021;M
2020-08-10;A1PH34;102;9998;296,06;M
2020-08-10;A1PH34;102;9999;384,6411;M
2020-08-10;A1PH34;102;10000;216,5027;M
2020-08-10;A1RE34;102;9998;239,85;M
2020-08-10;A1RE34;102;9999;323,4329;M
2020-08-10;A1RE34;102;10000;157,6677;M
2020-08-10;A1SU34;101;9998;170,37;M
2020-08-10;A1SU34;101;9999;241,3802;M
2020-08-10;A1SU34;101;10000;110,1953;M
2020-08-10;A1TM34;102;9998;290,91;M
2020-08-10;A1TM34;102;9999;361,9851;M
2020-08-10;A1TM34;102;10000;211,9686;M
2020-08-10;A1TT34;102;9998;266,44;M
2020-08-10;A1TT34;102;9999;365,2572;M
2020-08-10;A1TT34;102;10000;168,1129;M
2020-08-10;A1UT34;100;9998;316,36;M
2020-08-10;A1UT34;100;9999;424,1248;M
2020-08-10;A1UT34;100;10000;217,9846;M
2020-08-10;A1VB34;102;9998;211,29;M
2020-08-10;A1VB34;102;9999;295,096;M
2020-08-10;A1VB34;102;10000;149,8637;M
2020-08-10;A1VY34;102;9998;317,73;M
2020-08-10;A1VY34;102;9999;397,137;M
2020-08-10;A1VY34;102;10000;237,1028;M
2020-08-10;A1WK34;102;9998;204,23;M
2020-08-10;A1WK34;102;9999;259,1597;M
2020-08-10;A1WK34;102;10000;161,5704;M
2020-08-10;A1WK34;103;9998;129,1924;M
2020-08-10;A1WK34;103;9999;163,9399;M
2020-08-10;A1WK34;103;10000;102,2066;M
2020-08-10;AALL34;115;9998;76,36;M
2020-08-10;AALL34;115;9999;98,3516;M
2020-08-10;AALL34;115;10000;56,4453;M
2020-08-10;AALR3;102;9998;11,02;M
2020-08-10;AALR3;102;9999;15,428;M
2020-08-10;AALR3;102;10000;6,6119;M
2020-08-10;AAPL34;133;9998;247,24;M
2020-08-10;AAPL34;133;9999;332,2905;M
2020-08-10;AAPL34;133;10000;174,0569;M
2020-08-10;AAPL34;134;9998;246,96;M
2020-08-10;AAPL34;134;9999;331,9142;M
2020-08-10;AAPL34;134;10000;173,8598;M
2020-08-10;ABBV34;118;9998;506,53;M
2020-08-10;ABBV34;118;9999;641,0643;M
2020-08-10;ABBV34;118;10000;383,3419;M
2020-08-10;ABCB4;133;9998;14,07;M
2020-08-10;ABCB4;133;9999;19,698;M
2020-08-10;ABCB4;133;10000;8,442;M
2020-08-10;ABCP11;294;9998;89,9;M
2020-08-10;ABCP11;294;9999;134,85;M
2020-08-10;ABCP11;294;10000;44,95;M
2020-08-10;ABEV3;122;9998;13,24;M
2020-08-10;ABEV3;122;9999;15,0936;M
2020-08-10;ABEV3;122;10000;10,7906;M
2020-08-10;ABEV3AJ;0;9998;13,24;M
2020-08-10;ABEV3AJ;0;9999;15,0936;M
2020-08-10;ABEV3AJ;0;10000;10,7906;M
2020-08-10;ABTT34;135;9998;137,43;M
2020-08-10;ABTT34;135;9999;177,0098;M
2020-08-10;ABTT34;135;10000;102,7976;M
2020-08-10;ABUD34;102;9998;298,44;M
2020-08-10;ABUD34;102;9999;389,5382;M
2020-08-10;ABUD34;102;10000;195,6047;M
2020-08-10;ACC_IGPM;0;9998;1,0023;M
2020-08-10;ACC_IGPM;0;9999;1,0023;M
2020-08-10;ACC_IGPM;0;10000;1,0023;M
2020-08-10;ACC_IGPM_GAR;0;9998;1,0023;M
2020-08-10;ACC_IGPM_GAR;0;9999;1,0023;M
2020-08-10;ACC_IGPM_GAR;0;10000;1,0023;M
2020-08-10;ACC_IPCA;0;9998;0,9992;M
2020-08-10;ACC_IPCA;0;9999;0,9992;M
2020-08-10;ACC_IPCA;0;10000;0,9992;M
2020-08-10;ACC_IPCA_GAR;0;9998;0,9992;M
2020-08-10;ACC_IPCA_GAR;0;9999;0,9992;M
2020-08-10;ACC_IPCA_GAR;0;10000;0,9992;M
2020-08-10;ACNB34;112;9998;1260,49;M
2020-08-10;ACNB34;112;9999;1694,0985;M
2020-08-10;ACNB34;112;10000;887,3849;M
2020-08-10;ADBE34;100;9998;483,41;M
2020-08-10;ADBE34;100;9999;660,5314;M
2020-08-10;ADBE34;100;10000;331,8126;M
2020-08-10;ADHM3;102;9998;2,2;M
2020-08-10;ADHM3;102;9999;3,96;M
2020-08-10;ADHM3;102;10000;0,4399;M
2020-08-10;ADPR34;104;9998;378;M
2020-08-10;ADPR34;104;9999;478,3968;M
2020-08-10;ADPR34;104;10000;289,3968;M
2020-08-10;AFCR11;103;9998;107,4;M
2020-08-10;AFCR11;103;9999;322,2;M
2020-08-10;AFCR11;103;10000;0;M
2020-08-10;AFLT3;115;9998;10,37;M
2020-08-10;AFLT3;115;9999;18,666;M
2020-08-10;AFLT3;115;10000;2,074;M
2020-08-10;AGRO3;109;9998;20,14;M
2020-08-10;AGRO3;109;9999;35,245;M
2020-08-10;AGRO3;109;10000;5,035;M
2020-08-10;AHEB3;106;9998;25;M
2020-08-10;AHEB3;106;9999;75;M
2020-08-10;AHEB3;106;10000;0;M
2020-08-10;AHEB5;106;9998;25;M
2020-08-10;AHEB5;106;9999;75;M
2020-08-10;AHEB5;106;10000;0;M
2020-08-10;AHEB6;106;9998;24,83;M
2020-08-10;AHEB6;106;9999;74,49;M
2020-08-10;AHEB6;106;10000;0;M
2020-08-10;AIGB34;115;9998;172,54;M
2020-08-10;AIGB34;115;9999;251,2182;M
2020-08-10;AIGB34;115;10000;106,2846;M
2020-08-10;ALEF3B;112;9998;1;M
2020-08-10;ALEF3B;112;9999;2;M
2020-08-10;ALEF3B;112;10000;0;M
2020-08-10;ALMI11;250;9998;1210,99;M
2020-08-10;ALMI11;250;9999;1816,485;M
2020-08-10;ALMI11;250;10000;605,495;M
2020-08-10;ALPA3;229;9998;30;M
2020-08-10;ALPA3;229;9999;54;M
2020-08-10;ALPA3;229;10000;5,9999;M
2020-08-10;ALPA4;229;9998;33,81;M
2020-08-10;ALPA4;229;9999;42,2625;M
2020-08-10;ALPA4;229;10000;25,3575;M
2020-08-10;ALPK3;100;9998;9,17;M
2020-08-10;ALPK3;100;9999;12,8379;M
2020-08-10;ALPK3;100;10000;5,502;M
2020-08-10;ALSO3;100;9998;29,76;M
2020-08-10;ALSO3;100;9999;37,2;M
2020-08-10;ALSO3;100;10000;22,32;M
2020-08-10;ALUP11;111;9998;24,5;M
2020-08-10;ALUP11;111;9999;29,89;M
2020-08-10;ALUP11;111;10000;17,8849;M
2020-08-10;ALUP3;111;9998;9,92;M
2020-08-10;ALUP3;111;9999;17,856;M
2020-08-10;ALUP3;111;10000;1,9839;M
2020-08-10;ALUP4;111;9998;7,34;M
2020-08-10;ALUP4;111;9999;13,212;M
2020-08-10;ALUP4;111;10000;1,4679;M
2020-08-10;ALZR11;132;9998;125,8;M
2020-08-10;ALZR11;132;9999;188,7;M
2020-08-10;ALZR11;132;10000;62,9;M
2020-08-10;AMAR3;112;9998;7,68;M
2020-08-10;AMAR3;112;9999;10,7519;M
2020-08-10;AMAR3;112;10000;4,608;M
2020-08-10;AMBP3;100;9998;27,36;M
2020-08-10;AMBP3;100;9999;36,936;M
2020-08-10;AMBP3;100;10000;17,784;M
2020-08-10;AMGN34;134;9998;1300,34;M
2020-08-10;AMGN34;134;9999;1674,8379;M
2020-08-10;AMGN34;134;10000;972,6543;M
2020-08-10;AMZO34;101;9998;8580;M
2020-08-10;AMZO34;101;9999;12492,48;M
2020-08-10;AMZO34;101;10000;5285,28;M
2020-08-10;ANCR11B;148;9998;3097,5;M
2020-08-10;ANCR11B;148;9999;9292,5;M
2020-08-10;ANCR11B;148;10000;0;M
2020-08-10;ANIM3;106;9998;27,99;M
2020-08-10;ANIM3;106;9999;41,985;M
