RptDt;PRFNm;VrtxCd;ScnroId;PRFVal;TpShck
2020-07-23;A1AP34;102;9998;191,97;M
2020-07-23;A1AP34;102;9999;259,0827;M
2020-07-23;A1AP34;102;10000;133,7954;M
2020-07-23;A1BM34;100;9998;383;M
2020-07-23;A1BM34;100;9999;570,0878;M
2020-07-23;A1BM34;100;10000;236,265;M
2020-07-23;A1DI34;102;9998;290,5123;M
2020-07-23;A1DI34;102;9999;380,3619;M
2020-07-23;A1DI34;102;10000;210,9119;M
2020-07-23;A1DM34;102;9998;219,3505;M
2020-07-23;A1DM34;102;9999;295,2984;M
2020-07-23;A1DM34;102;10000;160,9857;M
2020-07-23;A1EE34;102;9998;208,9695;M
2020-07-23;A1EE34;102;9999;263,7696;M
2020-07-23;A1EE34;102;10000;152,2635;M
2020-07-23;A1EN34;102;9998;276,3941;M
2020-07-23;A1EN34;102;9999;346,0896;M
2020-07-23;A1EN34;102;10000;218,4176;M
2020-07-23;A1EP34;102;9998;230,2246;M
2020-07-23;A1EP34;102;9999;288,0201;M
2020-07-23;A1EP34;102;10000;180,7171;M
2020-07-23;A1ES34;102;9998;81,387;M
2020-07-23;A1ES34;102;9999;113,1214;M
2020-07-23;A1ES34;102;10000;58,9437;M
2020-07-23;A1FL34;102;9998;191,9966;M
2020-07-23;A1FL34;102;9999;287,5033;M
2020-07-23;A1FL34;102;10000;114,7218;M
2020-07-23;A1GI34;102;9998;250,9088;M
2020-07-23;A1GI34;102;9999;325,4186;M
2020-07-23;A1GI34;102;10000;190,3293;M
2020-07-23;A1GN34;102;9998;266,1948;M
2020-07-23;A1GN34;102;9999;335,1073;M
2020-07-23;A1GN34;102;10000;202,6274;M
2020-07-23;A1IV34;102;9998;187,7404;M
2020-07-23;A1IV34;102;9999;268,724;M
2020-07-23;A1IV34;102;10000;113,3351;M
2020-07-23;A1JG34;102;9998;269,9579;M
2020-07-23;A1JG34;102;9999;357,0787;M
2020-07-23;A1JG34;102;10000;184,8239;M
2020-07-23;A1KA34;100;9998;292,83;M
2020-07-23;A1KA34;100;9999;423,4087;M
2020-07-23;A1KA34;100;10000;192,237;M
2020-07-23;A1LB34;102;9998;456,4007;M
2020-07-23;A1LB34;102;9999;612,3802;M
2020-07-23;A1LB34;102;10000;338,5762;M
2020-07-23;A1LG34;100;9998;401,35;M
2020-07-23;A1LG34;100;9999;667,0758;M
2020-07-23;A1LG34;100;10000;232,0445;M
2020-07-23;A1LK34;101;9998;190,3356;M
2020-07-23;A1LK34;101;9999;316,7793;M
2020-07-23;A1LK34;101;10000;129,4738;M
2020-07-23;A1LL34;102;9998;58;M
2020-07-23;A1LL34;102;9999;81,5897;M
2020-07-23;A1LL34;102;10000;32,9718;M
2020-07-23;A1LX34;100;9998;273,82;M
2020-07-23;A1LX34;100;9999;381,5079;M
2020-07-23;A1LX34;100;10000;174,6971;M
2020-07-23;A1MB34;102;9998;269,9839;M
2020-07-23;A1MB34;102;9999;341,6916;M
2020-07-23;A1MB34;102;10000;207,8876;M
2020-07-23;A1MD34;100;9998;311,08;M
2020-07-23;A1MD34;100;9999;486,0313;M
2020-07-23;A1MD34;100;10000;201,754;M
2020-07-23;A1ME34;102;9998;242,1887;M
2020-07-23;A1ME34;102;9999;312,2102;M
2020-07-23;A1ME34;102;10000;182,4359;M
